Game Number,Day,Play,Visitor Team,Visitor Score,Home Team,Home Score,Overtime,Shutout
1,1,True,28,4,2,0,False,False
2,1,True,25,1,24,2,False,False
3,1,True,5,0,12,2,False,False
4,1,True,22,2,26,3,True,False
5,2,True,17,4,3,1,False,False
6,2,True,16,2,4,4,False,False
7,2,True,8,3,20,5,False,False
8,2,True,30,1,21,3,False,False
9,2,True,15,1,11,2,False,False
10,2,True,24,1,7,7,False,False
11,2,True,23,4,1,5,False,False
12,2,True,22,2,14,3,True,True
13,3,True,19,2,9,1,True,True
14,3,True,13,1,27,3,False,False
15,3,True,31,1,10,2,False,False
16,4,True,8,1,18,0,True,False
17,4,True,20,1,28,2,True,False
18,4,True,4,6,19,3,False,False
19,4,True,16,3,30,4,False,False
20,4,True,27,4,13,6,False,False
21,4,True,11,1,21,2,True,True
22,4,True,17,1,24,2,False,False
23,4,True,15,3,6,2,False,False
24,4,True,10,2,25,4,False,False
25,4,True,9,1,7,5,False,False
26,4,True,31,6,23,4,False,False
27,4,True,22,3,1,6,False,False
28,4,True,12,1,29,4,False,False
29,4,True,2,2,5,3,False,False
30,4,True,14,4,26,3,True,True
31,5,True,16,3,20,2,False,False
32,6,True,8,2,3,4,False,False
33,6,True,25,2,19,5,False,False
34,6,True,18,3,4,4,False,False
35,6,True,7,4,28,3,False,False
36,6,True,30,2,27,5,False,False
37,6,True,2,1,12,2,False,False
38,6,True,5,3,1,2,False,False
39,7,True,25,2,20,4,False,False
40,7,True,9,2,6,0,False,False
41,7,True,7,1,16,2,False,False
42,7,True,22,2,17,7,False,False
43,7,True,11,5,10,4,True,True
44,7,True,21,3,29,4,True,True
45,7,True,23,4,31,3,False,False
46,8,True,18,2,28,5,False,False
47,8,True,24,1,30,6,False,False
48,8,True,3,5,8,4,True,True
49,8,True,19,2,1,0,False,False
50,8,True,5,3,14,4,False,False
51,9,True,24,1,27,4,False,False
52,9,True,25,4,13,2,False,False
53,9,True,10,3,17,1,False,False
54,9,True,15,1,7,3,False,False
55,9,True,2,3,29,4,True,True
56,9,True,11,2,23,0,False,False
57,9,True,4,3,26,1,False,False
58,10,True,30,2,18,1,False,False
59,10,True,20,1,9,4,False,False
60,10,True,1,2,8,6,False,False
61,10,True,21,2,5,3,False,False
62,10,True,11,5,31,1,False,False
63,11,True,6,2,2,1,True,False
64,11,True,28,4,16,3,True,True
65,11,True,25,3,27,2,True,False
66,11,True,18,2,20,3,False,False
67,11,True,30,3,22,4,True,False
68,11,True,13,6,24,2,False,False
69,11,True,8,4,10,2,False,False
70,11,True,9,5,15,4,False,False
71,11,True,17,2,7,0,False,False
72,11,True,3,3,23,5,False,False
73,11,True,5,0,29,2,False,False
74,11,True,21,3,12,2,True,True
75,11,True,4,3,14,2,False,False
76,11,True,19,0,26,3,False,False
77,12,True,3,2,31,0,False,False
78,12,True,4,3,1,2,False,False
79,12,True,19,2,14,0,False,False
80,13,True,27,3,11,4,False,False
81,14,True,24,0,20,2,False,False
82,14,True,13,5,22,1,False,False
83,14,True,28,3,30,5,False,False
84,14,True,27,2,18,5,False,False
85,14,True,29,4,21,3,True,True
86,14,True,8,1,17,4,False,False
87,14,True,9,2,2,3,False,False
88,14,True,23,1,10,3,False,False
89,14,True,6,2,12,1,False,False
90,14,True,4,5,31,2,False,False
91,14,True,16,4,26,2,False,False
92,15,True,11,1,28,3,False,False
93,15,True,7,1,25,5,False,False
94,15,True,16,2,14,1,False,False
95,16,True,29,3,3,1,False,False
96,16,True,19,4,20,6,False,False
97,16,True,17,4,22,3,False,False
98,16,True,27,3,9,1,False,False
99,16,True,18,4,21,2,False,False
100,16,True,12,2,7,3,True,False
101,16,True,25,3,8,6,False,False
102,16,True,6,4,5,1,False,False
103,16,True,10,2,23,4,False,False
104,17,True,29,2,4,1,True,True
105,17,True,26,6,18,4,False,False
106,17,True,30,4,11,2,False,False
107,17,True,24,0,13,3,False,False
108,17,True,15,0,2,7,False,False
109,17,True,16,3,1,1,False,False
110,18,True,17,1,20,0,True,True
111,18,True,12,4,22,3,True,True
112,18,True,4,2,3,4,False,False
113,18,True,28,2,21,4,False,False
114,18,True,24,2,27,4,False,False
115,18,True,26,3,19,4,False,False
116,18,True,14,4,9,2,False,False
117,18,True,13,2,30,3,False,False
