Number,Transaction
20421,<font color="#FF8000">[2015-01-25 17:05:29] - TRADE : From Flames to Ducks : Colton Sissons (59)- Y:2015-RND:1-DAL- Y:2015-RND:2-WSH.</font>
20422,<font color="#FF8000">[2015-01-25 17:05:29] - TRADE : From Ducks to Flames : Tomas Hertl (63).</font>
20423,[2015-01-25 17:05:30] - Ducks are expected to be over the salary cap by 247.734 kr!
20424,<font color="#FF8000">[2015-01-25 17:05:41] - Shawn Horcoff was added to Flames.</font>
20425,<font color="#FF8000">[2015-01-25 17:05:42] - TRADE : From Flames to Islanders : Y:2015-RND:5-NYR.</font>
20426,<font color="#FF8000">[2015-01-25 17:05:42] - TRADE : From Islanders to Flames : Shawn Horcoff (65).</font>
20427,[2015-01-25 17:05:49] - Ducks are expected to be over the salary cap by 247.734 kr!
20428,[2015-01-25 17:05:49] - Current fund for Jets is under 0 kr.
20429,[2015-01-25 17:05:50] - Current fund for Hurricanes is under 0 kr.
20430,[2015-01-25 17:05:50] - Current fund for Blue Jackets is under 0 kr.
20431,[2015-01-25 17:05:50] - Current fund for Panthers is under 0 kr.
20432,[2015-01-25 17:05:50] - Current fund for Rangers is under 0 kr.
20433,[2015-01-25 17:05:50] - Current fund for Senators is under 0 kr.
20434,[2015-01-25 17:05:51] - Current fund for Penguins is under 0 kr.
20435,[2015-01-25 17:05:51] - Current fund for Canucks is under 0 kr.
20436,[2015-01-26 04:13:08] - Stars roster errors : Too many Players available in Pro Team! 19 Dressed. Maximum is 18.
Some errors will be automatically fixed.

20437,<font color="#0080C0">[2015-01-26 04:13:17] - Stars sent Mike Richards to waiver.</font>
20438,[2015-01-26 04:13:17] - Mike Richards of Stars was sent to farm.
20439,<font color="#0080C0">[2015-01-26 04:13:30] - Mike Richards was removed from waiver.</font>
20440,[2015-01-26 17:38:35] - Colton Sissons of Ducks was sent to farm.
20441,<font color="Black">[2015-01-26 17:38:35] - Successfully loaded Ducks lines done with STHS Client - 2.2.7.7</font>
20442,<font color="#0080C0">[2015-01-26 17:38:37] - Flames sent Eric Boulton to waiver.</font>
20443,[2015-01-26 17:38:38] - Eric Boulton of Flames was sent to farm.
20444,<font color="Black">[2015-01-26 17:38:41] - Lance Bouma of Flames was sent to pro.</font>
20445,<font color="Black">[2015-01-26 17:38:43] - Tomas Hertl of Flames was sent to pro.</font>
20446,<font color="Black">[2015-01-26 17:38:44] - Successfully loaded Flames lines done with STHS Client - 2.2.7.7</font>
20447,<font color="#0080C0">[2015-01-26 17:38:45] - Blackhawks sent Peter Regin to waiver.</font>
20448,[2015-01-26 17:38:46] - Peter Regin of Blackhawks was sent to farm.
20449,[2015-01-26 17:38:49] - Cedric Paquette of Blackhawks was sent to farm.
20450,<font color="Black">[2015-01-26 17:38:50] - Successfully loaded Blackhawks lines done with STHS Client - 2.2.6.6</font>
20451,[2015-01-26 17:38:50] - Ryan Spooner of Blue Jackets was sent to farm.
20452,<font color="Black">[2015-01-26 17:38:50] - Successfully loaded Blue Jackets lines done with STHS Client - 2.2.6.6</font>
20453,[2015-01-26 17:38:50] - Dmitry Orlov of Sharks was sent to farm.
20454,[2015-01-26 17:38:50] - Brock Nelson of Sharks was sent to farm.
20455,<font color="Black">[2015-01-26 17:38:50] - Melker Karlsson of Sharks was sent to pro.</font>
20456,<font color="Black">[2015-01-26 17:38:50] - Successfully loaded Sharks lines done with STHS Client - 2.2.5.5</font>
20457,<font color="#0080C0">[2015-01-26 17:38:51] - Lightning sent Carlo Colaiacovo to waiver.</font>
20458,[2015-01-26 17:38:52] - Carlo Colaiacovo of Lightning was sent to farm.
20459,[2015-01-26 17:38:52] - Kevin Connauton of Lightning was sent to farm.
20460,<font color="Black">[2015-01-26 17:38:53] - Successfully loaded Lightning lines done with STHS Client - 2.2.6.6</font>
20461,<font color="#0080C0">[2015-01-26 17:39:59] - Wild sent Andrew Alberts to waiver.</font>
20462,[2015-01-26 17:40:00] - Andrew Alberts of Wild was sent to farm.
20463,<font color="#0080C0">[2015-01-26 17:40:04] - Wild sent Harry Zolnierczyk to waiver.</font>
20464,[2015-01-26 17:40:04] - Harry Zolnierczyk of Wild was sent to farm.
20465,<font color="#0080C0">[2015-01-26 17:40:12] - Harry Zolnierczyk was removed from waiver.</font>
20466,<font color="#0080C0">[2015-01-26 17:40:15] - Andrew Alberts was removed from waiver.</font>
20467,<font color="#0080C0">[2015-01-26 17:41:04] - Coyotes sent Zach Hamill to waiver.</font>
20468,[2015-01-26 17:41:05] - Zach Hamill of Coyotes was sent to farm.
20469,<font color="#0080C0">[2015-01-26 17:41:48] - Coyotes sent Jared Boll to waiver.</font>
20470,[2015-01-26 17:41:51] - Jared Boll of Coyotes was sent to farm.
20471,<font color="#0080C0">[2015-01-26 17:42:00] - Jared Boll was removed from waiver.</font>
20472,<font color="#0080C0">[2015-01-26 17:42:02] - Zach Hamill was removed from waiver.</font>
20473,<font color="#0080C0">[2015-01-26 17:42:34] - Capitals sent David Booth to waiver.</font>
20474,[2015-01-26 17:42:35] - David Booth of Capitals was sent to farm.
20475,<font color="#0080C0">[2015-01-26 17:43:00] - Capitals sent Andrew Gordon to waiver.</font>
20476,[2015-01-26 17:43:01] - Andrew Gordon of Capitals was sent to farm.
20477,<font color="#0080C0">[2015-01-26 17:43:15] - Capitals sent Dustin Penner to waiver.</font>
20478,[2015-01-26 17:43:16] - Dustin Penner of Capitals was sent to farm.
20479,<font color="#0080C0">[2015-01-26 17:43:39] - Dustin Penner was removed from waiver.</font>
20480,<font color="#0080C0">[2015-01-26 17:43:40] - Andrew Gordon was removed from waiver.</font>
20481,<font color="#0080C0">[2015-01-26 17:43:42] - David Booth was removed from waiver.</font>
20482,<font color="#FF8000">[2015-01-26 17:44:31] - Dustin Penner was added to Sabres.</font>
20483,<font color="#FF8000">[2015-01-26 17:44:32] - TRADE : From Sabres to Capitals : 100.000 kr.</font>
20484,<font color="#FF8000">[2015-01-26 17:44:32] - TRADE : From Capitals to Sabres : Dustin Penner (65).</font>
20485,<font color="#FF8000">[2015-01-26 17:45:30] - Jack Hillen was added to Flames.</font>
20486,<font color="#FF8000">[2015-01-26 17:45:31] - TRADE : From Flames to Capitals : 100.000 kr.</font>
20487,<font color="#FF8000">[2015-01-26 17:45:31] - TRADE : From Capitals to Flames : Jack Hillen (58).</font>
20488,[2015-01-26 17:46:44] - Sabres roster errors : Not enough Defenseman available in Pro Team! 5 Dressed. 6 Required.
Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.

20489,<font color="Black">[2015-01-26 17:46:44] - Auto Roster Partial Function has been run for Sabres.</font>
20490,<font color="Black">[2015-01-26 17:46:44] - Auto Lines Partial Function has been run for Sabres.</font>
20491,[2015-01-26 17:46:44] - Islanders roster errors : Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.

20492,<font color="Black">[2015-01-26 17:46:44] - Auto Roster Partial Function has been run for Islanders.</font>
20493,[2015-01-26 17:46:44] - Islanders lines errors : Normal line # 2 C is empty.
PP line 2 C is empty.
Penalty Shot Player #5 is empty.

20494,<font color="Black">[2015-01-26 17:46:44] - Auto Lines Partial Function has been run for Islanders.</font>
20495,[2015-01-26 17:46:44] - Rangers roster errors : Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.

20496,<font color="Black">[2015-01-26 17:46:44] - Keith Ballard of Rangers was sent to pro.</font>
20497,<font color="Black">[2015-01-26 17:46:44] - Auto Roster Partial Function has been run for Rangers.</font>
20498,<font color="Black">[2015-01-26 17:46:44] - Auto Lines Partial Function has been run for Rangers.</font>
20499,[2015-01-26 17:46:44] - Capitals roster errors : Not enough Players available in Pro Team! 15 Dressed. 18 Required.
Some errors will be automatically fixed.

20500,<font color="Black">[2015-01-26 17:46:44] - Valeri Nichushkin of Capitals was sent to pro.</font>
20501,<font color="Black">[2015-01-26 17:46:44] - Auto Roster Partial Function has been run for Capitals.</font>
20502,<font color="Black">[2015-01-26 17:46:44] - Auto Lines Partial Function has been run for Capitals.</font>
20503,[2015-01-26 17:47:07] - Current fund for Rangers is under 0 kr.
20504,<font color="Black">[2015-01-26 17:47:24] - Auto Lines Function has been run for Rangers.</font>
20505,[2015-01-26 17:47:39] - Dale Weise from Rivermen has scored a Hat Trick!
20506,[2015-01-26 17:47:39] - Maxime Sauve from Bulldogs has scored a Hat Trick!
20507,<font color="Red">[2015-01-26 17:47:39] - Game 698 - Troy Bodie from Rangers is injured  (Lacerated Right Calf) and is out for 1 week.</font>
20508,<font color="Red">[2015-01-26 17:47:40] - Game 701 - Jannik Hansen from Capitals is injured  (Left Knee) and is out for 1 week.</font>
20509,[2015-01-26 17:47:40] - Patrick Marleau from Stars has scored a Hat Trick!
20510,<font color="Red">[2015-01-26 17:47:40] - Game 705 - Maxim Lapierre from Avalanche is injured  (Strained Right Knee) and is out for 1 week.</font>
20511,<font color="Red">[2015-01-26 17:47:40] - Game 707 - David Backes from Wild is injured  (Bruised Left Foot) and is out for 2 weeks.</font>
20512,<font color="Red">[2015-01-26 17:47:40] - Game 707 - Nate Prosser from Wild is injured  (Bruised Right Arm) and is out for 2 weeks.</font>
20513,<font color="Red">[2015-01-26 17:47:40] - Game 708 - Marian Gaborik from Canucks is injured  (Sprained Left Ankle) and is out for 1 week.</font>
20514,[2015-01-26 17:47:40] - Last 7 Days Pro Star : 1 - Patrick Kane of Avalanche (3-1-4) / 2 - Patrick Marleau of Stars (3-0-3) / 3 - Zdeno Chara of Ducks (1-2-3)
20515,[2015-01-26 17:47:40] - Last 7 Days Farm Star : 1 - Erik Haula of Sharks (4-8-12) / 2 - Dale Weise of Rivermen (6-2-8) / 3 - Bracken Kearns of Sharks (6-1-7)
20516,[2015-01-26 17:47:40] - Ducks lines for next game are empty. Current rosters/lines are not erased.
20517,[2015-01-26 17:47:40] - Hurricanes lines for next game are empty. Current rosters/lines are not erased.
20518,[2015-01-26 17:47:40] - IceHogs lines for next game are empty. Current rosters/lines are not erased.
20519,[2015-01-26 17:47:40] - Stars lines for next game are empty. Current rosters/lines are not erased.
20520,[2015-01-26 17:47:40] - Rampage lines for next game are empty. Current rosters/lines are not erased.
20521,[2015-01-26 17:47:40] - Canadiens lines for next game are empty. Current rosters/lines are not erased.
20522,[2015-01-26 17:47:40] - Bulldogs lines for next game are empty. Current rosters/lines are not erased.
20523,[2015-01-26 17:47:40] - Predators lines for next game are empty. Current rosters/lines are not erased.
20524,[2015-01-26 17:47:40] - Sound Tigers lines for next game are empty. Current rosters/lines are not erased.
20525,[2015-01-26 17:47:40] - Coyotes lines for next game are empty. Current rosters/lines are not erased.
20526,[2015-01-26 17:47:40] - Penguins lines for next game are empty. Current rosters/lines are not erased.
20527,[2015-01-26 17:47:40] - Rivermen lines for next game are empty. Current rosters/lines are not erased.
20528,[2015-01-26 17:47:40] - Lightning lines for next game are empty. Current rosters/lines are not erased.
20529,[2015-01-26 17:47:40] - Marlies lines for next game are empty. Current rosters/lines are not erased.
20530,[2015-01-26 17:47:40] - Canucks lines for next game are empty. Current rosters/lines are not erased.
20531,<font color="Red">[2015-01-26 17:47:40] - Mark Letestu from Senators is back from Facial Surgery Injury.</font>
20532,[2015-01-26 17:47:45] - Current fund for Jets is under 0 kr.
20533,[2015-01-26 17:47:46] - Current fund for Panthers is under 0 kr.
20534,[2015-01-26 17:47:47] - Current fund for Rangers is under 0 kr.
20535,[2015-01-26 17:47:47] - Current fund for Senators is under 0 kr.
20536,[2015-01-26 17:47:48] - Current fund for Penguins is under 0 kr.
20537,[2015-01-26 17:47:48] - Current fund for Canucks is under 0 kr.
20538,[2015-01-26 17:47:51] - Capitals are expected to be under the minimum salary cap by 823.446 kr!
20539,<font color="#FF8000">[2015-01-26 17:50:28] - Dustin Brown was added to Blue Jackets.</font>
20540,<font color="#FF8000">[2015-01-26 17:50:28] - R.J. Umberger was added to Ducks.</font>
20541,<font color="#FF8000">[2015-01-26 17:50:28] - TRADE : From Ducks to Blue Jackets : Dustin Brown (67).</font>
20542,<font color="#FF8000">[2015-01-26 17:50:28] - TRADE : From Blue Jackets to Ducks : R.J. Umberger (67).</font>
20543,[2015-01-26 17:50:33] - Current fund for Jets is under 0 kr.
20544,[2015-01-26 17:50:33] - Current fund for Panthers is under 0 kr.
20545,[2015-01-26 17:50:34] - Current fund for Rangers is under 0 kr.
20546,[2015-01-26 17:50:34] - Current fund for Senators is under 0 kr.
20547,[2015-01-26 17:50:35] - Current fund for Penguins is under 0 kr.
20548,[2015-01-26 17:50:35] - Current fund for Canucks is under 0 kr.
20549,[2015-01-26 17:50:36] - Capitals are expected to be under the minimum salary cap by 823.446 kr!
20550,<font color="#FF8000">[2015-01-26 17:51:57] - Harry Zolnierczyk was added to Blue Jackets.</font>
20551,<font color="#FF8000">[2015-01-26 17:51:58] - TRADE : From Wild to Blue Jackets : Harry Zolnierczyk (58).</font>
20552,<font color="#FF8000">[2015-01-26 17:51:58] - TRADE : From Blue Jackets to Wild : 100.000 kr.</font>
20553,<font color="Black">[2015-01-26 17:52:07] - Harry Zolnierczyk of Blue Jackets was sent to pro.</font>
20554,[2015-01-26 17:52:22] - Sabres roster errors : Not enough Defenseman available in Pro Team! 4 Dressed. 6 Required.
Not enough Players available in Pro Team! 16 Dressed. 18 Required.
Some errors will be automatically fixed.

20555,[2015-01-26 17:52:22] - Americans roster errors : Too many Players available in Farm Team! 19 Dressed. Maximum is 18.
Some errors will be automatically fixed.

20556,<font color="Black">[2015-01-26 17:52:26] - Dustin Penner of Sabres was sent to pro.</font>
20557,[2015-01-26 17:52:41] - Flames roster errors : Too many Players available in Pro Team! 19 Dressed. Maximum is 18.
Some errors will be automatically fixed.

20558,[2015-01-26 18:01:53] - Current fund for Jets is under 0 kr.
20559,[2015-01-26 18:01:54] - Current fund for Panthers is under 0 kr.
20560,[2015-01-26 18:01:54] - Current fund for Rangers is under 0 kr.
20561,[2015-01-26 18:01:54] - Current fund for Senators is under 0 kr.
20562,[2015-01-26 18:01:54] - Current fund for Penguins is under 0 kr.
20563,[2015-01-26 18:01:55] - Current fund for Canucks is under 0 kr.
20564,[2015-01-26 18:01:55] - Capitals are expected to be under the minimum salary cap by 823.446 kr!
20565,[2015-01-26 18:02:04] - Current fund for Jets is under 0 kr.
20566,[2015-01-26 18:02:05] - Current fund for Panthers is under 0 kr.
20567,[2015-01-26 18:02:05] - Current fund for Rangers is under 0 kr.
20568,[2015-01-26 18:02:06] - Current fund for Senators is under 0 kr.
20569,[2015-01-26 18:02:06] - Current fund for Penguins is under 0 kr.
20570,[2015-01-26 18:02:07] - Current fund for Canucks is under 0 kr.
20571,[2015-01-26 18:02:08] - Capitals are expected to be under the minimum salary cap by 823.446 kr!
20572,<font color="Black">[2015-01-27 17:51:52] - Successfully loaded Ducks lines done with STHS Client - 2.2.7.7</font>
20573,<font color="Black">[2015-01-27 17:51:52] - Eric Gelinas of Sabres was sent to pro.</font>
20574,<font color="Black">[2015-01-27 17:51:52] - Successfully loaded Sabres lines done with STHS Client - 2.2.7.7</font>
20575,<font color="Black">[2015-01-27 17:51:52] - Successfully loaded Blue Jackets lines done with STHS Client - 2.2.6.6</font>
20576,<font color="Black">[2015-01-27 17:51:59] - Nail Yakupov of Wild was sent to pro.</font>
20577,<font color="Black">[2015-01-27 17:51:59] - Successfully loaded Wild lines done with STHS Client - 2.2.7.7</font>
20578,<font color="Black">[2015-01-27 17:52:01] - Successfully loaded Islanders lines done with STHS Client - 2.2.3.3</font>
20579,<font color="Black">[2015-01-27 17:52:03] - Successfully loaded Canucks lines done with STHS Client - 2.2.6.6</font>
20580,[2015-01-27 17:52:27] - Capitals roster errors : Not enough Forward available in Pro Team! 8 Dressed. 9 Required.
Not enough Defenseman available in Pro Team! 4 Dressed. 6 Required.
Not enough Players available in Pro Team! 12 Dressed. 18 Required.
Some errors will be automatically fixed.

20581,<font color="Black">[2015-01-27 17:52:28] - Valeri Nichushkin of Capitals was sent to pro.</font>
20582,<font color="Black">[2015-01-27 17:52:28] - David Booth of Capitals was sent to pro.</font>
20583,<font color="Black">[2015-01-27 17:52:28] - Auto Roster Partial Function has been run for Capitals.</font>
20584,<font color="Black">[2015-01-27 17:52:28] - Auto Lines Partial Function has been run for Capitals.</font>
20585,[2015-01-27 17:52:41] - Mike Brown from Whale has scored a Hat Trick!
20586,<font color="Red">[2015-01-27 17:52:42] - Game 711 - Corey Potter from Blackhawks is injured  (Bruised Right Foot) and is out for 2 weeks.</font>
20587,[2015-01-27 17:52:42] - Frans Nielsen from Blackhawks has scored a Hat Trick!
20588,[2015-01-27 17:52:42] - Monsters lines for next game are empty. Current rosters/lines are not erased.
20589,[2015-01-27 17:52:42] - Stars lines for next game are empty. Current rosters/lines are not erased.
20590,[2015-01-27 17:52:42] - Kings lines for next game are empty. Current rosters/lines are not erased.
20591,[2015-01-27 17:52:42] - Aeros lines for next game are empty. Current rosters/lines are not erased.
20592,[2015-01-27 17:52:42] - Admirals lines for next game are empty. Current rosters/lines are not erased.
20593,[2015-01-27 17:52:42] - Whale lines for next game are empty. Current rosters/lines are not erased.
20594,[2015-01-27 17:52:42] - Penguins lines for next game are empty. Current rosters/lines are not erased.
20595,[2015-01-27 17:52:42] - Admirals lines for next game are empty. Current rosters/lines are not erased.
20596,[2015-01-27 17:52:42] - Marlies lines for next game are empty. Current rosters/lines are not erased.
20597,[2015-01-27 17:52:42] - Wolves lines for next game are empty. Current rosters/lines are not erased.
20598,<font color="#0080C0">[2015-01-27 17:52:42] - Eric Boulton was not claimed from waiver and was sent to farm.</font>
20599,<font color="#0080C0">[2015-01-27 17:52:42] - Peter Regin was not claimed from waiver and was sent to farm.</font>
20600,<font color="#0080C0">[2015-01-27 17:52:42] - Carlo Colaiacovo was not claimed from waiver and was sent to farm.</font>
20601,<font color="Red">[2015-01-27 17:52:42] - Maxim Lapierre from Avalanche is back from Strained Right Knee Injury.</font>
20602,<font color="Red">[2015-01-27 17:52:42] - Nathan MacKinnon from Blackhawks is back from Right Ankle Injury.</font>
20603,[2015-01-27 17:52:43] - Current fund for Jets is under 0 kr.
20604,[2015-01-27 17:52:45] - There's not enough Defense players to make a roster for Blackhawks.

20605,[2015-01-27 17:52:45] - Current fund for Panthers is under 0 kr.
20606,[2015-01-27 17:52:46] - Current fund for Rangers is under 0 kr.
20607,[2015-01-27 17:52:46] - Current fund for Senators is under 0 kr.
20608,[2015-01-27 17:52:47] - Current fund for Penguins is under 0 kr.
20609,[2015-01-27 17:52:47] - Current fund for Blues is under 0 kr.
20610,[2015-01-27 17:52:47] - Current fund for Canucks is under 0 kr.
20611,[2015-01-27 17:52:48] - Capitals are expected to be under the minimum salary cap by 823.446 kr!
20612,[2015-01-27 17:53:42] - Current fund for Jets is under 0 kr.
20613,[2015-01-27 17:53:43] - There's not enough Defense players to make a roster for Blackhawks.

20614,[2015-01-27 17:53:44] - Current fund for Panthers is under 0 kr.
20615,[2015-01-27 17:53:44] - Current fund for Rangers is under 0 kr.
20616,[2015-01-27 17:53:44] - Current fund for Senators is under 0 kr.
20617,[2015-01-27 17:53:45] - Current fund for Penguins is under 0 kr.
20618,[2015-01-27 17:53:45] - Current fund for Blues is under 0 kr.
20619,[2015-01-27 17:53:45] - Current fund for Canucks is under 0 kr.
20620,[2015-01-27 17:53:46] - Capitals are expected to be under the minimum salary cap by 823.446 kr!
20621,[2015-01-27 17:54:00] - Capitals are expected to be under the minimum salary cap by 823.446 kr!
20622,[2015-01-27 17:54:05] - Capitals roster errors : Not enough Forward available in Pro Team! 8 Dressed. 9 Required.
Not enough Defenseman available in Pro Team! 4 Dressed. 6 Required.
Not enough Players available in Pro Team! 12 Dressed. 18 Required.
Some errors will be automatically fixed.

20623,<font color="Black">[2015-01-27 17:54:08] - Valeri Nichushkin of Capitals was sent to pro.</font>
20624,<font color="Black">[2015-01-27 17:54:08] - David Booth of Capitals was sent to pro.</font>
20625,<font color="Black">[2015-01-27 17:54:08] - Drew Shore of Capitals was sent to pro.</font>
20626,<font color="Black">[2015-01-27 17:54:08] - Andrew Gordon of Capitals was sent to pro.</font>
20627,[2015-01-27 17:54:08] - Philipp Grubauer of Capitals was sent to farm.
20628,<font color="Black">[2015-01-27 17:54:08] - Auto Roster Function has been run for Capitals.</font>
20629,<font color="Black">[2015-01-27 17:54:18] - Auto Lines Function has been run for Capitals.</font>
20630,[2015-01-27 17:54:28] - Current fund for Jets is under 0 kr.
20631,[2015-01-27 17:54:29] - There's not enough Defense players to make a roster for Blackhawks.

20632,[2015-01-27 17:54:30] - Current fund for Panthers is under 0 kr.
20633,[2015-01-27 17:54:30] - Current fund for Rangers is under 0 kr.
20634,[2015-01-27 17:54:31] - Current fund for Senators is under 0 kr.
20635,[2015-01-27 17:54:31] - Current fund for Penguins is under 0 kr.
20636,[2015-01-27 17:54:31] - Current fund for Blues is under 0 kr.
20637,[2015-01-27 17:54:31] - Current fund for Canucks is under 0 kr.
20638,[2015-01-27 17:54:38] - There's not enough Defense players to make a roster for Blackhawks.

20639,[2015-01-27 17:54:38] - Blackhawks roster errors : Not enough Defenseman available in Pro Team! 5 Dressed. 6 Required.
Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.

20640,<font color="Black">[2015-01-28 17:56:19] - Successfully loaded Flames lines done with STHS Client - 2.2.7.7</font>
20641,<font color="Black">[2015-01-28 17:56:19] - Successfully loaded Hurricanes lines done with STHS Client - 2.2.7.7</font>
20642,<font color="Black">[2015-01-28 17:56:20] - Successfully loaded Avalanche lines done with STHS Client - 2.2.6.6</font>
20643,<font color="Black">[2015-01-28 17:56:20] - Successfully loaded Oilers lines done with STHS Client - 2.2.7.7</font>
20644,<font color="Black">[2015-01-28 17:56:21] - Successfully loaded Islanders lines done with STHS Client - 2.2.3.3</font>
20645,[2015-01-28 17:56:21] - Brian Dumoulin of Flyers was sent to farm.
20646,<font color="Black">[2015-01-28 17:56:21] - Successfully loaded Flyers lines done with STHS Client - 2.2.7.7</font>
20647,<font color="Black">[2015-01-28 17:56:22] - Successfully loaded Lightning lines done with STHS Client - 2.2.6.6</font>
20648,[2015-01-28 17:56:35] - Jets lines errors : Normal line # 4 Defense #4 is empty.
PK line 1 Defense #1 is empty.
4 vs 4 line 1 Defense #1 is empty.
PK3 line 1 Defense #1 is empty.
Extra Defense #2 is empty.
Extra Defense #4 is empty.

20649,<font color="Black">[2015-01-28 17:56:35] - Auto Lines Partial Function has been run for Jets.</font>
20650,[2015-01-28 17:56:35] - Red Wings roster errors : Not enough Players available in Pro Team! 16 Dressed. 18 Required.
Some errors will be automatically fixed.

20651,<font color="Black">[2015-01-28 17:56:35] - Auto Roster Partial Function has been run for Red Wings.</font>
20652,<font color="Black">[2015-01-28 17:56:35] - Auto Lines Partial Function has been run for Red Wings.</font>
20653,[2015-01-28 17:56:35] - Islanders lines errors : Normal line # 2 C is empty.
PP line 2 C is empty.
Penalty Shot Player #5 is empty.

20654,<font color="Black">[2015-01-28 17:56:35] - Auto Lines Partial Function has been run for Islanders.</font>
20655,[2015-01-28 17:56:35] - Rangers roster errors : Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.

20656,<font color="Black">[2015-01-28 17:56:35] - Mike Brown of Rangers was sent to pro.</font>
20657,<font color="Black">[2015-01-28 17:56:35] - Auto Roster Partial Function has been run for Rangers.</font>
20658,<font color="Black">[2015-01-28 17:56:35] - Auto Lines Partial Function has been run for Rangers.</font>
20659,[2015-01-28 17:57:00] - Current fund for Rangers is under 0 kr.
20660,<font color="Black">[2015-01-28 17:57:14] - Cody Bass of Rangers was sent to pro.</font>
20661,<font color="#0080C0">[2015-01-28 17:57:30] - Rangers sent Cody Bass to waiver.</font>
20662,[2015-01-28 17:57:31] - Cody Bass of Rangers was sent to farm.
20663,<font color="#0080C0">[2015-01-28 17:58:07] - Cody Bass was removed from waiver.</font>
20664,[2015-01-28 17:58:10] - Current fund for Rangers is under 0 kr.
20665,[2015-01-28 17:58:11] - Rangers roster errors : Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.

20666,<font color="Black">[2015-01-28 17:58:13] - Cody Bass of Rangers was sent to pro.</font>
20667,<font color="Black">[2015-01-28 17:58:20] - Auto Lines Partial Function has been run for Rangers.</font>
20668,<font color="Black">[2015-01-28 17:58:23] - Auto Lines Function has been run for Rangers.</font>
20669,[2015-01-28 17:59:01] - Charlie Coyle from Crunch has scored a Hat Trick!
20670,[2015-01-28 17:59:01] - Conor Allen from Phantoms has scored a Hat Trick!
20671,[2015-01-28 17:59:01] - Patrick Holland from Phantoms has scored a Hat Trick!
20672,<font color="Red">[2015-01-28 17:59:02] - Game 715 - Scottie Upshall from Coyotes is injured  (Abdomen/Ribs) and is out for 1 month.</font>
20673,<font color="Red">[2015-01-28 17:59:02] - Game 716 - Jordie Benn from Stars is injured  (Sore Left Knee) and is out for 3 days.</font>
20674,<font color="Red">[2015-01-28 17:59:02] - Game 717 - Cory Conacher from Red Wings is injured  (Right Knee) and is out for 1 week.</font>
20675,[2015-01-28 17:59:02] - Sidney Crosby from Sabres has scored a Hat Trick!
20676,[2015-01-28 17:59:02] - Ducks lines for next game are empty. Current rosters/lines are not erased.
20677,[2015-01-28 17:59:02] - Crunch lines for next game are empty. Current rosters/lines are not erased.
20678,[2015-01-28 17:59:02] - Bruins lines for next game are empty. Current rosters/lines are not erased.
20679,[2015-01-28 17:59:02] - Bruins lines for next game are empty. Current rosters/lines are not erased.
20680,[2015-01-28 17:59:02] - Americans lines for next game are empty. Current rosters/lines are not erased.
20681,[2015-01-28 17:59:02] - Falcons lines for next game are empty. Current rosters/lines are not erased.
20682,[2015-01-28 17:59:02] - Stars lines for next game are empty. Current rosters/lines are not erased.
20683,[2015-01-28 17:59:02] - Rampage lines for next game are empty. Current rosters/lines are not erased.
20684,[2015-01-28 17:59:02] - Monarchs lines for next game are empty. Current rosters/lines are not erased.
20685,[2015-01-28 17:59:02] - Canadiens lines for next game are empty. Current rosters/lines are not erased.
20686,[2015-01-28 17:59:02] - Bulldogs lines for next game are empty. Current rosters/lines are not erased.
20687,[2015-01-28 17:59:02] - Predators lines for next game are empty. Current rosters/lines are not erased.
20688,[2015-01-28 17:59:02] - Senators lines for next game are empty. Current rosters/lines are not erased.
20689,[2015-01-28 17:59:02] - Phantoms lines for next game are empty. Current rosters/lines are not erased.
20690,[2015-01-28 17:59:02] - Coyotes lines for next game are empty. Current rosters/lines are not erased.
20691,[2015-01-28 17:59:02] - Penguins lines for next game are empty. Current rosters/lines are not erased.
20692,[2015-01-28 17:59:02] - Lightning lines for next game are empty. Current rosters/lines are not erased.
20693,[2015-01-28 17:59:02] - Bears lines for next game are empty. Current rosters/lines are not erased.
20694,<font color="Red">[2015-01-28 17:59:02] - Mike Weber from Flyers is back from Fractured Left Foot Injury.</font>
20695,<font color="Red">[2015-01-28 17:59:02] - Jordie Benn from Stars is back from Sore Left Knee Injury.</font>
20696,<font color="Red">[2015-01-28 17:59:02] - Steve Oleksy from Penguins is back from Back Spasms Injury.</font>
20697,[2015-01-28 17:59:03] - Current fund for Jets is under 0 kr.
20698,[2015-01-28 17:59:04] - Current fund for Hurricanes is under 0 kr.
20699,[2015-01-28 17:59:04] - There's not enough Defense players to make a roster for Blackhawks.

20700,[2015-01-28 17:59:06] - Current fund for Blue Jackets is under 0 kr.
20701,[2015-01-28 17:59:06] - Current fund for Panthers is under 0 kr.
20702,[2015-01-28 17:59:07] - Current fund for Rangers is under 0 kr.
20703,[2015-01-28 17:59:07] - Current fund for Senators is under 0 kr.
20704,[2015-01-28 17:59:08] - Current fund for Penguins is under 0 kr.
20705,[2015-01-28 17:59:08] - Current fund for Canucks is under 0 kr.
