Game Number,Day,Play,Visitor Team,Visitor Score,Home Team,Home Score,Overtime,Shutout
1,1,True,1,8,25,1,False,False
2,1,True,17,8,14,3,False,False
3,1,True,28,5,30,2,False,False
4,1,True,10,4,26,8,False,False
5,1,True,4,2,5,3,False,False
6,1,True,15,4,12,3,True,True
7,1,True,20,6,29,4,False,False
8,1,True,31,8,8,2,False,False
9,1,True,11,2,19,5,False,False
10,1,True,23,0,7,4,False,False
11,2,True,18,4,6,7,False,False
12,2,True,14,1,2,8,False,False
13,2,True,21,2,3,7,False,False
14,2,True,9,3,22,1,False,False
15,2,True,16,3,24,1,False,False
16,2,True,13,10,27,4,False,False
17,2,True,28,7,20,2,False,False
18,2,True,5,1,15,3,False,False
19,2,True,25,2,23,7,False,False
20,2,True,1,6,17,0,False,False
21,2,True,26,0,4,3,False,False
22,2,True,30,5,11,6,False,False
23,3,True,8,2,10,13,False,False
24,3,True,12,4,31,0,False,False
25,3,True,19,0,16,9,False,False
26,3,True,6,8,18,3,False,False
27,3,True,22,1,9,5,False,False
28,3,True,29,1,13,9,False,False
29,3,True,24,5,21,3,False,False
30,3,True,3,6,28,4,False,False
31,3,True,7,3,1,1,False,False
32,3,True,26,2,2,4,False,False
33,3,True,30,5,27,6,True,True
34,4,True,4,9,14,0,False,False
35,4,True,29,9,20,1,False,False
36,4,True,17,5,8,4,False,False
37,4,True,15,6,23,1,False,False
38,4,True,25,0,5,8,False,False
39,4,True,12,4,7,2,False,False
40,4,True,16,7,19,2,False,False
41,4,True,3,4,11,3,False,False
42,4,True,26,3,31,6,False,False
43,4,True,1,9,10,2,False,False
44,4,True,18,2,22,7,False,False
45,5,True,27,6,6,4,False,False
46,5,True,13,5,21,1,False,False
47,5,True,24,0,9,9,False,False
48,5,True,23,0,4,10,False,False
49,5,True,30,0,29,3,False,False
50,5,True,8,0,15,8,False,False
51,5,True,5,5,17,1,False,False
52,5,True,2,2,12,5,False,False
53,5,True,14,5,25,3,False,False
54,5,True,20,2,28,5,False,False
55,6,True,11,1,13,8,False,False
56,6,True,16,3,3,2,False,False
57,6,True,19,4,18,5,True,False
58,6,True,21,6,24,2,False,False
59,6,True,10,2,1,5,False,False
60,6,True,7,7,26,1,False,False
61,6,True,9,10,30,2,False,False
62,6,True,8,1,31,9,False,False
63,6,True,23,3,2,4,False,False
64,6,True,29,4,6,6,False,False
65,6,True,27,3,22,6,False,False
66,7,True,20,1,16,8,False,False
67,7,True,31,2,12,5,False,False
68,7,True,5,4,10,3,False,False
69,7,True,19,2,28,8,False,False
70,7,True,14,5,17,6,False,False
71,7,True,25,4,15,8,False,False
72,7,True,8,1,4,5,False,False
73,7,True,2,1,7,3,False,False
74,7,True,22,7,11,1,False,False
75,7,True,27,5,24,6,True,False
76,7,True,3,3,9,10,False,False
77,7,True,13,7,18,4,False,False
78,7,True,6,2,21,5,False,False
79,8,True,31,2,1,4,False,False
80,8,True,10,3,23,7,False,False
81,8,True,25,5,14,7,False,False
82,8,True,15,2,5,3,False,False
83,8,True,19,2,29,4,False,False
84,8,True,11,7,20,6,False,False
85,8,True,17,5,26,3,False,False
86,8,True,16,9,30,1,False,False
87,8,True,28,2,13,1,False,False
88,8,True,22,7,27,2,False,False
89,8,True,18,0,3,5,False,False
90,9,True,15,5,8,2,False,False
91,9,True,23,7,25,4,False,False
92,9,True,28,6,19,5,False,False
93,9,True,24,2,16,9,False,False
94,9,True,14,0,7,9,False,False
95,9,True,5,4,2,2,False,False
96,9,True,17,1,12,9,False,False
97,9,True,31,3,4,5,False,False
98,9,True,21,5,6,7,False,False
99,9,True,30,0,9,11,False,False
100,9,True,20,3,11,5,False,False
101,9,True,26,2,10,4,False,False
102,10,True,29,1,3,7,False,False
103,10,True,22,8,18,0,False,False
104,10,True,24,4,27,5,False,False
105,10,True,21,2,13,7,False,False
106,10,True,15,0,1,4,False,False
107,10,True,25,4,26,3,True,True
108,10,True,17,2,23,5,False,False
109,10,True,9,10,19,2,False,False
110,10,True,7,4,14,1,False,False
111,10,True,2,1,5,3,False,False
112,11,True,16,5,20,3,False,False
113,11,True,30,4,28,8,False,False
114,11,True,1,7,31,1,False,False
115,11,True,10,7,8,5,False,False
116,11,True,11,3,22,8,False,False
117,11,True,6,6,29,2,False,False
118,11,True,18,4,24,5,False,False
119,11,True,3,7,21,1,False,False
120,12,True,23,4,15,6,False,False
121,12,True,12,10,25,0,False,False
122,12,True,26,6,17,5,True,True
123,12,True,27,6,30,4,False,False
124,12,True,6,3,16,8,False,False
125,12,True,14,1,4,10,False,False
126,12,True,9,7,13,3,False,False
127,12,True,8,1,2,2,False,False
128,12,True,5,4,7,3,True,True
129,12,True,22,3,28,2,True,False
130,12,True,19,6,11,5,False,False
131,13,True,10,2,12,3,False,False
132,13,True,17,2,1,6,False,False
133,13,True,3,10,18,0,False,False
134,13,True,24,4,29,6,False,False
135,13,True,21,6,20,5,False,False
136,13,True,15,6,31,1,False,False
137,13,True,6,4,27,5,False,False
138,13,True,13,2,9,3,False,False
139,13,True,2,6,8,0,False,False
140,13,True,7,6,23,4,False,False
141,14,True,10,8,14,3,False,False
142,14,True,18,3,19,4,True,False
143,14,True,26,4,25,3,False,False
144,14,True,31,5,5,7,False,False
145,14,True,11,3,30,2,False,False
146,14,True,22,4,16,2,False,False
147,14,True,28,1,3,7,False,False
148,14,True,29,4,24,3,False,False
149,14,True,9,3,6,2,True,False
150,14,True,20,5,21,4,False,False
151,15,True,2,6,26,1,False,False
152,15,True,1,3,15,0,False,False
153,15,True,23,6,17,4,False,False
154,15,True,14,5,10,7,False,False
155,15,True,28,1,22,5,False,False
156,15,True,5,3,4,4,True,True
157,15,True,25,1,12,12,False,False
158,15,True,8,2,7,10,False,False
159,15,True,27,2,13,7,False,False
160,15,True,24,4,11,3,True,False
161,15,True,29,6,19,5,False,False
162,15,True,18,4,30,6,False,False
163,15,True,9,7,3,4,False,False
164,16,True,30,2,21,5,False,False
165,16,True,7,3,2,2,False,False
166,16,True,25,1,1,3,False,False
167,16,True,11,0,6,11,False,False
168,16,True,13,1,16,2,False,False
169,16,True,27,6,20,3,False,False
170,16,True,5,4,31,5,False,False
171,16,True,15,5,14,2,False,False
172,16,True,4,6,8,2,False,False
173,16,True,12,10,17,0,False,False
174,16,True,24,5,28,6,False,False
175,17,True,19,6,27,8,False,False
176,17,True,21,2,22,5,False,False
177,17,True,17,5,10,7,False,False
178,17,True,30,4,18,5,False,False
179,17,True,6,2,9,5,False,False
180,17,True,4,6,23,2,False,False
181,17,True,31,7,26,0,False,False
182,17,True,13,3,29,1,False,False
183,17,True,14,2,15,6,False,False
184,17,True,7,3,5,5,False,False
185,17,True,8,5,25,3,False,False
186,17,True,28,6,24,4,False,False
187,18,True,12,4,4,3,False,False
188,18,True,2,1,1,4,False,False
189,18,True,27,3,3,6,False,False
190,18,True,30,3,16,9,False,False
191,18,True,18,5,20,3,False,False
192,18,True,23,5,10,4,True,True
193,18,True,19,3,21,4,False,False
194,18,True,15,5,26,2,False,False
195,18,True,22,9,29,0,False,False
196,18,True,28,1,6,5,False,False
197,18,True,13,10,11,0,False,False
198,18,True,14,2,31,9,False,False
