Game Number,Day,Play,Visitor Team,Visitor Score,Home Team,Home Score,Overtime,Shutout
1,1,True,1,3,26,2,False,False
2,1,True,16,3,28,4,False,False
3,1,True,5,4,29,0,False,False
4,1,True,3,3,30,1,False,False
5,2,True,3,6,4,2,False,False
6,2,True,19,5,6,2,False,False
7,2,True,15,6,8,2,False,False
8,2,True,23,2,10,0,False,False
9,2,True,9,3,11,5,False,False
10,2,True,17,1,20,4,False,False
11,2,True,7,2,21,3,False,False
12,2,True,30,2,24,5,False,False
13,2,True,2,2,25,3,True,False
14,2,True,22,3,31,1,False,False
15,3,True,6,1,9,2,False,False
16,3,True,26,4,14,1,False,False
17,4,True,1,4,23,3,True,True
18,4,True,20,1,4,4,False,False
19,4,True,29,3,5,1,False,False
20,4,True,22,2,8,3,False,False
21,4,True,2,4,10,6,False,False
22,4,True,31,5,15,1,False,False
23,4,True,12,4,18,5,True,True
24,4,True,17,1,19,3,False,False
25,4,True,16,4,24,3,False,False
26,4,True,7,4,25,3,False,False
27,4,True,13,2,27,1,False,False
28,4,True,21,3,28,1,False,False
29,5,True,20,4,6,3,False,False
30,5,True,28,3,7,1,False,False
31,5,True,11,2,14,3,True,False
32,6,True,11,5,1,4,False,False
33,6,True,21,0,3,3,False,False
34,6,True,31,6,4,5,True,True
35,6,True,26,1,19,2,False,False
36,7,True,29,2,6,5,False,False
37,7,True,8,3,9,1,False,False
38,7,True,28,2,10,4,False,False
39,7,True,5,3,17,4,True,True
40,7,True,26,3,22,4,True,True
41,7,True,14,2,2,3,True,True
42,8,True,23,3,1,4,False,False
43,8,True,22,3,21,5,False,False
44,8,True,31,1,30,6,False,False
45,9,True,12,1,3,4,False,False
46,9,True,8,1,4,6,False,False
47,9,True,28,3,11,6,False,False
48,9,True,9,3,13,2,False,False
49,9,True,7,2,15,3,False,False
50,9,True,14,1,16,3,False,False
51,9,True,30,2,18,5,False,False
52,9,True,2,5,17,4,True,True
53,9,True,26,1,20,4,False,False
54,9,True,31,2,24,0,False,False
55,9,True,5,2,25,3,False,False
56,9,True,29,7,27,2,False,False
57,10,True,4,1,23,6,False,False
58,10,True,11,2,3,4,False,False
59,10,True,25,3,7,5,False,False
60,10,True,5,2,8,0,False,False
61,10,True,1,2,10,1,False,False
62,10,True,29,2,13,1,False,False
63,10,True,6,1,15,4,False,False
64,10,True,24,7,16,4,False,False
65,10,True,19,3,17,2,False,False
66,10,True,12,3,20,4,False,False
67,10,True,14,2,21,1,True,False
68,10,True,31,0,22,2,False,False
69,10,True,9,5,27,2,False,False
70,10,True,28,3,30,2,True,False
71,11,True,26,0,18,1,False,False
72,11,True,1,1,25,2,True,True
73,11,True,6,2,2,3,False,False
74,12,True,11,3,16,1,False,False
75,12,True,15,3,17,2,True,True
76,12,True,10,1,21,4,False,False
77,12,True,14,2,28,4,False,False
78,13,True,23,5,15,3,False,False
79,13,True,10,2,18,1,True,True
80,13,True,8,2,20,5,False,False
81,13,True,13,1,22,2,True,False
82,13,True,29,3,24,2,False,False
83,13,True,6,0,27,3,False,False
84,13,True,4,2,31,3,False,False
85,13,True,12,3,2,2,True,True
86,14,True,19,3,1,1,False,False
87,14,True,3,4,5,1,False,False
88,14,True,25,3,16,4,False,False
89,14,True,20,2,30,3,True,False
90,15,True,22,3,9,5,False,False
91,15,True,23,4,7,3,True,True
92,15,True,3,1,12,3,False,False
93,15,True,19,2,14,0,False,False
94,15,True,8,4,18,3,True,False
95,15,True,4,1,26,5,False,False
96,15,True,11,3,27,4,True,True
97,15,True,24,0,28,5,False,False
98,15,True,29,2,2,1,True,False
99,16,True,17,1,5,4,False,False
100,16,True,15,2,10,6,False,False
101,16,True,13,4,30,6,False,False
102,17,True,8,4,6,0,False,False
103,17,True,7,2,9,3,False,False
104,17,True,17,4,12,1,False,False
105,17,True,11,1,13,6,False,False
106,17,True,4,3,14,2,True,True
107,17,True,27,2,15,3,True,False
108,17,True,16,2,21,5,False,False
109,17,True,18,4,22,2,False,False
110,17,True,19,2,26,3,False,False
111,17,True,25,3,28,2,False,False
112,17,True,3,3,29,4,True,True
113,17,True,1,1,31,2,False,False
114,17,True,23,4,2,2,False,False
115,18,True,4,3,1,1,False,False
116,18,True,27,3,7,5,False,False
117,18,True,5,2,20,3,False,False
118,19,True,6,0,11,1,False,False
119,19,True,8,2,22,4,False,False
120,19,True,30,3,29,4,True,False
121,19,True,25,3,2,2,False,False
122,20,True,23,6,9,3,False,False
123,20,True,1,1,7,2,False,False
124,20,True,14,1,10,5,False,False
125,20,True,24,2,12,0,False,False
126,20,True,5,1,16,3,False,False
127,20,True,26,4,17,6,False,False
128,20,True,13,2,20,4,False,False
129,20,True,3,4,21,1,False,False
130,21,True,27,2,8,3,False,False
131,21,True,13,1,19,6,False,False
132,21,True,29,3,31,2,True,True
133,21,True,28,5,2,2,False,False
134,22,True,29,1,23,2,True,True
135,22,True,22,1,3,4,False,False
136,22,True,16,4,4,2,False,False
137,22,True,24,3,5,2,False,False
138,22,True,20,2,7,4,False,False
139,22,True,1,2,10,1,False,False
140,22,True,30,3,12,5,False,False
141,22,True,14,5,15,4,False,False
142,22,True,17,0,18,3,False,False
143,22,True,9,2,25,3,False,False
144,23,True,26,3,6,2,False,False
145,23,True,21,3,8,4,True,False
146,23,True,2,4,11,5,True,True
147,23,True,27,3,31,4,True,True
148,24,True,27,4,23,0,False,False
149,24,True,16,2,3,1,True,True
150,24,True,4,4,9,2,False,False
151,24,True,30,0,5,3,False,False
152,24,True,8,2,15,6,False,False
153,24,True,13,1,18,6,False,False
154,24,True,12,3,17,1,False,False
155,24,True,19,2,22,0,False,False
156,24,True,7,4,25,5,False,False
157,24,True,2,2,28,5,False,False
158,24,True,24,2,29,5,False,False
159,25,True,26,5,1,2,False,False
160,25,True,19,6,6,2,False,False
161,25,True,12,2,7,1,False,False
162,25,True,10,3,11,4,False,False
163,25,True,20,3,14,1,False,False
164,25,True,21,3,31,4,True,True
165,26,True,5,1,28,5,False,False
166,26,True,15,0,29,3,False,False
167,27,True,22,0,1,2,False,False
168,27,True,21,3,23,4,True,True
169,27,True,5,2,4,6,False,False
170,27,True,3,3,6,1,False,False
171,27,True,11,3,9,2,False,False
172,27,True,15,3,12,4,True,True
173,27,True,10,5,16,4,False,False
174,27,True,31,2,17,6,False,False
175,27,True,19,2,24,4,False,False
176,27,True,20,1,26,2,True,True
177,27,True,18,5,27,4,True,True
178,28,True,7,4,29,3,False,False
179,29,True,20,2,1,7,False,False
180,29,True,8,1,5,3,False,False
181,29,True,18,3,11,2,True,True
182,29,True,7,0,12,1,False,False
183,29,True,2,4,13,3,True,True
184,29,True,22,3,14,6,False,False
185,29,True,30,1,16,4,False,False
186,29,True,24,3,19,2,True,False
187,29,True,4,4,21,3,False,False
188,29,True,9,4,26,2,False,False
189,29,True,31,0,25,2,False,False
190,29,True,17,1,27,3,False,False
191,29,True,10,0,28,2,False,False
192,30,True,6,3,23,5,False,False
193,30,True,8,5,29,3,False,False
194,30,True,13,4,2,5,True,False
195,31,True,21,2,4,4,False,False
196,31,True,7,4,5,5,True,False
197,31,True,12,2,11,1,False,False
198,31,True,9,2,14,5,False,False
199,31,True,27,3,16,4,False,False
200,31,True,3,4,17,3,False,False
201,31,True,18,4,19,6,False,False
202,31,True,28,3,24,4,True,True
203,31,True,22,0,26,5,False,False
204,31,True,15,3,25,2,False,False
205,31,True,6,0,31,4,False,False
206,31,True,10,5,30,3,False,False
207,32,True,9,5,1,3,False,False
208,32,True,4,0,20,2,False,False
209,32,True,27,4,21,2,False,False
210,33,True,22,3,23,4,True,False
211,33,True,10,5,3,2,False,False
212,33,True,16,0,19,4,False,False
213,33,True,18,4,24,3,True,True
