Game Number,Day,Play,Visitor Team,Visitor Score,Home Team,Home Score,Overtime,Shutout
1,1,True,26,7,23,5,False,False
2,1,True,9,7,21,6,True,False
3,1,True,31,11,29,3,False,False
4,1,True,8,1,15,5,False,False
5,1,True,12,4,5,1,False,False
6,1,True,27,2,13,4,False,False
7,1,True,24,5,18,8,False,False
8,1,True,4,5,16,1,False,False
9,1,True,25,7,17,5,False,False
10,1,True,11,6,7,2,False,False
11,1,True,10,10,14,3,False,False
12,1,True,20,1,22,12,False,False
13,1,True,3,10,28,5,False,False
14,1,True,6,11,30,8,False,False
15,2,True,10,0,1,9,False,False
16,2,True,27,4,2,3,False,False
17,2,True,24,4,19,5,False,False
18,2,True,14,1,3,8,False,False
19,2,True,17,2,11,5,False,False
20,2,True,22,8,20,0,False,False
21,2,True,6,4,4,5,False,False
22,2,True,31,12,8,0,False,False
23,2,True,13,1,9,3,False,False
24,2,True,29,0,12,8,False,False
25,2,True,7,2,25,7,False,False
26,2,True,23,2,26,5,False,False
27,2,True,5,4,15,3,False,False
28,2,True,21,5,16,3,False,False
29,2,True,30,5,18,6,False,False
30,3,True,2,7,27,2,False,False
31,3,True,28,4,10,3,False,False
32,3,True,18,3,24,4,True,True
33,3,True,13,6,6,3,False,False
34,3,True,8,0,31,4,False,False
35,3,True,21,5,19,2,False,False
36,3,True,23,0,1,6,False,False
37,3,True,26,4,14,5,False,False
38,3,True,17,1,9,9,False,False
39,3,True,25,7,7,5,False,False
40,3,True,29,0,5,11,False,False
41,3,True,16,2,3,5,False,False
42,3,True,15,0,12,3,False,False
43,4,True,22,7,20,2,False,False
44,4,True,25,2,11,3,False,False
45,4,True,28,4,4,2,False,False
46,4,True,13,6,30,0,False,False
47,4,True,7,0,2,9,False,False
48,5,True,14,4,26,6,False,False
49,5,True,19,1,22,9,False,False
50,5,True,23,3,10,9,False,False
51,5,True,3,4,21,3,True,False
52,5,True,11,5,17,3,False,False
53,5,True,15,2,29,8,False,False
54,5,True,20,4,24,6,False,False
55,5,True,12,4,8,0,False,False
56,5,True,1,3,6,2,True,False
57,5,True,30,1,27,4,False,False
