Game Number,Day,Play,Visitor Team,Visitor Score,Home Team,Home Score,Overtime,Shutout
1,1,True,22,4,16,1,False,False
2,1,True,24,4,19,3,True,True
3,1,True,17,0,11,1,False,False
4,2,True,14,1,26,9,False,False
5,2,True,29,6,8,3,False,False
6,2,True,28,1,21,6,False,False
7,2,True,25,3,9,4,True,False
8,3,True,19,1,18,6,False,False
9,3,True,30,6,13,7,False,False
10,3,True,5,2,12,4,False,False
11,3,True,1,3,10,2,True,True
12,3,True,3,5,4,7,False,False
13,3,True,2,4,6,7,False,False
14,4,True,8,3,15,4,True,False
15,4,True,17,5,7,7,False,False
16,4,True,24,6,20,0,False,False
17,4,True,10,3,23,4,False,False
18,4,True,30,1,27,12,False,False
19,5,True,11,5,25,2,False,False
20,5,True,16,7,3,5,False,False
21,5,True,14,1,1,5,False,False
22,5,True,29,3,5,5,False,False
23,5,True,4,5,28,3,False,False
24,5,True,13,4,2,5,False,False
25,6,True,18,3,22,2,True,True
26,6,True,25,3,17,10,False,False
27,6,True,20,3,24,4,False,False
28,6,True,26,9,14,1,False,False
29,6,True,27,9,30,2,False,False
30,6,True,12,7,29,1,False,False
31,7,True,13,4,6,7,False,False
32,7,True,1,3,9,4,False,False
33,7,True,3,2,21,10,False,False
34,7,True,11,5,7,4,False,False
35,8,True,5,7,15,3,False,False
36,8,True,26,10,23,1,False,False
37,8,True,24,3,18,0,False,False
38,9,True,28,4,16,7,False,False
39,9,True,21,5,4,2,False,False
40,9,True,14,4,10,8,False,False
41,9,True,29,3,12,5,False,False
42,9,True,22,5,19,3,False,False
43,9,True,6,4,20,6,False,False
44,9,True,27,8,2,0,False,False
45,10,True,5,8,8,2,False,False
46,10,True,25,1,11,2,False,False
47,10,True,7,5,17,7,False,False
48,10,True,28,8,3,6,False,False
49,10,True,13,6,30,7,False,False
50,10,True,23,1,1,12,False,False
51,11,True,19,3,22,5,False,False
52,11,True,10,2,26,4,False,False
53,11,True,20,1,27,7,False,False
54,11,True,1,6,14,0,False,False
55,11,True,15,2,29,5,False,False
56,12,True,18,1,24,3,False,False
57,12,True,8,1,5,9,False,False
58,12,True,6,6,13,4,False,False
59,12,True,17,1,25,6,False,False
60,12,True,16,8,28,6,False,False
61,13,True,7,2,9,9,False,False
62,13,True,30,0,2,6,False,False
63,13,True,16,0,4,7,False,False
64,13,True,3,1,21,10,False,False
65,13,True,15,1,12,7,False,False
66,13,True,10,2,23,5,False,False
67,13,True,20,7,19,3,False,False
68,14,True,14,1,26,11,False,False
69,14,True,15,5,8,4,True,True
70,14,True,22,4,18,3,True,True
71,14,True,9,3,11,2,False,False
72,15,True,25,8,7,1,False,False
73,15,True,27,8,6,1,False,False
74,15,True,21,4,3,2,False,False
75,15,True,10,2,1,7,False,False
76,15,True,19,2,20,8,False,False
77,16,True,2,4,13,5,False,False
78,16,True,16,6,28,7,False,False
79,16,True,8,3,29,7,False,False
80,17,True,1,3,5,2,False,False
81,17,True,22,2,24,4,False,False
82,17,True,6,2,27,7,False,False
83,17,True,9,5,17,7,False,False
84,17,True,12,4,15,0,False,False
85,17,True,28,8,30,7,False,False
86,18,True,3,7,16,5,False,False
