Game Number,Day,Play,Visitor Team,Visitor Score,Home Team,Home Score,Overtime,Shutout,Link,Empty
428,40,False,21,0,24,0,False,False,OTHL-PRE-428.html,
429,40,False,28,0,18,0,False,False,OTHL-PRE-429.html,
430,40,False,7,0,2,0,False,False,OTHL-PRE-430.html,
431,40,False,31,0,14,0,False,False,OTHL-PRE-431.html,
432,41,False,30,0,27,0,False,False,OTHL-PRE-432.html,
433,41,False,29,0,15,0,False,False,OTHL-PRE-433.html,
434,41,False,18,0,20,0,False,False,OTHL-PRE-434.html,
435,41,False,24,0,3,0,False,False,OTHL-PRE-435.html,
436,41,False,11,0,13,0,False,False,OTHL-PRE-436.html,
437,41,False,1,0,17,0,False,False,OTHL-PRE-437.html,
438,41,False,10,0,8,0,False,False,OTHL-PRE-438.html,
439,42,False,29,0,5,0,False,False,OTHL-PRE-439.html,
440,42,False,3,0,9,0,False,False,OTHL-PRE-440.html,
441,42,False,23,0,26,0,False,False,OTHL-PRE-441.html,
442,42,False,11,0,16,0,False,False,OTHL-PRE-442.html,
443,42,False,13,0,19,0,False,False,OTHL-PRE-443.html,
444,42,False,17,0,25,0,False,False,OTHL-PRE-444.html,
445,42,False,21,0,30,0,False,False,OTHL-PRE-445.html,
446,43,False,19,0,6,0,False,False,OTHL-PRE-446.html,
447,43,False,25,0,7,0,False,False,OTHL-PRE-447.html,
448,43,False,5,0,31,0,False,False,OTHL-PRE-448.html,
449,43,False,9,0,22,0,False,False,OTHL-PRE-449.html,
450,43,False,13,0,4,0,False,False,OTHL-PRE-450.html,
451,43,False,26,0,12,0,False,False,OTHL-PRE-451.html,
452,43,False,17,0,2,0,False,False,OTHL-PRE-452.html,
453,43,False,16,0,20,0,False,False,OTHL-PRE-453.html,
454,43,False,3,0,11,0,False,False,OTHL-PRE-454.html,
455,43,False,8,0,23,0,False,False,OTHL-PRE-455.html,
456,43,False,30,0,24,0,False,False,OTHL-PRE-456.html,
457,44,False,22,0,27,0,False,False,OTHL-PRE-457.html,
458,44,False,7,0,14,0,False,False,OTHL-PRE-458.html,
459,44,False,6,0,18,0,False,False,OTHL-PRE-459.html,
460,44,False,8,0,15,0,False,False,OTHL-PRE-460.html,
461,44,False,31,0,29,0,False,False,OTHL-PRE-461.html,
462,44,False,5,0,10,0,False,False,OTHL-PRE-462.html,
463,44,False,3,0,21,0,False,False,OTHL-PRE-463.html,
464,44,False,12,0,1,0,False,False,OTHL-PRE-464.html,
465,44,False,4,0,28,0,False,False,OTHL-PRE-465.html,
