Team Number,Prospect Name,Year,Overall Pick
4,Michael Eyssimont,2016,141
5,Evan Cormier,2016,142
29,Igor Bobkov,2009,63
27,Austin Poganski,2014,73
19,Ludvig Rensfeldt,2010,42
8,Alfons Malmstrom,2016,143
15,Petr Straka,2010,44
14,Ryan Mantha,2014,115
8,Daniel Altshuller,2012,102
19,Rinat Valiev,2014,74
13,Hardy Haman-Aktell,2016,144
17,Mark Friedman,2014,75
29,Travis Dermott,2015,37
10,Olivier Roy,2009,65
18,Christopher Paquette,2016,145
9,Gabriel Carlsson,2015,38
15,Brycen Martin,2014,76
5,Alex Dostie,2016,146
8,Lucas Wallmark,2014,116
29,Tanner Kaspick,2016,147
3,Jeremy Bracco,2015,39
28,Dylan Wells,2016,148
24,Keith Seabrook,0,0
17,Brandon Hagel,2016,149
27,David Bernhardt,2016,150
8,Damien Riat,2016,173
12,Elvis Merzlikins,2014,78
30,Ville Husso,2014,79
23,Kaapo Kahkonen,2014,80
18,Zachary Stepan,2012,108
30,Nikita Gusev,2012,109
18,Ben Thomson,2012,110
15,Branden Troock,2012,111
3,Manuel Wiederer,2016,151
11,Travis Barron,2016,152
15,Gustav Possler,2013,111
4,Felix Sandstrom,2015,40
10,Jason Gregoire,0,0
2,Jeremy Helvig,2016,153
9,Adam Wilcox,2011,156
12,Dylan Sadowy,2014,81
15,Seth Griffith,2012,115
2,Juho Lammikko,2014,82
10,Stefan Chaput,0,0
21,Jordan Subban,2013,78
12,Rob OGara,2011,157
15,Charles Hudon,2012,118
26,Joey LaLeggia,2012,120
7,Peter Leblanc,0,0
10,Tony Romano,0,0
11,Ty Ronning,2016,154
11,Jake Paterson,2012,122
5,Ryan Culkin,2012,123
20,Mattias Elfstrom,2016,155
12,Nathan Clurman,2016,156
10,David Kuchejda,0,0
27,Ryan Rupert,2012,126
28,Jonathan Walker,2016,157
28,Jackson Houck,2013,79
28,Logan Nelson,2012,127
21,Nick Moutrey,2013,80
19,Austin Wuthrich,2012,128
16,Samuel Montembeault,2015,41
22,Fredrik Olofsson,2014,117
15,Jake Ryczek,2016,158
15,Jake Walman,2014,83
14,Nikolai Chebykin,2016,159
3,Axel Jonsson-Fjallby,2016,160
3,Markus Nurmi,2016,161
26,Joakim Ryan,2012,131
12,Dominic Toninato,2012,132
9,Artur Gavrus,2012,133
23,Daniel Gunnarsson,2012,134
9,Robert Baillargeon,2012,135
15,Thomas di Pauli,2012,136
21,Vojtech Budik,2016,162
6,Peter Thome,2016,163
21,Niklas Hansson,2013,82
13,Mitchell Stephens,2015,42
20,Joshua Brown,2013,167
23,Eamon McAdam,2013,83
27,Francois Brassard,2012,139
26,Alexander Peters,2014,84
22,Tyler Wall,2016,164
21,Michael Bunting,2014,86
11,Marcus Hogberg,2013,84
15,Anton Slepyshev,2013,85
28,Oleg Sosunov,2016,165
27,Axel Holmström,2014,87
9,Rourke Chartier,2014,118
14,Alexis Pepin,2014,88
12,Oskar Steen,2016,166
27,William Lagesson,2014,90
14,Gabriel Beaupre,2011,158
29,Nick Pastujov,2016,174
5,Edward Wittchow,2011,159
15,Hudson Fasching,2013,86
3,Joona Koppanen,2016,167
3,Niklas Tikkinen,2012,144
19,Evan Cowley,2013,112
9,Michael Prapavessis,2014,119
8,Brendan Woods,2012,145
15,Kyle Wood,2014,91
21,Miles Gendron,2014,92
21,Blake Siebenaler,2014,93
3,Daniel Zaar,2012,147
4,Ryan Fitzgerald,2013,87
17,Mark Mitera,0,0
28,Jeremy Davies,2016,168
5,Graham Black,2012,148
28,Stepan Falkovsky,2016,169
7,Michael Lee,2009,82
16,Alex Schoenborn,2014,94
3,Cameron Clarke,2016,175
30,Jordan Weal,2010,57
28,Konstantin Volkov,2016,176
20,Daniel O'Regan,2012,150
10,Matt Mahalak,2011,160
8,Daniel Pribyl,2011,161
24,Avery Peterson,2013,168
3,Adam Werner,2016,177
20,Sondre Olden,2010,59
15,Riley Barber,2012,152
1,Vasily Glotov,2016,178
1,Cole Cassels,2013,89
11,Vince Dunn,2015,43
9,Brian Cooper,2012,155
9,Alexander Kerfoot,2012,156
17,Brett McKenzie,2016,179
10,Mac Bennett,2009,84
2,Matheson Iacopelli,2014,97
28,Ben Thomas,2014,98
8,Brandon Carlo,2015,44
27,Rodrigo Abols,2016,180
20,Travis Boyd,2011,162
15,Casey Staum,2016,181
2,Andrew Fritsch,2011,164
22,Joseph Masonius,2016,182
8,Kurtis Gabriel,2013,90
10,Jase Weslosky,0,0
21,Dysin Mayo,2014,99
28,Doyle Somerby,2012,159
17,Jason Kasdorf,2011,166
13,Lukas Sedlak,2011,167
10,Brent Pedersen,2013,113
1,Filip Chlapik,2015,45
15,Matt Buckles,2013,114
24,Andrew Bodnarchuk,0,0
9,Vincent Hinostroza,2012,160
1,Rasmus Andersson,2015,46
13,Christopher Clapperton,2013,115
5,Tyrell Goulbourne,2013,116
11,Collin Adams,2016,183
15,Beau Starrett,2014,100
24,Erik Nystrom,2012,162
9,Justin Hache,2012,163
8,Matej Stransky,2011,168
22,Blake Hillman,2016,184
26,Patrik Westerholm,2011,170
2,Beck Malenstyn,2016,185
27,Richard Nejezchleb,2014,120
10,Brad Navin,2011,172
5,Ryan Jones,2016,186
8,Andrew O'Brien,2012,165
21,Reece Scarlett,2011,173
27,Jakob Stenqvist,2016,187
11,Reece Willcox,2012,166
14,Tyler Bird,2014,121
27,Matt Tomkins,2012,168
20,Garret Ross,2012,169
9,Henrik Tommernes,2011,174
29,Max Gortz,2012,170
4,Samuel Fejes,2012,171
18,Michael McKee,2012,172
12,Connor Hellebuyck,2012,173
26,Luc Snuggerud,2014,122
5,Shane Eiserman,2014,123
21,Alexander Kadeikin,2014,124
21,Grant Besse,2013,118
29,C.J. Franklin,2014,155
3,Joachim Blichfeld,2016,188
1,Anthony Salinitri,2016,189
17,Kevin Montgomery,0,0
25,Niclas Almari,2016,190
23,Filip Larsson,2016,191
6,Michael Pezzetta,2016,192
22,Matthew DeBlouw,2012,178
3,Gabriel Fontaine,2016,193
29,John McCarron,2012,180
27,Ryan Tesink,2011,177
24,Colin Sullivan,2011,178
30,Matthew Peca,2011,179
3,Sam Jardine,2011,180
19,Colin Smith,2012,181
12,Petteri Lindbohm,2012,183
15,Mikael Wikstrand,2012,184
11,Nelson Nogier,2014,125
2,Jesse Graham,2012,185
30,Mattias Lindstrom,2009,91
9,Aaron Irving,2014,127
5,Patrick Kudla,2016,194
29,Santeri Saari,2013,169
3,Markus Soberg,2013,170
29,Brady Austin,2012,186
28,Viktor Loov,2012,187
3,Calvin Thurkauf,2016,195
29,Pavel Kraskovsky,2014,128
14,Noah Carroll,2016,196
14,David Fischer,0,0
29,Anton Blidh,2013,172
19,Colin Miller,2012,190
10,Gleason Fournier,2009,92
3,Robin Press,2013,173
10,Mark Shoemaker,2016,197
17,Sergei Andronov,2009,94
3,J.J. Piccinich,2014,129
2,Clark Bishop,2014,130
13,Miguel Fidler,2014,156
21,Henri Ikonen,2013,120
3,Adam Ollas Mattsson,2014,157
14,Peter Ceresnak,2011,184
8,Merrick Madsen,2013,174
21,Francis Perron,2014,131
20,Saku Maenalanen,2013,123
5,Jake Dotchin,2012,191
17,Dennis Robertson,2011,185
3,James de Haas,2012,192
23,Dean Stewart,2016,198
23,Dmitry Sinitsyn,2012,194
8,Julien Pelletier,2014,132
14,Maxim Mamin,2016,199
18,Ryan Lohin,2016,200
15,Kenton Helgesen,2012,195
13,David Pope,2013,121
5,Christoffer Ehn,2014,133
5,Devon Toews,2014,134
3,Nikolaj Krag Christensen,2016,201
11,Jake Bischoff,2012,196
23,Christian Fischer,2015,47
12,Paul Ladue,2012,197
3,Dmitriy Zaitsev,2016,202
29,Collin Olson,2012,198
10,Teemu Eronen,2011,193
8,Vincent Desharnais,2016,203
5,Colin Blackwell,2011,195
17,Zac Larraza,2011,196
16,Zach Nagelvoort,2014,135
8,Tommy Cross,0,0
13,Filip Helt,2016,204
22,Alexander Broadhurst,2011,197
24,Alex Velischek,2009,96
26,Arvid Henrikson,2016,205
2,Adam Smith,2016,206
26,Edgars Kulda,2014,136
29,Sam Lafferty,2014,137
1,Brendan Guhle,2015,48
14,Fabrice Herzog,2013,122
24,Colton Hargrove,2012,202
29,Clifford Watson,2012,203
15,Jordan Fransoo,2011,199
2,Judd Peterson,2012,204
5,Brent Moran,2014,138
7,Maxwell Willman,2014,139
11,Myles Bell,2013,124
10,Jamie Phillips,2012,205
1,Joonas Lyytinen,2014,140
29,Matthew Benning,2012,206
5,Valeri Vasiliev,2012,207
26,Austin Osmanski,2016,207
10,Louis Nanne,2012,208
8,Adam Morrison,2009,99
30,Steven Johnson,2014,141
21,Benjamin Finkelstein,2016,208
17,Brayden Chizen,2016,209
22,Reid Duke,2014,142
4,Jacob Friend,2016,210
8,Danton Heinen,2014,143
16,Jonny Brodzinski,2013,125
14,Antoine Bibeau,2013,126
29,Cole Ully,2013,127
27,Matthew Berkovitz,2014,144
30,Nicolas Meloche,2015,49
7,Andrei Popov,0,0
14,Tucker Poolman,2013,130
15,Kyle Platzer,2013,131
17,Zachary Pochiro,2013,132
18,Anders Bjork,2014,158
21,Calvin Petersen,2013,134
15,Teemu Kivihalme,2013,135
21,Jeremy Gregoire,2013,136
15,Gage Ausmus,2013,137
11,Justin Holl,2010,75
19,Nikolas Koberstein,2014,145
17,Sebastian Aho,2015,50
14,Marc McNulty,2013,138
11,Robin Kovacs,2015,51
19,Tyler Ganly,2013,139
14,Nolan Vesey,2014,146
15,Aaron Haydon,2014,147
15,Shane Gersich,2014,148
27,Michael Brodzinski,2013,141
28,Aidan Muir,2013,142
24,Fredrik Bergvik,2013,144
19,Rushan Rafikov,2013,145
3,Ryan Rehill,2014,149
15,Quentin Shore,2013,146
14,Tomas Zaborsky,0,0
10,Cameron Abney,2009,102
17,Ryan Dzingel,2011,203
3,Ivan Nalimov,2014,150
5,Derek Mathers,2011,205
18,Wilhelm Westlund,2013,147
19,Jordan Greenway,2015,52
27,Maxim Kitsyn,2010,81
3,Gregory Chase,2013,149
5,Patrik Bartosak,2013,150
14,Pierre Engvall,2014,151
25,Dillon Donnelly,2011,207
7,Ryan Segalla,2013,153
27,Matt MacKenzie,2010,82
24,Ben Storm,2013,151
17,Aaron Harstad,2011,209
26,Ondrej Kase,2014,152
20,Robin Norell,2013,152
9,Dane Birks,2013,155
20,Louis-Marc Aubry,2010,84
27,Patrick McNally,2010,85
4,Sean Malone,2013,156
13,Ryan Gropp,2015,53
9,Kelly Summers,2014,153
15,Stephon Williams,2013,157
14,Miles Wood,2013,158
17,Terrance Amorosa,2013,159
24,Gabriel Gagne,2015,54
5,Liam Coughlin,2014,159
5,Will Butcher,2013,161
13,Luke Johnson,2013,175
17,Kieran Millan,2009,105
9,Wiley Sherman,2013,179
10,Danny Biega,2010,86
29,Brian Pinho,2013,181
14,Andreas Johnson,2013,182
4,Tyler Lewington,2013,184
27,Patrick Cehlin,2010,88
17,Blake Heinrich,2013,185
11,Connor Clifton,2013,187
20,MacKenzie Weegar,2013,188
17,Dominik Kubalik,2013,189
29,Zachary Leslie,2013,190
17,David Drake,2013,192
20,Anthony Brodeur,2013,193
24,Janne Juvonen,2013,194
28,Ben Betker,2013,195
21,Blaine Byron,2013,196
24,Jacob Jackson,2013,197
22,John Gilmour,2013,198
24,Chris Leblanc,2013,199
19,Anthony Louis,2013,200
28,Alec Dillon,2014,160
27,Tommy Veilleux,2013,201
24,Mitchell Dempsey,2013,202
29,Emil Galimov,2013,204
30,Alexander Dergachyov,2015,55
13,Mike Williamson,2013,205
13,Yakov Trenin,2015,56
7,Aleksi Makela,2013,206
10,Kyle Burroughs,2013,207
29,Troy Josephs,2013,209
15,Victor Olofsson,2014,161
28,Erik Cernak,2015,57
21,Matt Spencer,2015,58
5,Miro Karjalainen,2014,163
14,John Nyberg,2014,164
9,Brandon Baddock,2014,165
15,Julien Nantel,2014,166
28,Emil Johansson,2014,167
22,Joey Dudek,2014,168
12,Christopher Brown,2014,169
10,Logan Pyett,0,0
3,Jacob Middleton,2014,170
24,Pavel Jenys,2014,171
11,Anton Lindholm,2014,172
8,Alexander Fallstrom,2009,118
10,Kristopher Foucault,2009,119
3,Anthony Angello,2014,173
17,Hayden Hawkey,2014,174
9,Radel Fazleev,2014,175
13,Jake Evans,2014,176
28,Jake Marchment,2014,177
17,Tyler Vesel,2014,178
12,Cameron Darcy,2014,179
26,Jaden Lindo,2014,180
28,Olivier Leblanc,2014,181
28,Kyle Jenkins,2014,183
15,Geoffrey Schemitsch,2010,115
21,Daniel Walcott,2014,184
29,Tyler Nanne,2014,185
29,Kyle Schempp,2014,186
7,Cristiano Digiacinto,2014,187
22,Kyle Pettit,2014,188
20,Steven Spinner,2014,189
6,Hugo Fagerblom,2014,190
23,Pontus Sjalin,2014,191
19,David Westlund,2014,192
5,Chase Lang,2014,193
1,Austin Carroll,2014,194
25,Jack Ramsey,2014,195
2,Roope Hintz,2015,59
