Team Number,Prospect Name,Year,Overall Pick
24,Justin Florek,2010, 132 
12,Nick Jensen,2009, 136 
6,Petr Mrazek,2010, 133 
9,Jay Barriball,0, 0 
3,Lane MacDermid,2009, 138 
23,Nic Dowd,2009, 139 
30,Ryan Russell,0, 0 
30,Joshua Turnbull,0, 0 
18,Akim Aliu,0, 0 
19,Ryan Flynn,0, 0 
9,Joni Ortio,2009, 140 
13,Tye McGinn,2010, 134 
25,Chad Painchaud,0, 0 
25,Olivier Legault,0, 0 
16,Scott Valentine,2009, 141 
25,Ryan Turek,0, 0 
25,Jared Walker,0, 0 
25,Matt Christie,0, 0 
25,Joe Barnes,0, 0 
25,Konstantin Zakharov,0, 0 
25,Alex Bourret,0, 0 
23,John Westin,2010, 135 
25,Evan Fuller,0, 0 
25,Julian Walker,0, 0 
25,Konstantin Volkov,0, 0 
25,Martin Houle,0, 0 
8,Simon Danis-Pepin,0, 0 
25,Kyle Medvec,0, 0 
25,Timo Seppanen,0, 0 
25,Joe Charlebois,0, 0 
25,Travis Gawryletz,0, 0 
13,Mark MacMillan,2010, 136 
27,Angelo Esposito,0, 0 
22,Brandon Kozun,2009, 142 
8,Logan MacMillan,0, 0 
6,Brooks Macek,2010, 137 
30,Caleb Herbert,2010, 138 
27,Keven Veilleux,0, 0 
13,Christopher Wagner,2010, 139 
14,Riley Boychuk,2010, 140 
10,Markus Sorensen,2010, 141 
26,Freddie Hamilton,2010, 142 
14,Benjamin Marshall,2010, 143 
27,Joel Gistedt,0, 0 
27,Riku Helenius,0, 0 
7,Brandon Davidson,2010, 145 
29,Tyson Sexsmith,0, 0 
14,Kellen Jones,2010, 146 
5,Alex Theriau,2010, 147 
10,Nick Petersen,2009, 143 
27,Nigel Williams,0, 0 
30,Samuel Carrier,2010, 148 
6,James Mullin,2010, 149 
10,Rob Flick,2010, 150 
15,Sam Carrick,2010, 151 
15,Maxime Clermont,2010, 152 
24,Mirko Hoefflin,2010, 153 
28,Alexander Bumagin,0, 0 
18,Louis Domingue,2010, 154 
27,Steven Anthony,2009, 144 
26,Konrad Abeltshauser,2010, 155 
16,Maxwell Tardy,2009, 145 
15,Mark Stone,2010, 156 
4,Tommi Kivisto,2009, 146 
26,Tyler Bunz,2010, 157 
12,Kenneth Agostino,2010, 158 
28,Evan Brophey,0, 0 
28,Zack Torquato,0, 0 
28,Christopher Didomenico,0, 0 
20,Kevin Regan,0, 0 
27,Benjamin Casavant,2009, 147 
26,Peter Andersson,2009, 148 
15,Brendan Smith,0, 0 
28,Joe Ryan,0, 0 
28,Nichlas Torp,0, 0 
19,Michael Zador,2009, 149 
1,Joe Colborne,0, 0 
1,Greg Nemisz,0, 0 
1,Mitch Wahl,0, 0 
1,Michael Stone,0, 0 
11,Shawn Lalonde,0, 0 
11,Joel Champagne,0, 0 
1,Jerome Flaake,0, 0 
1,Drew Olson,0, 0 
8,Philippe Cornet,0, 0 
1,Alexander Deilert,0, 0 
10,Kevin Poulin,0, 0 
29,Alex Friesen,2010, 159 
6,Derek Rodwell,2009, 150 
4,Jacob Markstrom,2008, 36 
4,Kirill Petrov,2008, 53 
1,Roman Josi,2008, 60 
4,Cody Goloubef,2008, 61 
6,Brandon Burlon,2008, 62 
29,David Toews,2008, 63 
4,Jordan Southorn,2008, 67 
27,Geordie Wudrick,2008, 77 
4,Jamie Arniel,2008, 113 
4,Corey Fienhage,2008, 117 
4,Mark Barberio,2008, 121 
2,Justin Azevedo,2008, 134 
18,Joel Broda,2008, 164 
18,Jean-Sebastien Berube,2008, 181 
4,Joacim Eriksson,2008, 194 
24,Mark Goggin,2008, 209 
5,Steven Delisle,0, 0 
26,Michal Jordan,0, 0 
5,Ryan Hegarty,0, 0 
5,Julien Demers,0, 0 
5,Alexander Pechurski,0, 0 
29,Nick Crawford,0, 0 
12,Paul Karpowich,0, 0 
27,Evan Bloodoff,2009, 151 
8,Justin Jokinen,0, 0 
22,Philip Larsen,0, 0 
17,Nicholas Tremblay,0, 0 
8,Nathan Condon,0, 0 
19,Jonathan Carlsson,0, 0 
28,Jason Wilson,2010, 160 
19,Patrick Killeen,0, 0 
27,Mike Hoffman,2009, 152 
2,Johan Gustafsson,2010, 161 
20,Tim Billingsley,0, 0 
11,Joe Gleason,0, 0 
18,Harry Young,0, 0 
30,Jani Lajunen,0, 0 
14,Adam Comrie,0, 0 
24,Sean Collins,0, 0 
18,Kyle Beach,0, 0 
16,Maxime Sauve,0, 0 
29,Robert Czarnik,0, 0 
14,Sean Lorenz,0, 0 
6,Greg Pateryn,0, 0 
3,Greg Burke,0, 0 
11,Braden Birch,0, 0 
10,Thomas Larkin,2009, 153 
11,Jyri Niemi,0, 0 
23,Justin Dibenedetto,0, 0 
11,Emil Sandin,0, 0 
10,Cameron Gaunce,0, 0 
10,Jeffrey Foss,0, 0 
6,Jeff Costello,2009, 154 
7,Daultan Leveille,0, 0 
30,Dmitri Kugryshev,0, 0 
11,Jimmy Hayes,0, 0 
20,Tomas Kundratek,0, 0 
11,Colin Long,0, 0 
11,Andre Petersson,0, 0 
3,Justin Daniels,0, 0 
19,Nicklas Lasu,0, 0 
18,Vinny Saponari,0, 0 
12,Max Nicastro,0, 0 
6,Garrett Roe,0, 0 
16,Colten Teubert,0, 0 
20,Chet Pickard,0, 0 
2,Corey Trivino,0, 0 
12,Aaron Ness,0, 0 
12,Danny Kristo,0, 0 
30,Danick Paquette,0, 0 
10,Maxim Trunev,0, 0 
29,Ian Schultz,0, 0 
28,John Klingberg,2010, 162 
12,Derek Grant,0, 0 
17,Nathan Moon,0, 0 
6,Julien Cayer,0, 0 
1,Anthony Nigro,0, 0 
21,Matthew Tassone,0, 0 
7,Colby Robak,0, 0 
13,Vjateslav Voinov,0, 0 
13,Justin Schultz,0, 0 
13,A.J. Jenks,0, 0 
12,Joe Cannata,2009, 155 
29,Nick Mattson,2010, 163 
15,Harri Sateri,0, 0 
16,Jason Missiaen,0, 0 
3,Steve Quailer,0, 0 
16,Patrick Johnson,0, 0 
16,Mike Bergin,0, 0 
3,Yann Sauve,0, 0 
17,Jacob Deserres,0, 0 
8,Kelsey Tessier,0, 0 
15,Dustin Tokarski,0, 0 
7,Evgeny Grachev,0, 0 
15,Adam Henrique,0, 0 
23,Nicholas Larson,0, 0 
19,Cameron Atkinson,0, 0 
8,Stephen Johnston,0, 0 
20,Chris Doyle,0, 0 
10,Stefan Della Rovere,0, 0 
7,Nikita Filatov,0, 0 
20,Jake Gardiner,0, 0 
24,Eric ODell,0, 0 
7,Patrick Wiercioch,0, 0 
17,Josh Brittain,0, 0 
21,Joel Chouinard,0, 0 
27,Jaroslav Janus,2009, 156 
17,Jori Lehtera,0, 0 
22,Kristoffer Berglund,0, 0 
22,Johan Motin,0, 0 
30,Cody Beach,2010, 164 
17,Peter Delmas,0, 0 
26,Tyler Beskorowany,0, 0 
30,Andrew Campbell,0, 0 
9,Mark Borowiecki,0, 0 
2,Teigan Zahn,0, 0 
14,Grant Rollheiser,0, 0 
23,Nicholas DAgostino,0, 0 
8,Nick Pryor,0, 0 
2,Tyler Cuma,0, 0 
12,Ben Smith,0, 0 
24,Brett Hextall,0, 0 
12,Mattias Tedenby,0, 0 
25,Nicolas Deschamps,0, 0 
27,Anton Gustafsson,0, 0 
27,Victor Tikhonov,0, 0 
17,Jared Staal,0, 0 
27,James Livingston,0, 0 
27,Brent Regner,0, 0 
18,Jacob Lagace,0, 0 
27,Sawyer Hannay,2010, 165 
29,Tony Dehart,2010, 166 
15,Gustav Nyquist,0, 0 
9,Jesper Samuelsson,0, 0 
29,Anthony Hamburg,2009, 157 
7,Philip McRae,0, 0 
11,Mikhail Stefanovich,0, 0 
11,Prab Rai,0, 0 
7,Michael Hutchinson,0, 0 
23,Matt Donovan,0, 0 
2,David Warsofsky,0, 0 
14,Matt Delahey,0, 0 
3,Taylor Stefishen,0, 0 
7,Mike Murphy,0, 0 
30,Ryley Grantham,0, 0 
8,Luke Witkowski,0, 0 
6,David Wohlberg,0, 0 
8,Drew Daniels,0, 0 
14,Jake Allen,0, 0 
20,Zach Redmond,0, 0 
4,Rasmus Rissanen,2009, 158 
4,Jere Sallinen,2009, 159 
23,Scott Timmins,2009, 160 
29,Chris Wideman,2009, 161 
16,Anton Blomqvist,2009, 162 
4,Garrett Mitchell,2009, 163 
24,Tyler Randell,2009, 164 
8,Wade Megan,2009, 165 
12,Adam Almqvist,2009, 167 
30,Patrick Wey,2009, 168 
11,Curtis McKenzie,2009, 169 
16,Anton Klementyev,2009, 171 
4,Dustin Walsh,2009, 172 
17,Corban Knight,2009, 173 
29,Cody Sol,2009, 174 
25,Maxime Legault,2009, 175 
4,Mihail Pashnin,2009, 176 
23,Brandon Maxwell,2009, 177 
19,Daniel Maggio,2009, 178 
4,Anders Lee,2009, 179 
20,Connor Knapp,2009, 180 
16,Andy Bathgate,2009, 181 
4,Jordan Nolan,2009, 182 
5,Mark Adams,2009, 183 
6,Michael Pelech,2009, 184 
5,Darcy Kuemper,2009, 185 
11,David Pacan,2009, 186 
5,Kyle Neuber,2009, 187 
4,Michael Cichy,2009, 188 
8,Oliver Lauridsen,2009, 189 
29,Gabriel Bourque,2009, 190 
30,Brett Flemming,2009, 191 
10,Corey Cowick,2009, 192 
4,Kirill Gotovets,2009, 193 
12,Gus Young,2009, 194 
6,Viktor Ekbom,2009, 195 
23,David Kolomatis,2009, 196 
12,Mitchell Callahan,2009, 197 
8,Jordan Samuels-Thomas,2009, 198 
17,David Shields,2009, 199 
16,Curtis Gedig,2009, 202 
24,Ben Sexton,2009, 203 
26,Marek Viedensky,2009, 204 
4,Michael Sdao,2009, 205 
16,Ashton Bernard,2009, 206 
8,Paul Phillips,2009, 207 
8,Brad Peltz,2009, 208 
12,Cameron Reid,2009, 209 
12,Zane Gothberg,2010, 167 
21,Isaac MacLeod,2010, 168 
30,Jesper Fasth,2010, 169 
11,Gregg Sutch,2010, 170 
10,Michael Parks,2010, 171 
4,Frederik Andersen,2010, 172 
29,Tyler Stahl,2010, 173 
19,Randy McNaught,2010, 174 
29,Kendall McFaull,2010, 175 
21,Joe Rogalski,2010, 176 
10,Corey Durocher,2010, 177 
23,Bryce Aneloski,2010, 178 
29,Kevin Lind,2010, 179 
28,Brendan ODonnell,2010, 180 
8,Martin Ouellette,2010, 181 
17,Dalton Prout,2010, 182 
12,Joonas Rask,2010, 183 
21,Tanner Lane,2010, 184 
24,David Elsner,2010, 185 
6,Luke Moffatt,2010, 186 
5,Andreas Dahlstrom,2010, 187 
24,Ronald Boyd,2010, 188 
18,Stephen MaCaulay,2010, 189 
18,Josh Nicholls,2010, 190 
6,Kristians Pelss,2010, 191 
4,Brendan Ranford,2010, 192 
14,Cody Rosen,2010, 193 
30,Drew Czerwonka,2010, 194 
27,Anthony Bitetto,2010, 195 
21,Sebastian Owuya,2010, 196 
4,Cedrick Henley,2010, 197 
21,Reid McNeill,2010, 198 
24,Nicholas Luukko,2010, 199 
28,Dylen McKinlay,2010, 200 
6,Christian Isackson,2010, 201 
6,Macmillan Carruth,2010, 202 
1,Patrick Holland,2010, 203 
6,Peter Stoykewych,2010, 204 
8,Brett Perlini,2010, 205 
15,Mauro Jorg,2010, 206 
19,Lee Moffie,2010, 208 
18,Christopher Crane,2010, 209 
6,Ricard Blidstrand,2010, 210 
