Game Number,Day,Play,Visitor Team,Visitor Score,Home Team,Home Score,Overtime,Shutout
1,1,True,28,4,16,2,False,False
2,1,True,30,1,7,0,False,False
3,1,True,2,6,12,2,False,False
4,2,True,28,0,22,3,False,False
5,2,True,4,2,11,3,True,True
6,2,True,1,2,8,1,True,True
7,3,True,27,4,3,2,False,False
8,3,True,18,5,24,4,False,False
9,3,True,5,2,30,5,False,False
10,3,True,17,3,25,0,False,False
11,3,True,14,3,15,5,False,False
12,3,True,13,4,10,2,False,False
13,3,True,20,5,23,1,False,False
14,3,True,29,1,26,5,False,False
15,4,True,21,5,4,1,False,False
16,4,True,19,4,18,2,False,False
17,4,True,11,4,6,3,True,False
18,4,True,5,4,9,3,True,False
19,4,True,14,2,2,3,True,True
20,4,True,17,1,8,4,False,False
21,5,True,11,0,3,1,False,False
22,5,True,21,4,28,1,False,False
23,5,True,22,3,16,2,True,True
24,5,True,9,3,19,2,False,False
25,5,True,4,0,24,2,False,False
26,5,True,27,6,7,3,False,False
27,5,True,13,1,25,4,False,False
28,5,True,30,1,10,3,False,False
29,5,True,1,0,15,3,False,False
30,5,True,12,1,29,7,False,False
31,5,True,23,1,26,4,False,False
32,6,True,22,3,6,2,False,False
33,6,True,1,2,2,3,False,False
34,6,True,29,4,5,5,False,False
35,7,True,18,2,12,3,False,False
36,7,True,20,1,14,2,False,False
37,8,True,8,1,28,5,False,False
38,8,True,23,3,19,2,True,True
39,8,True,13,3,22,2,False,False
40,8,True,6,5,24,2,False,False
41,8,True,27,1,4,2,False,False
42,8,True,15,1,17,3,False,False
43,8,True,18,3,29,2,False,False
44,8,True,20,2,26,5,False,False
45,9,True,7,2,25,3,True,False
46,9,True,16,2,5,4,False,False
47,9,True,21,5,14,3,False,False
48,10,True,8,0,3,6,False,False
49,10,True,9,5,4,4,True,True
50,10,True,6,5,30,2,False,False
51,10,True,23,2,11,3,True,True
52,10,True,13,2,27,1,False,False
53,10,True,28,2,17,7,False,False
54,10,True,2,3,15,4,True,True
55,10,True,16,1,12,3,False,False
