Game Number,Day,Play,Visitor Team,Visitor Score,Home Team,Home Score,Overtime,Shutout
1,1,True,27,1,21,3,False,False
2,1,True,28,1,19,2,False,False
3,1,True,13,4,11,5,False,False
4,1,True,6,2,22,3,False,False
5,2,True,25,4,17,2,False,False
6,2,True,15,5,26,4,True,False
7,2,True,7,4,10,5,False,False
8,2,True,1,6,12,3,False,False
9,3,True,27,1,21,3,False,False
10,3,True,28,5,19,3,False,False
11,3,True,13,4,11,2,False,False
12,3,True,6,1,22,0,True,False
13,4,True,25,5,17,6,True,False
14,4,True,15,3,26,4,False,False
15,4,True,7,2,10,7,False,False
16,4,True,1,3,12,5,False,False
17,5,True,21,3,27,5,False,False
18,5,True,19,2,28,3,True,False
19,5,True,11,4,13,3,True,False
20,5,True,22,3,6,2,False,False
21,6,True,17,4,25,1,False,False
22,6,True,26,4,15,3,True,False
23,6,True,10,4,7,1,False,False
24,6,True,12,1,1,3,False,False
25,7,True,21,0,27,3,False,False
26,7,True,19,4,28,1,False,False
27,7,True,11,1,13,3,False,False
28,7,True,22,3,6,2,True,False
29,8,True,17,1,25,2,False,False
30,8,True,26,2,15,3,False,False
31,8,True,10,2,7,3,False,False
32,8,True,12,2,1,1,True,False
33,9,True,27,3,21,2,True,False
34,9,True,28,3,19,1,False,False
35,9,True,13,3,11,4,False,False
36,9,True,6,2,22,0,False,False
37,10,True,25,1,17,3,False,False
38,10,True,15,4,26,1,False,False
39,10,True,7,0,10,2,False,False
40,10,True,1,3,12,2,True,False
41,11,True,21,1,27,3,False,False
42,11,True,19,2,28,3,False,False
43,11,True,11,4,13,3,True,False
44,11,True,22,3,6,2,False,False
45,12,True,17,2,25,4,False,False
46,12,True,26,1,15,3,False,False
48,12,True,12,4,1,1,False,False
53,14,True,25,2,17,8,False,False
56,14,True,1,3,12,2,True,False
57,15,True,27,1,11,2,True,False
58,15,True,28,1,22,2,False,False
59,16,True,15,5,17,6,False,False
60,16,True,1,2,10,3,True,False
61,17,True,27,1,11,2,False,False
62,17,True,28,4,22,3,False,False
63,18,True,15,7,17,6,True,False
64,18,True,1,3,10,1,False,False
65,19,True,11,2,27,4,False,False
66,19,True,22,2,28,5,False,False
67,20,True,17,2,15,3,False,False
68,20,True,10,3,1,2,False,False
69,21,True,11,1,27,4,False,False
70,21,True,22,2,28,3,True,False
71,22,True,17,5,15,4,True,False
72,22,True,10,2,1,4,False,False
73,23,True,27,6,11,5,True,False
74,23,True,28,1,22,3,False,False
75,24,True,15,3,17,4,True,False
76,24,True,1,2,10,1,True,False
77,25,True,11,1,27,2,False,False
78,25,True,22,1,28,2,False,False
79,26,True,17,3,15,5,False,False
80,26,True,10,1,1,3,False,False
83,28,True,15,5,17,6,True,False
85,29,True,27,2,28,3,True,False
86,30,True,1,2,17,3,False,False
87,31,True,27,4,28,1,False,False
88,32,True,1,1,17,0,False,False
89,33,True,28,1,27,4,False,False
90,34,True,17,4,1,2,False,False
91,35,True,28,1,27,3,False,False
92,36,True,17,1,1,6,False,False
93,37,True,27,2,28,1,False,False
94,38,True,1,5,17,2,False,False
96,40,True,17,0,1,3,False,False
99,43,True,27,3,1,2,False,False
100,44,True,27,1,1,4,False,False
101,45,True,1,3,27,4,False,False
102,46,True,1,3,27,4,False,False
103,47,True,27,3,1,1,False,False
