Number,Transaction,DateTime,Empty
23808,Game 495 - Jake Allen from Senators is injured  (Left Hand) and is out for 1 week.,2022-02-07 4:31:52 PM,
23809,Game 495 - Kevin Connauton from Senators is injured  (Severed Right Wrist Tendon) and is out for 2 months.,2022-02-07 4:31:52 PM,
23810,Game 496 - Josh Brown from Capitals is injured  (Strained Back) and is out for 1 month.,2022-02-07 4:31:52 PM,
23811,Game 499 - Tyler Seguin from Panthers is injured  (Dislocated Patella) and is out for 3 weeks.,2022-02-07 4:31:53 PM,
23812,New Record for Team's Most Shots (51) in 1 Game for Golden Knights!,2022-02-07 4:31:53 PM,
23813,Farm Game #618 - Logan Brown from Mariners has scored a Hat Trick!,2022-02-07 4:31:54 PM,
23814,Farm Game #621 - Ryan Fitzgerald from  Americans has scored a Hat Trick!,2022-02-07 4:31:54 PM,
23815,Farm Game #624 - Morgan Geekie from Wolves has scored a Hat Trick!,2022-02-07 4:31:54 PM,
23816,Last 7 Days Pro Star : 1 - Pavel Buchnevich of Senators (2-7-9) / 2 - Auston Matthews of Canucks (4-2-6) / 3 - Thatcher Demko of Blue Jackets (0.967),2022-02-07 4:31:55 PM,
23817,Last 7 Days Farm Star : 1 - Ryan Fitzgerald of  Americans (8-7-15) / 2 - Stefan Noesen of Griffins (7-4-11) / 3 - Joel Kellman of Heat (7-5-12),2022-02-07 4:31:55 PM,
23818,Bruins lines for next game are empty. Current rosters/lines are not erased. But- Bruins lines for next game are NOT empty. Current pro rosters/lines are moved and might impact farm rosters/lines.,2022-02-07 4:31:55 PM,
23819, Americans lines for next game are empty. Current rosters/lines are not erased.,2022-02-07 4:31:55 PM,
23820,Heat lines for next game are empty. Current rosters/lines are not erased. But- Flames lines for next game are NOT empty. Current pro rosters/lines are moved and might impact farm rosters/lines.,2022-02-07 4:31:55 PM,
23821,Both Hurricanes and Checkers lines for next game are empty. Current rosters/lines are not erased.,2022-02-07 4:31:55 PM,
23822,IceHogs lines for next game are empty. Current rosters/lines are not erased. But- Blackhawks lines for next game are NOT empty. Current pro rosters/lines are moved and might impact farm rosters/lines.,2022-02-07 4:31:55 PM,
23823,Stars lines for next game are empty. Current rosters/lines are not erased.,2022-02-07 4:31:55 PM,
23824,Condors lines for next game are empty. Current rosters/lines are not erased.,2022-02-07 4:31:55 PM,
23825,Reign lines for next game are empty. Current rosters/lines are not erased.,2022-02-07 4:31:55 PM,
23826,Rocket lines for next game are empty. Current rosters/lines are not erased.,2022-02-07 4:31:55 PM,
23827,Comets lines for next game are empty. Current rosters/lines are not erased. But- Devils lines for next game are NOT empty. Current pro rosters/lines are moved and might impact farm rosters/lines.,2022-02-07 4:31:55 PM,
23828,Flyers lines for next game are empty. Current rosters/lines are not erased.,2022-02-07 4:31:55 PM,
23829,Roadrunners lines for next game are empty. Current rosters/lines are not erased. But- Coyotes lines for next game are NOT empty. Current pro rosters/lines are moved and might impact farm rosters/lines.,2022-02-07 4:31:55 PM,
23830,Both Blues and Rampage  lines for next game are empty. Current rosters/lines are not erased.,2022-02-07 4:31:55 PM,
23831,Barracudas lines for next game are empty. Current rosters/lines are not erased. But- Sharks lines for next game are NOT empty. Current pro rosters/lines are moved and might impact farm rosters/lines.,2022-02-07 4:31:55 PM,
23832,Otto Koivula of Lightning was sent to farm.,2022-02-07 4:31:55 PM,
23833,Both Canucks and Canucks lines for next game are empty. Current rosters/lines are not erased.,2022-02-07 4:31:55 PM,
23834,Capitals lines for next game are empty. Current rosters/lines are not erased.,2022-02-07 4:31:55 PM,
23835,Wolves lines for next game are empty. Current rosters/lines are not erased. But- Golden Knights lines for next game are NOT empty. Current pro rosters/lines are moved and might impact farm rosters/lines.,2022-02-07 4:31:55 PM,
23836,Mariners lines for next game are empty. Current rosters/lines are not erased. But- Kraken lines for next game are NOT empty. Current pro rosters/lines are moved and might impact farm rosters/lines.,2022-02-07 4:31:55 PM,
23837,Tommy Cross(Blue Jackets) cleared from waivers and was sent to down farm.,2022-02-07 4:31:55 PM,
23838,Noel Acciari from Oilers is back from Right Leg Injury.,2022-02-07 4:31:55 PM,
23839,Noah Dobson from Kings is back from Sprained Left Finger Injury.,2022-02-07 4:31:55 PM,
23840,MacKenzie Weegar from Canucks is back from Left Hand Injury.,2022-02-07 4:31:55 PM,
23841,Andrew Hammond from Avalanche is back from Right Leg Injury.,2022-02-07 4:31:55 PM,
23842,Avalanche are expected to be under the minimum salary cap by $3-225-545!,2022-02-07 4:32:06 PM,
23843,Panthers are expected to be under the minimum salary cap by $676-236!,2022-02-07 4:32:08 PM,
23844,Wild are expected to be under the minimum salary cap by $1-606-695!,2022-02-07 4:32:08 PM,
23845,Senators are expected to be under the minimum salary cap by $8-607-806!,2022-02-07 4:32:09 PM,
23846,Penguins are expected to be under the minimum salary cap by $1-767-293!,2022-02-07 4:32:10 PM,
23847,TRADE : From Blue Jackets to Rangers : Y:2022-RND:1-CLB- Y:2023-RND:3-CLB.,2022-02-07 4:33:37 PM,
23848,TRADE : From Rangers to Blue Jackets : Lukas Reichel (P).,2022-02-07 4:33:37 PM,
23849,Avalanche are expected to be under the minimum salary cap by $3-225-545!,2022-02-07 4:33:51 PM,
23850,Panthers are expected to be under the minimum salary cap by $676-236!,2022-02-07 4:33:53 PM,
23851,Wild are expected to be under the minimum salary cap by $1-606-695!,2022-02-07 4:33:53 PM,
23852,Senators are expected to be under the minimum salary cap by $8-607-806!,2022-02-07 4:33:54 PM,
23853,Penguins are expected to be under the minimum salary cap by $1-767-293!,2022-02-07 4:33:55 PM,
23854,Avalanche are expected to be under the minimum salary cap by $3-225-545!,2022-02-07 4:34:12 PM,
23855,Panthers are expected to be under the minimum salary cap by $676-236!,2022-02-07 4:34:13 PM,
23856,Wild are expected to be under the minimum salary cap by $1-606-695!,2022-02-07 4:34:14 PM,
23857,Senators are expected to be under the minimum salary cap by $8-607-806!,2022-02-07 4:34:16 PM,
23858,Penguins are expected to be under the minimum salary cap by $1-767-293!,2022-02-07 4:34:17 PM,
23859,Anthony Cirelli of Oilers was sent to pro.,2022-02-08 4:36:22 PM,
23860,Alexandre Fortin of Penguins was sent down to farm.,2022-02-08 4:36:22 PM,
23861,Jeremy Lauzon of Oilers was sent down to farm.,2022-02-08 4:36:22 PM,
23862,Givani Smith of Oilers was sent down to farm.,2022-02-08 4:36:22 PM,
23863,Yannick Weber of Senators was sent to pro.,2022-02-08 4:36:22 PM,
23864,Devan Dubnyk of Senators was sent to pro.,2022-02-08 4:36:22 PM,
23865,Successfully loaded Blackhawks lines done with Web Base Client and SQLite Database.,2022-02-08 4:36:22 PM,
23866,Successfully loaded Stars lines done with Web Base Client and SQLite Database.,2022-02-08 4:36:23 PM,
23867,Successfully loaded Red Wings lines done with Web Base Client and SQLite Database.,2022-02-08 4:36:23 PM,
23868,Successfully loaded Oilers lines done with Web Base Client and SQLite Database.,2022-02-08 4:36:23 PM,
23869,Successfully loaded Senators lines done with Web Base Client and SQLite Database.,2022-02-08 4:36:23 PM,
23870,Successfully loaded Penguins lines done with Web Base Client and SQLite Database.,2022-02-08 4:36:23 PM,
23871,Avalanche lines errors : Normal line # 2 Defense #2 is empty.
PP line 1 Defense #1 is empty.
PK3 line 1 Defense #1 is empty.
PK line 2 Defense #2 is empty.
4 vs 4 line 2 Defense #2 is empty.
Extra Defense #2 is empty.
OT Defense #5 is empty.
,2022-02-08 4:36:34 PM,
23872,Auto Lines Partial Function has been run for Avalanche.,2022-02-08 4:36:34 PM,
23873,Kings roster errors : Not enough Forward available in Pro Team! 11 Dressed. 12 Required.
Not enough Defenseman available in Pro Team! 5 Dressed. 6 Required.
Not enough Players available in Pro Team! 16 Dressed. 18 Required.
Some errors will be automatically fixed.
,2022-02-08 4:36:34 PM,
23874,Auto Roster Partial Function has been run for Kings.,2022-02-08 4:36:34 PM,
23875,Auto Lines Partial Function has been run for Kings.,2022-02-08 4:36:35 PM,
23876,Game 504 - Jack Johnson from Sabres is injured  (Upper Body) and is out for 1 week.,2022-02-08 4:36:40 PM,
23877,Game 506 - Barclay Goodrow from Jets is injured  (Strained Back) and is out for 2 weeks.,2022-02-08 4:36:41 PM,
23878,Game 506 - Ben Harpur from Stars is injured  (Broken Right Thumb) and is out for 2 months.,2022-02-08 4:36:41 PM,
23879,Farm Game #628 - Anthony Richard from Griffins has scored a Hat Trick!,2022-02-08 4:36:42 PM,
23880,Gabriel Bourque from Marlies completes suspension,2022-02-08 4:36:42 PM,
23881,Farm Game #631 - Brandon Duhaime from Phantoms has scored a Hat Trick!,2022-02-08 4:36:42 PM,
23882,Farm Game #633 - Alexis Lafreniere from Penguins has scored a Hat Trick!,2022-02-08 4:36:42 PM,
23883,Farm Game #635 - Dominic Toninato from Condors has scored a Hat Trick!,2022-02-08 4:36:42 PM,
23884,Farm Game #636 - Zach Senyshyn from Gulls has scored a Hat Trick!,2022-02-08 4:36:42 PM,
23885,Checkers lines for next game are empty. Current rosters/lines are not erased.,2022-02-08 4:36:43 PM,
23886,Both Avalanche and Eagles lines for next game are empty. Current rosters/lines are not erased.,2022-02-08 4:36:43 PM,
23887,Condors lines for next game are empty. Current rosters/lines are not erased. But- Oilers lines for next game are NOT empty. Current pro rosters/lines are moved and might impact farm rosters/lines.,2022-02-08 4:36:43 PM,
23888,Kings lines for next game are empty. Current rosters/lines are not erased.,2022-02-08 4:36:43 PM,
23889,Wild lines for next game are empty. Current rosters/lines are not erased.,2022-02-08 4:36:43 PM,
23890,Admirals lines for next game are empty. Current rosters/lines are not erased.,2022-02-08 4:36:43 PM,
23891,Comets lines for next game are empty. Current rosters/lines are not erased.,2022-02-08 4:36:43 PM,
23892,Sound Tigers lines for next game are empty. Current rosters/lines are not erased.,2022-02-08 4:36:43 PM,
23893,Wolf Pack lines for next game are empty. Current rosters/lines are not erased. But- Rangers lines for next game are NOT empty. Current pro rosters/lines are moved and might impact farm rosters/lines.,2022-02-08 4:36:43 PM,
23894,Senators lines for next game are empty. Current rosters/lines are not erased.,2022-02-08 4:36:43 PM,
23895,Phantoms lines for next game are empty. Current rosters/lines are not erased.,2022-02-08 4:36:43 PM,
23896,Roadrunners lines for next game are empty. Current rosters/lines are not erased.,2022-02-08 4:36:43 PM,
23897,Barracudas lines for next game are empty. Current rosters/lines are not erased.,2022-02-08 4:36:43 PM,
23898,Crunch lines for next game are empty. Current rosters/lines are not erased.,2022-02-08 4:36:43 PM,
23899,Marlies lines for next game are empty. Current rosters/lines are not erased.,2022-02-08 4:36:43 PM,
23900,Mariners lines for next game are empty. Current rosters/lines are not erased.,2022-02-08 4:36:43 PM,
23901,Zach Sanford from Blue Jackets is back from Separated Left Shoulder Injury.,2022-02-08 4:36:43 PM,
23902,Anton Khudobin from Hurricanes is back from Exhaustion.,2022-02-08 4:36:43 PM,
23903,Avalanche are expected to be under the minimum salary cap by $3-225-545!,2022-02-08 4:36:49 PM,
23904,Panthers are expected to be under the minimum salary cap by $676-236!,2022-02-08 4:36:52 PM,
23905,Wild are expected to be under the minimum salary cap by $1-606-695!,2022-02-08 4:36:52 PM,
23906,Senators are expected to be under the minimum salary cap by $6-951-556!,2022-02-08 4:36:57 PM,
23907,Penguins are expected to be under the minimum salary cap by $2-218-959!,2022-02-08 4:36:58 PM,
23908,TRADE : From Golden Knights to Ducks : Dominic Turgeon (60)- Y:2023-RND:4-VGK.,2022-02-08 4:39:05 PM,
23909,TRADE : From Ducks to Golden Knights : Carter Rowney (68).,2022-02-08 4:39:05 PM,
23910,Golden Knights are expected to be over the salary cap by $514-274!,2022-02-08 4:39:06 PM,
23911,Avalanche are expected to be under the minimum salary cap by $3-225-545!,2022-02-08 4:39:30 PM,
23912,Panthers are expected to be under the minimum salary cap by $676-236!,2022-02-08 4:39:31 PM,
23913,Wild are expected to be under the minimum salary cap by $1-606-695!,2022-02-08 4:39:31 PM,
23914,Senators are expected to be under the minimum salary cap by $6-951-556!,2022-02-08 4:39:32 PM,
23915,Penguins are expected to be under the minimum salary cap by $2-218-959!,2022-02-08 4:39:33 PM,
23916,Golden Knights are expected to be over the salary cap by $514-274!,2022-02-08 4:39:33 PM,
23917,Nolan Patrick of Golden Knights was sent down to farm.,2022-02-09 5:00:39 PM,
23918,Otto Koivula of Lightning was sent to pro.,2022-02-09 5:00:39 PM,
23919,Thomas Hickey of Stars was sent to pro.,2022-02-09 5:00:39 PM,
23920,Successfully loaded Stars lines done with Web Base Client and SQLite Database.,2022-02-09 5:00:39 PM,
23921,Successfully loaded Oilers lines done with Web Base Client and SQLite Database.,2022-02-09 5:00:40 PM,
23922,Successfully loaded Coyotes lines done with Web Base Client and SQLite Database.,2022-02-09 5:00:40 PM,
23923,Successfully loaded Lightning lines done with Web Base Client and SQLite Database.,2022-02-09 5:00:40 PM,
23924,Successfully loaded Golden Knights lines done with Web Base Client and SQLite Database.,2022-02-09 5:00:40 PM,
23925,Successfully loaded Ducks lines done with STHS Client - 3.3.1.1,2022-02-09 5:00:52 PM,
23926,Lukas Vejdemo of Jets was sent to pro.,2022-02-09 5:00:52 PM,
23927,Successfully loaded Jets lines done with STHS Client - 3.3.1.1,2022-02-09 5:00:52 PM,
23928,Filip Gustavsson of Hurricanes was sent to pro.,2022-02-09 5:00:52 PM,
23929,Successfully loaded Hurricanes lines done with STHS Client - 3.3.1.1,2022-02-09 5:00:52 PM,
23930,Successfully loaded Kings lines done with STHS Client - 3.3.1.1,2022-02-09 5:00:52 PM,
23931,Sabres roster errors : Not enough Defenseman available in Pro Team! 5 Dressed. 6 Required.
Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.
,2022-02-09 5:00:54 PM,
23932,Auto Roster Partial Function has been run for Sabres.,2022-02-09 5:00:54 PM,
23933,Sabres lines errors : Normal line # 2 Defense #2 is empty.
PP line 2 Defense #2 is empty.
PK line 2 Defense #2 is empty.
4 vs 4 line 2 Defense #2 is empty.
PK3 line 2 Defense #2 is empty.
Extra Defense #1 is empty.
Extra Defense #4 is empty.
Extra Defense #5 is empty.
OT Defense #4 is empty.
,2022-02-09 5:00:54 PM,
23934,Auto Lines Partial Function has been run for Sabres.,2022-02-09 5:00:55 PM,
23935,Panthers roster errors : Not enough Forward available in Pro Team! 11 Dressed. 12 Required.
Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.
,2022-02-09 5:00:55 PM,
23936,Auto Roster Partial Function has been run for Panthers.,2022-02-09 5:00:55 PM,
23937,Panthers lines errors : Normal line # 2 RW is empty.
PP line 2 C is empty.
OT Forward #5 is empty.
,2022-02-09 5:00:55 PM,
23938,Auto Lines Partial Function has been run for Panthers.,2022-02-09 5:00:55 PM,
23939,Capitals roster errors : Not enough Defenseman available in Pro Team! 5 Dressed. 6 Required.
Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.
,2022-02-09 5:00:55 PM,
23940,Kevin Gravel of Capitals was sent to pro.,2022-02-09 5:00:55 PM,
23941,Auto Roster Partial Function has been run for Capitals.,2022-02-09 5:00:55 PM,
23942,Capitals lines errors : Normal line # 1 Defense #1 is empty.
Normal line # 2 RW is empty.
Unknown Player is used twice in normal lines 1 and 2.
Unknown Player is used twice in normal lines 1 and 2.
PK line 1 Defense #1 is empty.
4 vs 4 line 1 Defense #1 is empty.
PK3 line 1 Defense #1 is empty.
PP line 2 RW is empty.
LastMinOff line RW is empty.
LastMinDef line RW is empty.
OT Forward #3 is empty.
,2022-02-09 5:00:55 PM,
23943,Auto Lines Partial Function has been run for Capitals.,2022-02-09 5:00:55 PM,
23944,Vitek Vanecek from Blues injured  (Exhaustion),2022-02-09 5:01:45 PM,
23945,Merrick Madsen from Avalanche injured  (Exhaustion),2022-02-09 5:01:45 PM,
23946,Game 510 - Devan Dubnyk from Senators is injured  (Torn Left Knee Ligaments) and is out for 1 week.,2022-02-09 5:01:45 PM,
23947,Game 511 - Oscar Klefbom from Predators is injured  (Strained Right Knee) and is out for 2 months.,2022-02-09 5:01:46 PM,
23948,Game 513 - Jonas Brodin from Flyers is injured  (Torso) and is out for 3 days.,2022-02-09 5:01:46 PM,
23949,Tyler Wall from Flyers injured  (Exhaustion),2022-02-09 5:01:46 PM,
23950,Game 514 - Jason Demers from Blue Jackets is injured  (Bruised Left Leg) and is out for 1 week.,2022-02-09 5:01:46 PM,
23951,Game 516 - Teddy Blueger from Red Wings is injured  (Bruised Left Leg) and is out for 1 week.,2022-02-09 5:01:46 PM,
23952,Game 518 - Braydon Coburn from Flames is injured  (Left Knee) and is out for 6 days.,2022-02-09 5:01:47 PM,
23953,Game 520 - Morgan Rielly from Ducks is injured  (Strained Right Elbow) and is out for 2 weeks.,2022-02-09 5:01:47 PM,
23954,Farm Game #638 - Game Misconduct to Derrick Pouliot,2022-02-09 5:01:48 PM,
23955,Farm Game #640 - Nick Baptiste from Wolves has scored a Hat Trick!,2022-02-09 5:01:49 PM,
23956,Farm Game #641 - Andrew Agozzino from Stars has scored a Hat Trick!,2022-02-09 5:01:49 PM,
23957,Jack Dougherty from Griffins completes suspension,2022-02-09 5:01:49 PM,
23958,Farm Game #643 - David Gustafsson from Heat has scored a Hat Trick!,2022-02-09 5:01:49 PM,
23959,Farm Game #643 - Joel Kellman from Heat has scored a Hat Trick!,2022-02-09 5:01:49 PM,
23960,Farm Game #645 - Yakov Trenin from Mariners has scored a Hat Trick!,2022-02-09 5:01:49 PM,
23961,Farm Game #645 - Kole Lind from Mariners has scored a Hat Trick!,2022-02-09 5:01:49 PM,
23962,Gulls lines for next game are empty. Current rosters/lines are not erased. But- Ducks lines for next game are NOT empty. Current pro rosters/lines are moved and might impact farm rosters/lines.,2022-02-09 5:01:49 PM,
23963,Bruins lines for next game are empty. Current rosters/lines are not erased. But- Bruins lines for next game are NOT empty. Current pro rosters/lines are moved and might impact farm rosters/lines.,2022-02-09 5:01:49 PM,
23964, Americans lines for next game are empty. Current rosters/lines are not erased. But- Sabres lines for next game are NOT empty. Current pro rosters/lines are moved and might impact farm rosters/lines.,2022-02-09 5:01:49 PM,
23965,Heat lines for next game are empty. Current rosters/lines are not erased. But- Flames lines for next game are NOT empty. Current pro rosters/lines are moved and might impact farm rosters/lines.,2022-02-09 5:01:49 PM,
23966,Hurricanes lines for next game are empty. Current rosters/lines are not erased.,2022-02-09 5:01:49 PM,
23967,IceHogs lines for next game are empty. Current rosters/lines are not erased. But- Blackhawks lines for next game are NOT empty. Current pro rosters/lines are moved and might impact farm rosters/lines.,2022-02-09 5:01:49 PM,
23968,Both Avalanche and Eagles lines for next game are empty. Current rosters/lines are not erased.,2022-02-09 5:01:49 PM,
23969,Stars lines for next game are empty. Current rosters/lines are not erased. But- Stars lines for next game are NOT empty. Current pro rosters/lines are moved and might impact farm rosters/lines.,2022-02-09 5:01:49 PM,
23970,Wild lines for next game are empty. Current rosters/lines are not erased. But- Wild lines for next game are NOT empty. Current pro rosters/lines are moved and might impact farm rosters/lines.,2022-02-09 5:01:49 PM,
23971,Rocket lines for next game are empty. Current rosters/lines are not erased. But- Canadiens lines for next game are NOT empty. Current pro rosters/lines are moved and might impact farm rosters/lines.,2022-02-09 5:01:49 PM,
23972,Wolf Pack lines for next game are empty. Current rosters/lines are not erased.,2022-02-09 5:01:49 PM,
23973,Flyers lines for next game are empty. Current rosters/lines are not erased.,2022-02-09 5:01:49 PM,
23974,Both Blues and Rampage  lines for next game are empty. Current rosters/lines are not erased.,2022-02-09 5:01:49 PM,
23975,Crunch lines for next game are empty. Current rosters/lines are not erased. But- Lightning lines for next game are NOT empty. Current pro rosters/lines are moved and might impact farm rosters/lines.,2022-02-09 5:01:49 PM,
23976,Marlies lines for next game are empty. Current rosters/lines are not erased. But- Maple Leafs lines for next game are NOT empty. Current pro rosters/lines are moved and might impact farm rosters/lines.,2022-02-09 5:01:49 PM,
23977,Both Canucks and Canucks lines for next game are empty. Current rosters/lines are not erased.,2022-02-09 5:01:49 PM,
23978,Both Capitals and Bears lines for next game are empty. Current rosters/lines are not erased.,2022-02-09 5:01:49 PM,
23979,Wolves lines for next game are empty. Current rosters/lines are not erased. But- Golden Knights lines for next game are NOT empty. Current pro rosters/lines are moved and might impact farm rosters/lines.,2022-02-09 5:01:49 PM,
23980,Mariners lines for next game are empty. Current rosters/lines are not erased. But- Kraken lines for next game are NOT empty. Current pro rosters/lines are moved and might impact farm rosters/lines.,2022-02-09 5:01:49 PM,
23981,Mathew Barzal from Islanders is back from Concussion Injury.,2022-02-09 5:01:49 PM,
23982,Nick Schmaltz from Lightning is back from Sprained Left Ankle Injury.,2022-02-09 5:01:49 PM,
23983,Braydon Coburn from Flames is back from Left Knee Injury.,2022-02-09 5:01:49 PM,
23984,Radko Gudas from Stars is back from Strained Left Elbow Injury.,2022-02-09 5:01:49 PM,
23985,Jonas Brodin from Flyers is back from Torso Injury.,2022-02-09 5:01:49 PM,
23986,Avalanche are expected to be under the minimum salary cap by $3-673-055!,2022-02-09 5:01:54 PM,
23987,Stars are expected to be over the salary cap by $1-588-779!,2022-02-09 5:01:55 PM,
23988,Panthers are expected to be under the minimum salary cap by $676-236!,2022-02-09 5:01:56 PM,
23989,Wild are expected to be under the minimum salary cap by $1-606-695!,2022-02-09 5:01:57 PM,
23990,Senators are expected to be under the minimum salary cap by $8-144-776!,2022-02-09 5:01:58 PM,
23991,Penguins are expected to be under the minimum salary cap by $2-218-959!,2022-02-09 5:01:59 PM,
23992,Avalanche are expected to be under the minimum salary cap by $3-673-055!,2022-02-09 5:02:35 PM,
23993,Stars are expected to be over the salary cap by $1-588-779!,2022-02-09 5:02:35 PM,
23994,Panthers are expected to be under the minimum salary cap by $676-236!,2022-02-09 5:02:36 PM,
23995,Wild are expected to be under the minimum salary cap by $1-606-695!,2022-02-09 5:02:37 PM,
23996,Senators are expected to be under the minimum salary cap by $8-144-776!,2022-02-09 5:02:38 PM,
23997,Penguins are expected to be under the minimum salary cap by $2-218-959!,2022-02-09 5:02:38 PM,
23998,Mathieu Joseph of Red Wings was sent to pro.,2022-02-10 4:25:03 PM,
23999,Stars placed Thomas Hickey on waivers.,2022-02-10 4:25:03 PM,
24000,Thomas Hickey of Stars was sent down to farm.,2022-02-10 4:25:35 PM,
24001,Gilles Senn of Senators was sent to pro.,2022-02-10 4:25:35 PM,
24002,Successfully loaded Bruins lines done with Web Base Client and SQLite Database.,2022-02-10 4:25:35 PM,
24003,Successfully loaded Stars lines done with Web Base Client and SQLite Database.,2022-02-10 4:25:36 PM,
24004,Successfully loaded Red Wings lines done with Web Base Client and SQLite Database.,2022-02-10 4:25:36 PM,
24005,Successfully loaded Oilers lines done with Web Base Client and SQLite Database.,2022-02-10 4:25:36 PM,
24006,Successfully loaded Rangers lines done with Web Base Client and SQLite Database.,2022-02-10 4:25:36 PM,
24007,Successfully loaded Senators lines done with Web Base Client and SQLite Database.,2022-02-10 4:25:36 PM,
24008,Successfully loaded Coyotes lines done with Web Base Client and SQLite Database.,2022-02-10 4:25:36 PM,
24009,Successfully loaded Penguins lines done with Web Base Client and SQLite Database.,2022-02-10 4:25:36 PM,
24010,Successfully loaded Golden Knights lines done with Web Base Client and SQLite Database.,2022-02-10 4:25:36 PM,
24011,Logan Stanley of Flames was sent to pro.,2022-02-10 4:25:40 PM,
24012,Successfully loaded Flames lines done with STHS Client - 3.3.1.1,2022-02-10 4:25:40 PM,
24013,Emil Bemstrom of Panthers was sent to pro.,2022-02-10 4:25:40 PM,
24014,Alexander Nylander of Panthers was sent to pro.,2022-02-10 4:25:40 PM,
24015,Jake Oettinger of Panthers was sent to farm.,2022-02-10 4:25:40 PM,
24016,Max Lagace of Panthers was sent to pro.,2022-02-10 4:25:40 PM,
24017,Successfully loaded Panthers lines done with STHS Client - 3.3.1.1,2022-02-10 4:25:40 PM,
24018,Successfully loaded Canadiens lines done with STHS Client - 3.3.0.0,2022-02-10 4:25:41 PM,
24019,Successfully loaded Devils lines done with STHS Client - 3.3.1.1,2022-02-10 4:25:41 PM,
24020,Ducks roster errors : Not enough Defenseman available in Pro Team! 5 Dressed. 6 Required.
Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.
,2022-02-10 4:25:43 PM,
24021,Luke Schenn of Ducks was sent to pro.,2022-02-10 4:25:43 PM,
24022,Auto Roster Partial Function has been run for Ducks.,2022-02-10 4:25:43 PM,
24023,Auto Lines Partial Function has been run for Ducks.,2022-02-10 4:25:43 PM,
24024,Sabres roster errors : Not enough Defenseman available in Pro Team! 5 Dressed. 6 Required.
Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.
,2022-02-10 4:25:43 PM,
24025,Auto Roster Partial Function has been run for Sabres.,2022-02-10 4:25:43 PM,
24026,Sabres lines errors : Normal line # 2 Defense #2 is empty.
PP line 2 Defense #2 is empty.
PK line 2 Defense #2 is empty.
4 vs 4 line 2 Defense #2 is empty.
PK3 line 2 Defense #2 is empty.
Extra Defense #1 is empty.
Extra Defense #4 is empty.
Extra Defense #5 is empty.
OT Defense #4 is empty.
,2022-02-10 4:25:43 PM,
24027,Auto Lines Partial Function has been run for Sabres.,2022-02-10 4:25:43 PM,
24028,Avalanche roster errors : Not enough Goalie available in Pro Team! 1 Dressed. 2 Required.
Some errors will be automatically fixed.
,2022-02-10 4:25:43 PM,
24029,Auto Roster Partial Function has been run for Avalanche.,2022-02-10 4:25:43 PM,
24030,Auto Lines Partial Function has been run for Avalanche.,2022-02-10 4:25:43 PM,
24031,Blue Jackets roster errors : Not enough Defenseman available in Pro Team! 5 Dressed. 6 Required.
Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.
,2022-02-10 4:25:43 PM,
24032,Tommy Cross of Blue Jackets was sent to pro.,2022-02-10 4:25:43 PM,
24033,Auto Roster Partial Function has been run for Blue Jackets.,2022-02-10 4:25:43 PM,
24034,Blue Jackets lines errors : Normal line # 2 Defense #2 is empty.
Normal line # 3 LW is empty.
Normal line # 4 Defense #4 is empty.
Unknown Player is used twice in normal lines 2 and 3.
PP line 2 Defense #2 is empty.
PK line 2 Defense #2 is empty.
4 vs 4 line 2 Defense #2 is empty.
PK3 line 2 Defense #2 is empty.
Extra Defense #0 is empty.
Extra Defense #2 is empty.
OT Defense #4 is empty.
,2022-02-10 4:25:43 PM,
24035,Auto Lines Partial Function has been run for Blue Jackets.,2022-02-10 4:25:43 PM,
24036,Predators roster errors : Not enough Defenseman available in Pro Team! 5 Dressed. 6 Required.
Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.
,2022-02-10 4:25:43 PM,
24037,Auto Roster Partial Function has been run for Predators.,2022-02-10 4:25:43 PM,
24038,Predators lines errors : Normal line # 1 Defense #1 is empty.
Normal line # 4 C is empty.
Normal line # 4 Defense #4 is empty.
Unknown Player is used twice in Normal line #4
PP line 1 Defense #1 is empty.
PK line 1 Defense #1 is empty.
4 vs 4 line 1 Defense #1 is empty.
PK3 line 1 Defense #1 is empty.
LastMinOff line Defense #3 is empty.
LastMinDef line Defense #3 is empty.
Extra Defense #0 is empty.
Extra Defense #1 is empty.
Extra Defense #4 is empty.
OT Forward #10 is empty.
OT Defense #1 is empty.
,2022-02-10 4:25:43 PM,
24039,Auto Lines Partial Function has been run for Predators.,2022-02-10 4:25:43 PM,
24040,Blues roster errors : Not enough Goalie available in Pro Team! 1 Dressed. 2 Required.
Some errors will be automatically fixed.
,2022-02-10 4:25:44 PM,
24041,Auto Roster Partial Function has been run for Blues.,2022-02-10 4:25:44 PM,
24042,Auto Lines Partial Function has been run for Blues.,2022-02-10 4:25:44 PM,
24043,Successfully loaded Bruins lines done with Web Base Client and SQLite Database.,2022-02-10 4:26:55 PM,
24044,Successfully loaded Stars lines done with Web Base Client and SQLite Database.,2022-02-10 4:26:55 PM,
