Number,Transaction,DateTime,Empty
21576,Wild lines for next game are empty. Current rosters/lines are not erased.,2022-01-06 4:50:43 PM,
21577,Admirals lines for next game are empty. Current rosters/lines are not erased.,2022-01-06 4:50:43 PM,
21578,Sound Tigers lines for next game are empty. Current rosters/lines are not erased.,2022-01-06 4:50:43 PM,
21579,Wolf Pack lines for next game are empty. Current rosters/lines are not erased.,2022-01-06 4:50:43 PM,
21580,Senators lines for next game are empty. Current rosters/lines are not erased.,2022-01-06 4:50:43 PM,
21581,Phantoms lines for next game are empty. Current rosters/lines are not erased.,2022-01-06 4:50:43 PM,
21582,Barracudas lines for next game are empty. Current rosters/lines are not erased.,2022-01-06 4:50:43 PM,
21583,Crunch lines for next game are empty. Current rosters/lines are not erased.,2022-01-06 4:50:43 PM,
21584,Canucks lines for next game are empty. Current rosters/lines are not erased. But- Canucks lines for next game are NOT empty. Current pro rosters/lines are moved and might impact farm rosters/lines.,2022-01-06 4:50:43 PM,
21585,Wolves lines for next game are empty. Current rosters/lines are not erased.,2022-01-06 4:50:43 PM,
21586,Mariners lines for next game are empty. Current rosters/lines are not erased. But- Kraken lines for next game are NOT empty. Current pro rosters/lines are moved and might impact farm rosters/lines.,2022-01-06 4:50:43 PM,
21587,Mitch Reinke(Senators) cleared from waivers and was sent to down farm.,2022-01-06 4:50:43 PM,
21588,Joel Kellman(Flames) cleared from waivers and was sent to down farm.,2022-01-06 4:50:43 PM,
21589,Brogan Rafferty from Panthers is back from Bruised Left Foot Injury.,2022-01-06 4:50:43 PM,
21590,Evander Kane from Lightning is back from Fractured Right Foot Injury.,2022-01-06 4:50:43 PM,
21591,Nicklas Backstrom from Golden Knights is back from Sprained Left Ankle Injury.,2022-01-06 4:50:43 PM,
21592,Matthew Nieto from Flames is back from Right Hip Injury.,2022-01-06 4:50:43 PM,
21593,Michael Hutchinson from Flyers is back from Exhaustion.,2022-01-06 4:50:43 PM,
21594,Vitek Vanecek from Blues is back from Exhaustion.,2022-01-06 4:50:43 PM,
21595,Sabres are expected to be over the salary cap by $165-770!,2022-01-06 4:50:54 PM,
21596,Avalanche are expected to be under the minimum salary cap by $1-178-760!,2022-01-06 4:50:55 PM,
21597,Wild are expected to be under the minimum salary cap by $11-129-232!,2022-01-06 4:51:00 PM,
21598,Flyers are expected to be over the salary cap by $439-569!,2022-01-06 4:51:01 PM,
21599,Sabres are expected to be over the salary cap by $165-770!,2022-01-06 4:51:50 PM,
21600,Avalanche are expected to be under the minimum salary cap by $1-178-760!,2022-01-06 4:51:50 PM,
21601,Wild are expected to be under the minimum salary cap by $11-129-232!,2022-01-06 4:51:51 PM,
21602,Flyers are expected to be over the salary cap by $439-569!,2022-01-06 4:51:52 PM,
21603,Your STHS V3 subscription will expire in 1 days.,2022-01-06 4:52:14 PM,
21604,Your STHS V3 subscription will expire in 1 days.,2022-01-06 4:52:24 PM,
21605,Your STHS V3 subscription will expire in 1 days.,2022-01-06 4:53:40 PM,
21606,Red Wings show interest in Boo Nieves from waiver.,2022-01-08 9:04:08 AM,
21607,Liam Foudy of Golden Knights was sent to pro.,2022-01-08 9:04:31 AM,
21608,Barrett Hayton of Maple Leafs was sent to pro.,2022-01-08 9:04:31 AM,
21609,Joshua Norris of Oilers was sent to pro.,2022-01-08 9:04:31 AM,
21610,Givani Smith of Oilers was sent down to farm.,2022-01-08 9:04:31 AM,
21611,Vitaly Kravtsov of Golden Knights was sent down to farm.,2022-01-08 9:04:31 AM,
21612,Successfully loaded Red Wings lines done with Web Base Client and SQLite Database.,2022-01-08 9:04:31 AM,
21613,Successfully loaded Oilers lines done with Web Base Client and SQLite Database.,2022-01-08 9:04:31 AM,
21614,Successfully loaded Maple Leafs lines done with Web Base Client and SQLite Database.,2022-01-08 9:04:31 AM,
21615,Successfully loaded Golden Knights lines done with Web Base Client and SQLite Database.,2022-01-08 9:04:31 AM,
21616,David Gustafsson of Flames was sent down to farm.,2022-01-08 9:04:33 AM,
21617,Successfully loaded Flames lines done with STHS Client - 3.3.1.1,2022-01-08 9:04:33 AM,
21618,Successfully loaded Penguins lines done with STHS Client - 3.3.1.1,2022-01-08 9:04:34 AM,
21619,Flyers roster errors : Not enough Goalie available in Pro Team! 1 Dressed. 2 Required.
Some errors will be automatically fixed.
,2022-01-08 9:04:35 AM,
21620,Auto Roster Partial Function has been run for Flyers.,2022-01-08 9:04:35 AM,
21621,Flyers lines errors : Normal line # 4 LW is empty.
Normal line # 4 RW is empty.
Unknown Player is used twice in Normal line #4
Starting Goalie is empty.
,2022-01-08 9:04:35 AM,
21622,Auto Lines Partial Function has been run for Flyers.,2022-01-08 9:04:35 AM,
21623,Lightning lines errors : Normal line # 3 Defense #3 is empty.
PK line 2 Defense #2 is empty.
PK3 line 2 Defense #2 is empty.
Extra Defense #5 is empty.
,2022-01-08 9:04:35 AM,
21624,Auto Lines Partial Function has been run for Lightning.,2022-01-08 9:04:35 AM,
21625,Pro Game #248 - Tyler Toffoli from Maple Leafs has scored a Hat Trick!,2022-01-08 9:04:43 AM,
21626,Game 249 - Kurtis MacDermid from Penguins is injured  (Sprained Right Ankle) and is out for 2 days.,2022-01-08 9:04:43 AM,
21627,Game 250 - Ryan Dzingel from Predators is injured  (Broken Left Thumb) and is out for 3 weeks.,2022-01-08 9:04:43 AM,
21628,Game 251 - Joel Kiviranta from Devils is injured  (Sports Hernia) and is out for 2 weeks.,2022-01-08 9:04:43 AM,
21629,Game 251 - Max Jones from Panthers is injured  (Strained Right Elbow) and is out for 1 week.,2022-01-08 9:04:43 AM,
21630,Pro Game #253 - Game Misconduct to Vladimir Tarasenko,2022-01-08 9:04:43 AM,
21631,Game 254 - Scott Wedgewood from Wild is injured  (Bruised Right Leg) and is out for 2 weeks.,2022-01-08 9:04:43 AM,
21632,Game 255 - Erik Gudbranson from Jets is injured  (Fractured Bone in Right Hand) and is out for 3 weeks.,2022-01-08 9:04:43 AM,
21633,Pro Game #257 - Patrik Laine from Red Wings has scored a Hat Trick!,2022-01-08 9:04:44 AM,
21634,Farm Game #333 - Lukas Vejdemo from Moose has scored a Hat Trick!,2022-01-08 9:04:44 AM,
21635,Farm Game #334 - Ryan Fitzgerald from  Americans has scored a Hat Trick!,2022-01-08 9:04:44 AM,
21636,Farm Game #335 - Gabriel Gagne from Penguins has scored a Hat Trick!,2022-01-08 9:04:44 AM,
21637,Farm Game #337 - Dominic Toninato from Condors has scored a Hat Trick!,2022-01-08 9:04:44 AM,
21638,Farm Game #337 - Luke Kunin from Condors has scored a Hat Trick!,2022-01-08 9:04:44 AM,
21639,Farm Game #340 - Troy Terry from Checkers has scored a Hat Trick!,2022-01-08 9:04:45 AM,
21640,Gulls lines for next game are empty. Current rosters/lines are not erased. But- Ducks lines for next game are NOT empty. Current pro rosters/lines are moved and might impact farm rosters/lines.,2022-01-08 9:04:45 AM,
21641,Bruins lines for next game are empty. Current rosters/lines are not erased.,2022-01-08 9:04:45 AM,
21642,Both Sabres and  Americans lines for next game are empty. Current rosters/lines are not erased.,2022-01-08 9:04:45 AM,
21643,Heat lines for next game are empty. Current rosters/lines are not erased. But- Flames lines for next game are NOT empty. Current pro rosters/lines are moved and might impact farm rosters/lines.,2022-01-08 9:04:45 AM,
21644,Both Hurricanes and Checkers lines for next game are empty. Current rosters/lines are not erased.,2022-01-08 9:04:45 AM,
21645,IceHogs lines for next game are empty. Current rosters/lines are not erased.,2022-01-08 9:04:45 AM,
21646,Stars lines for next game are empty. Current rosters/lines are not erased. But- Stars lines for next game are NOT empty. Current pro rosters/lines are moved and might impact farm rosters/lines.,2022-01-08 9:04:45 AM,
21647,Condors lines for next game are empty. Current rosters/lines are not erased. But- Oilers lines for next game are NOT empty. Current pro rosters/lines are moved and might impact farm rosters/lines.,2022-01-08 9:04:45 AM,
21648,Thunderbirds lines for next game are empty. Current rosters/lines are not erased. But- Panthers lines for next game are NOT empty. Current pro rosters/lines are moved and might impact farm rosters/lines.,2022-01-08 9:04:45 AM,
21649,Reign lines for next game are empty. Current rosters/lines are not erased.,2022-01-08 9:04:45 AM,
21650,Rocket lines for next game are empty. Current rosters/lines are not erased. But- Canadiens lines for next game are NOT empty. Current pro rosters/lines are moved and might impact farm rosters/lines.,2022-01-08 9:04:45 AM,
21651,Comets lines for next game are empty. Current rosters/lines are not erased. But- Devils lines for next game are NOT empty. Current pro rosters/lines are moved and might impact farm rosters/lines.,2022-01-08 9:04:45 AM,
21652,Both Flyers and Phantoms lines for next game are empty. Current rosters/lines are not erased.,2022-01-08 9:04:45 AM,
21653,Roadrunners lines for next game are empty. Current rosters/lines are not erased. But- Coyotes lines for next game are NOT empty. Current pro rosters/lines are moved and might impact farm rosters/lines.,2022-01-08 9:04:45 AM,
21654,Both Penguins and Penguins lines for next game are empty. Current rosters/lines are not erased.,2022-01-08 9:04:45 AM,
21655,Rampage  lines for next game are empty. Current rosters/lines are not erased. But- Blues lines for next game are NOT empty. Current pro rosters/lines are moved and might impact farm rosters/lines.,2022-01-08 9:04:45 AM,
21656,Sharks lines for next game are empty. Current rosters/lines are not erased.,2022-01-08 9:04:45 AM,
21657,Crunch lines for next game are empty. Current rosters/lines are not erased. But- Lightning lines for next game are NOT empty. Current pro rosters/lines are moved and might impact farm rosters/lines.,2022-01-08 9:04:45 AM,
21658,Marlies lines for next game are empty. Current rosters/lines are not erased. But- Maple Leafs lines for next game are NOT empty. Current pro rosters/lines are moved and might impact farm rosters/lines.,2022-01-08 9:04:45 AM,
21659,Canucks lines for next game are empty. Current rosters/lines are not erased.,2022-01-08 9:04:45 AM,
21660,Bears lines for next game are empty. Current rosters/lines are not erased.,2022-01-08 9:04:45 AM,
21661,Christopher Gibson(Penguins) cleared from waivers and was sent down to farm.,2022-01-08 9:04:45 AM,
21662,Red Wings claimed Boo Nieves from waivers by Ducks for $1-000-000.,2022-01-08 9:04:45 AM,
21663,Boo Nieves was added to Red Wings.,2022-01-08 9:04:45 AM,
21664,Tim Stutzle from Wild is back from Strained Right Elbow Injury.,2022-01-08 9:04:45 AM,
21665,Kurtis MacDermid from Penguins is back from Sprained Right Ankle Injury.,2022-01-08 9:04:45 AM,
21666,Ondrej Kase from Wild is back from Fractured Left Foot Injury.,2022-01-08 9:04:45 AM,
21667,Logan O'Connor from Canucks is back from Separated Left Shoulder Injury.,2022-01-08 9:04:45 AM,
21668,Sabres are expected to be over the salary cap by $165-770!,2022-01-08 9:04:52 AM,
21669,Avalanche are expected to be under the minimum salary cap by $1-178-760!,2022-01-08 9:04:53 AM,
21670,Wild are expected to be under the minimum salary cap by $8-029-393!,2022-01-08 9:04:53 AM,
21671,Flyers are expected to be over the salary cap by $439-569!,2022-01-08 9:04:54 AM,
21672,Sabres are expected to be over the salary cap by $165-770!,2022-01-08 9:05:47 AM,
21673,Avalanche are expected to be under the minimum salary cap by $1-178-760!,2022-01-08 9:05:47 AM,
21674,Wild are expected to be under the minimum salary cap by $8-029-393!,2022-01-08 9:05:48 AM,
21675,Flyers are expected to be over the salary cap by $439-569!,2022-01-08 9:05:48 AM,
21676,Barrett Hayton of Maple Leafs was sent down to farm.,2022-01-08 7:17:51 PM,
21677,Joshua Norris of Oilers was sent down to farm.,2022-01-08 7:17:51 PM,
21678,Givani Smith of Oilers was sent to pro.,2022-01-08 7:17:51 PM,
21679,Successfully loaded Predators lines done with Web Base Client and SQLite Database.,2022-01-08 7:17:51 PM,
21680,Successfully loaded Maple Leafs lines done with Web Base Client and SQLite Database.,2022-01-08 7:17:51 PM,
21681,Successfully loaded Jets lines done with STHS Client - 3.3.1.1,2022-01-08 7:17:53 PM,
21682,Game 260 - Aaron Dell from Avalanche is injured  (Separated Left Shoulder) and is out for 3 weeks.,2022-01-08 7:17:59 PM,
21683,Game 260 - Brett Pesce from Avalanche is injured  (Right Ankle) and is out for 1 month.,2022-01-08 7:17:59 PM,
21684,New Record for Team's Most Shots (49) in 1 Game for Kraken!,2022-01-08 7:17:59 PM,
21685,Farm Game #342 - Lukas Jasek from Monsters has scored a Hat Trick!,2022-01-08 7:17:59 PM,
21686,Farm Game #343 - Stefan Matteau from Admirals has scored a Hat Trick!,2022-01-08 7:17:59 PM,
21687,Farm Game #345 - Morgan Geekie from Wolves has scored a Hat Trick!,2022-01-08 7:18:00 PM,
21688,Gulls lines for next game are empty. Current rosters/lines are not erased.,2022-01-08 7:18:01 PM,
21689,IceHogs lines for next game are empty. Current rosters/lines are not erased.,2022-01-08 7:18:01 PM,
21690,Eagles lines for next game are empty. Current rosters/lines are not erased. But- Avalanche lines for next game are NOT empty. Current pro rosters/lines are moved and might impact farm rosters/lines.,2022-01-08 7:18:01 PM,
21691,Monsters lines for next game are empty. Current rosters/lines are not erased.,2022-01-08 7:18:01 PM,
21692,Condors lines for next game are empty. Current rosters/lines are not erased.,2022-01-08 7:18:01 PM,
21693,Reign lines for next game are empty. Current rosters/lines are not erased.,2022-01-08 7:18:01 PM,
21694,Wild lines for next game are empty. Current rosters/lines are not erased.,2022-01-08 7:18:01 PM,
21695,Admirals lines for next game are empty. Current rosters/lines are not erased.,2022-01-08 7:18:01 PM,
21696,Comets lines for next game are empty. Current rosters/lines are not erased.,2022-01-08 7:18:01 PM,
21697,Sound Tigers lines for next game are empty. Current rosters/lines are not erased.,2022-01-08 7:18:01 PM,
21698,Wolf Pack lines for next game are empty. Current rosters/lines are not erased.,2022-01-08 7:18:01 PM,
21699,Senators lines for next game are empty. Current rosters/lines are not erased.,2022-01-08 7:18:01 PM,
21700,Penguins lines for next game are empty. Current rosters/lines are not erased.,2022-01-08 7:18:01 PM,
21701,Barracudas lines for next game are empty. Current rosters/lines are not erased.,2022-01-08 7:18:01 PM,
21702,Wolves lines for next game are empty. Current rosters/lines are not erased.,2022-01-08 7:18:01 PM,
21703,Mariners lines for next game are empty. Current rosters/lines are not erased. But- Kraken lines for next game are NOT empty. Current pro rosters/lines are moved and might impact farm rosters/lines.,2022-01-08 7:18:01 PM,
21704,Reilly Smith from Predators is back from Broken Left Thumb Injury.,2022-01-08 7:18:01 PM,
21705,Sabres are expected to be over the salary cap by $165-770!,2022-01-08 7:18:05 PM,
21706,There's not enough Goalie players to make a roster for Avalanche.
,2022-01-08 7:18:06 PM,
21707,Avalanche are expected to be under the minimum salary cap by $5-530-590!,2022-01-08 7:18:06 PM,
21708,Wild are expected to be under the minimum salary cap by $8-029-393!,2022-01-08 7:18:07 PM,
21709,Flyers are expected to be over the salary cap by $439-569!,2022-01-08 7:18:07 PM,
21710,TRADE : From Lightning to Bruins : William Lagesson (61).,2022-01-08 7:18:48 PM,
21711,TRADE : From Bruins to Lightning : Robert Orr (P).,2022-01-08 7:18:48 PM,
21712,Sabres are expected to be over the salary cap by $165-770!,2022-01-08 7:19:13 PM,
21713,There's not enough Goalie players to make a roster for Avalanche.
,2022-01-08 7:19:15 PM,
21714,Avalanche are expected to be under the minimum salary cap by $5-530-590!,2022-01-08 7:19:16 PM,
21715,Wild are expected to be under the minimum salary cap by $8-029-393!,2022-01-08 7:19:16 PM,
21716,Flyers are expected to be over the salary cap by $439-569!,2022-01-08 7:19:17 PM,
21717,Riley Stillman of Lightning was sent to pro.,2022-01-09 6:29:15 PM,
21718,Noah Hanifin of Oilers was sent to pro.,2022-01-09 6:29:15 PM,
21719,Joshua Norris of Oilers was sent to pro.,2022-01-09 6:29:15 PM,
21720,Jeremy Lauzon of Oilers was sent down to farm.,2022-01-09 6:29:15 PM,
21721,Givani Smith of Oilers was sent down to farm.,2022-01-09 6:29:15 PM,
21722,Successfully loaded Stars lines done with Web Base Client and SQLite Database.,2022-01-09 6:29:15 PM,
21723,Successfully loaded Red Wings lines done with Web Base Client and SQLite Database.,2022-01-09 6:29:16 PM,
21724,Successfully loaded Oilers lines done with Web Base Client and SQLite Database.,2022-01-09 6:29:16 PM,
21725,Successfully loaded Lightning lines done with Web Base Client and SQLite Database.,2022-01-09 6:29:16 PM,
21726,Successfully loaded Maple Leafs lines done with Web Base Client and SQLite Database.,2022-01-09 6:29:16 PM,
21727,Sam Steel of Panthers was sent to pro.,2022-01-09 6:29:24 PM,
21728,Successfully loaded Panthers lines done with STHS Client - 3.3.1.1,2022-01-09 6:29:24 PM,
21729,Mike Condon of Wild was sent to pro.,2022-01-09 6:29:24 PM,
21730,Successfully loaded Wild lines done with STHS Client - 3.3.1.1,2022-01-09 6:29:24 PM,
21731,Kyle Criscuolo of Devils was sent to pro.,2022-01-09 6:29:24 PM,
21732,Successfully loaded Devils lines done with STHS Client - 3.3.1.1,2022-01-09 6:29:24 PM,
21733,Capitals roster errors : Not enough Right Wings available in Pro Team! 3 Dressed. 4 Required.
Not enough Forward available in Pro Team! 11 Dressed. 12 Required.
Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.
,2022-01-09 6:29:34 PM,
21734,Auto Roster Partial Function has been run for Capitals.,2022-01-09 6:29:34 PM,
21735,Capitals lines errors : Normal line # 2 RW is empty.
Normal line # 3 RW is empty.
Normal line # 4 LW is empty.
Normal line # 4 RW is empty.
Unknown Player is used twice in Normal line #4
Unknown Player is used twice in normal lines 2 and 3.
PK line 1 C is empty.
PP line 2 RW is empty.
LastMinOff line LW is empty.
LastMinDef line LW is empty.
Extra Forward #0 is empty.
Extra Forward #3 is empty.
Penalty Shot Player #3 is empty.
OT Forward #3 is empty.
OT Forward #7 is empty.
Unknown Player is used twice in OT Forward
,2022-01-09 6:29:34 PM,
21736,Auto Lines Partial Function has been run for Capitals.,2022-01-09 6:29:34 PM,
21737,Game 264 - Adam Brooks from Wild is injured  (Sprained Left Knee) and is out for 6 days.,2022-01-09 6:29:41 PM,
21738,Game 264 - Tyler Seguin from Panthers is injured  (Severed Left Wrist Tendons) and is out for 1 month.,2022-01-09 6:29:41 PM,
21739,Game 266 - Connor Murphy from Canadiens is injured  (Sore Right Knee) and is out for 6 days.,2022-01-09 6:29:41 PM,
21740,Game 269 - Travis Konecny from Blues is injured  (Right Hand) and is out for 1 week.,2022-01-09 6:29:41 PM,
21741,Game 271 - Alex Chiasson from Blackhawks is injured  (Back Spasms) and is out for 1 week.,2022-01-09 6:29:42 PM,
21742,Farm Game #352 - Nick Moutrey from Senators has scored a Hat Trick!,2022-01-09 6:29:42 PM,
21743,Farm Game #356 - Game Misconduct to Keaton Middleton,2022-01-09 6:29:43 PM,
21744,Farm Game #358 - Mathieu Olivier from Heat has scored a Hat Trick!,2022-01-09 6:29:43 PM,
21745, Americans lines for next game are empty. Current rosters/lines are not erased.,2022-01-09 6:29:43 PM,
21746,Heat lines for next game are empty. Current rosters/lines are not erased. But- Flames lines for next game are NOT empty. Current pro rosters/lines are moved and might impact farm rosters/lines.,2022-01-09 6:29:43 PM,
21747,Both Hurricanes and Checkers lines for next game are empty. Current rosters/lines are not erased.,2022-01-09 6:29:43 PM,
21748,Eagles lines for next game are empty. Current rosters/lines are not erased.,2022-01-09 6:29:43 PM,
21749,Stars lines for next game are empty. Current rosters/lines are not erased. But- Stars lines for next game are NOT empty. Current pro rosters/lines are moved and might impact farm rosters/lines.,2022-01-09 6:29:43 PM,
21750,Wild lines for next game are empty. Current rosters/lines are not erased. But- Wild lines for next game are NOT empty. Current pro rosters/lines are moved and might impact farm rosters/lines.,2022-01-09 6:29:43 PM,
21751,Rocket lines for next game are empty. Current rosters/lines are not erased. But- Canadiens lines for next game are NOT empty. Current pro rosters/lines are moved and might impact farm rosters/lines.,2022-01-09 6:29:43 PM,
21752,Islanders lines for next game are empty. Current rosters/lines are not erased.,2022-01-09 6:29:43 PM,
21753,Wolf Pack lines for next game are empty. Current rosters/lines are not erased. But- Rangers lines for next game are NOT empty. Current pro rosters/lines are moved and might impact farm rosters/lines.,2022-01-09 6:29:43 PM,
21754,Senators lines for next game are empty. Current rosters/lines are not erased. But- Senators lines for next game are NOT empty. Current pro rosters/lines are moved and might impact farm rosters/lines.,2022-01-09 6:29:43 PM,
21755,Both Flyers and Phantoms lines for next game are empty. Current rosters/lines are not erased.,2022-01-09 6:29:43 PM,
21756,Roadrunners lines for next game are empty. Current rosters/lines are not erased. But- Coyotes lines for next game are NOT empty. Current pro rosters/lines are moved and might impact farm rosters/lines.,2022-01-09 6:29:43 PM,
21757,Penguins lines for next game are empty. Current rosters/lines are not erased.,2022-01-09 6:29:43 PM,
21758,Rampage  lines for next game are empty. Current rosters/lines are not erased. But- Blues lines for next game are NOT empty. Current pro rosters/lines are moved and might impact farm rosters/lines.,2022-01-09 6:29:43 PM,
21759,Both Sharks and Barracudas lines for next game are empty. Current rosters/lines are not erased.,2022-01-09 6:29:43 PM,
21760,Crunch lines for next game are empty. Current rosters/lines are not erased. But- Lightning lines for next game are NOT empty. Current pro rosters/lines are moved and might impact farm rosters/lines.,2022-01-09 6:29:43 PM,
21761,Marlies lines for next game are empty. Current rosters/lines are not erased. But- Maple Leafs lines for next game are NOT empty. Current pro rosters/lines are moved and might impact farm rosters/lines.,2022-01-09 6:29:43 PM,
21762,Canucks lines for next game are empty. Current rosters/lines are not erased.,2022-01-09 6:29:43 PM,
21763,Bears lines for next game are empty. Current rosters/lines are not erased. But- Capitals lines for next game are NOT empty. Current pro rosters/lines are moved and might impact farm rosters/lines.,2022-01-09 6:29:43 PM,
21764,Mariners lines for next game are empty. Current rosters/lines are not erased.,2022-01-09 6:29:43 PM,
21765,Brady Skjei from Flames is back from Right Hand Injury.,2022-01-09 6:29:43 PM,
21766,Adam Brooks from Wild is back from Sprained Left Knee Injury.,2022-01-09 6:29:43 PM,
21767,Connor Murphy from Canadiens is back from Sore Right Knee Injury.,2022-01-09 6:29:43 PM,
21768,Sabres are expected to be over the salary cap by $165-770!,2022-01-09 6:29:47 PM,
21769,There's not enough Goalie players to make a roster for Avalanche.
,2022-01-09 6:29:48 PM,
21770,Avalanche are expected to be under the minimum salary cap by $5-530-590!,2022-01-09 6:29:49 PM,
21771,Panthers are expected to be under the minimum salary cap by $4-738-690!,2022-01-09 6:29:49 PM,
21772,Wild are expected to be under the minimum salary cap by $7-445-636!,2022-01-09 6:29:50 PM,
21773,Flyers are expected to be over the salary cap by $439-569!,2022-01-09 6:29:51 PM,
21774,Sabres are expected to be over the salary cap by $165-770!,2022-01-09 6:30:26 PM,
21775,There's not enough Goalie players to make a roster for Avalanche.
,2022-01-09 6:30:27 PM,
21776,Avalanche are expected to be under the minimum salary cap by $5-530-590!,2022-01-09 6:30:27 PM,
21777,Panthers are expected to be under the minimum salary cap by $4-738-690!,2022-01-09 6:30:28 PM,
21778,Wild are expected to be under the minimum salary cap by $7-445-636!,2022-01-09 6:30:29 PM,
21779,Flyers are expected to be over the salary cap by $439-569!,2022-01-09 6:30:30 PM,
21780,There's not enough Goalie players to make a roster for Avalanche.
,2022-01-09 6:31:01 PM,
21781,Avalanche are expected to be under the minimum salary cap by $5-530-590!,2022-01-09 6:31:02 PM,
21782,Merrick Madsen was added to Avalanche.,2022-01-09 6:34:05 PM,
21783,Merrick Madsen has been deleted from Avalanche.,2022-01-09 6:34:16 PM,
21784,Sabres are expected to be over the salary cap by $165-770!,2022-01-09 6:34:24 PM,
21785,Avalanche are expected to be under the minimum salary cap by $5-530-590!,2022-01-09 6:34:24 PM,
21786,Panthers are expected to be under the minimum salary cap by $4-738-690!,2022-01-09 6:34:25 PM,
21787,Wild are expected to be under the minimum salary cap by $7-445-636!,2022-01-09 6:34:25 PM,
21788,Flyers are expected to be over the salary cap by $439-569!,2022-01-09 6:34:26 PM,
21789,Liam Foudy of Golden Knights was sent down to farm.,2022-01-10 4:50:50 PM,
21790,Noah Hanifin of Oilers was sent down to farm.,2022-01-10 4:50:50 PM,
21791,Joshua Norris of Oilers was sent down to farm.,2022-01-10 4:50:50 PM,
21792,Jeremy Lauzon of Oilers was sent to pro.,2022-01-10 4:50:50 PM,
21793,Givani Smith of Oilers was sent to pro.,2022-01-10 4:50:50 PM,
21794,Successfully loaded Stars lines done with Web Base Client and SQLite Database.,2022-01-10 4:50:50 PM,
21795,Successfully loaded Senators lines done with Web Base Client and SQLite Database.,2022-01-10 4:50:51 PM,
21796,Successfully loaded Lightning lines done with Web Base Client and SQLite Database.,2022-01-10 4:50:51 PM,
21797,Successfully loaded Maple Leafs lines done with Web Base Client and SQLite Database.,2022-01-10 4:50:51 PM,
21798,Successfully loaded Golden Knights lines done with Web Base Client and SQLite Database.,2022-01-10 4:50:51 PM,
21799,Lucas Carlsson of Panthers was sent down to farm.,2022-01-10 4:50:57 PM,
21800,Josh Leivo of Panthers was sent to pro.,2022-01-10 4:50:57 PM,
21801,Successfully loaded Panthers lines done with STHS Client - 3.3.1.1,2022-01-10 4:50:57 PM,
21802,Successfully loaded Canadiens lines done with STHS Client - 3.3.0.0,2022-01-10 4:50:57 PM,
21803,Successfully loaded Penguins lines done with STHS Client - 3.3.1.1,2022-01-10 4:50:57 PM,
21804,Blackhawks roster errors : Not enough Forward available in Pro Team! 11 Dressed. 12 Required.
Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.
,2022-01-10 4:51:00 PM,
21805,Otto Somppi of Blackhawks was sent to pro.,2022-01-10 4:51:00 PM,
21806,Auto Roster Partial Function has been run for Blackhawks.,2022-01-10 4:51:00 PM,
21807,Auto Lines Partial Function has been run for Blackhawks.,2022-01-10 4:51:01 PM,
21808,Wild roster errors : Not enough Forward available in Pro Team! 11 Dressed. 12 Required.
Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.
,2022-01-10 4:51:01 PM,
21809,Auto Roster Partial Function has been run for Wild.,2022-01-10 4:51:01 PM,
21810,Auto Lines Partial Function has been run for Wild.,2022-01-10 4:51:01 PM,
21811,Capitals roster errors : Not enough Right Wings available in Pro Team! 3 Dressed. 4 Required.
Not enough Forward available in Pro Team! 11 Dressed. 12 Required.
Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.
,2022-01-10 4:51:01 PM,
21812,Auto Roster Partial Function has been run for Capitals.,2022-01-10 4:51:01 PM,
21813,Capitals lines errors : Normal line # 2 RW is empty.
Normal line # 3 RW is empty.
Normal line # 4 LW is empty.
Normal line # 4 RW is empty.
Unknown Player is used twice in Normal line #4
Unknown Player is used twice in normal lines 2 and 3.
PK line 1 C is empty.
PP line 2 RW is empty.
LastMinOff line LW is empty.
LastMinDef line LW is empty.
Extra Forward #0 is empty.
Extra Forward #3 is empty.
Penalty Shot Player #3 is empty.
OT Forward #3 is empty.
OT Forward #7 is empty.
Unknown Player is used twice in OT Forward
,2022-01-10 4:51:01 PM,
21814,Auto Lines Partial Function has been run for Capitals.,2022-01-10 4:51:01 PM,
21815,Claude Giroux from Flames is injured from Exhaustion.,2022-01-10 4:51:15 PM,
21816,Game 280 - Christian Fischer from Coyotes is injured  (Right Leg) and is out for 1 week.,2022-01-10 4:51:15 PM,
21817,Pro Game #280 - Nathan MacKinnon from Kings has scored a Hat Trick!,2022-01-10 4:51:15 PM,
21818,Farm Game #360 - Greg Carey from Admirals has scored a Hat Trick!,2022-01-10 4:51:15 PM,
21819,Farm Game #362 - Jaycob Megna from Bruins has scored a Hat Trick!,2022-01-10 4:51:16 PM,
21820,Farm Game #362 - Nathan Walker from Bruins has scored a Hat Trick!,2022-01-10 4:51:16 PM,
21821,Farm Game #364 - Lukas Vejdemo from Moose has scored a Hat Trick!,2022-01-10 4:51:16 PM,
21822,Farm Game #365 - Cameron Hughes from Gulls has scored a Hat Trick!,2022-01-10 4:51:16 PM,
21823,Gulls lines for next game are empty. Current rosters/lines are not erased.,2022-01-10 4:51:16 PM,
21824,Bruins lines for next game are empty. Current rosters/lines are not erased. But- Bruins lines for next game are NOT empty. Current pro rosters/lines are moved and might impact farm rosters/lines.,2022-01-10 4:51:16 PM,
