Number,Transaction
21608,[2016-01-09 7:44:43 PM] - Successfully loaded Coyotes lines done with STHS Client - 2.3.1.1
21609,[2016-01-09 7:44:58 PM] - Flames roster errors : Not enough Defenseman available in Pro Team! 5 Dressed. 6 Required.
Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.

21610,[2016-01-09 7:44:58 PM] - Tyler Wotherspoon of Flames was sent to pro.
21611,[2016-01-09 7:44:58 PM] - Auto Roster Partial Function has been run for Flames.
21612,[2016-01-09 7:44:58 PM] - Flames lines errors : Normal line # 3 Defense #3 is empty.

21613,[2016-01-09 7:44:59 PM] - Auto Lines Partial Function has been run for Flames.
21614,[2016-01-09 7:44:59 PM] - Stars roster errors : Not enough Defenseman available in Pro Team! 5 Dressed. 6 Required.
Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.

21615,[2016-01-09 7:44:59 PM] - Auto Roster Partial Function has been run for Stars.
21616,[2016-01-09 7:44:59 PM] - Stars roster errors : Not enough Defenseman available in Pro Team! 5 Dressed. 6 Required.
Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.

21617,[2016-01-09 7:44:59 PM] - Kings roster errors : Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.

21618,[2016-01-09 7:44:59 PM] - Auto Roster Partial Function has been run for Kings.
21619,[2016-01-09 7:44:59 PM] - Kings lines errors : Normal line # 3 C is empty.
Penalty Shot Player #5 is empty.

21620,[2016-01-09 7:44:59 PM] - Auto Lines Partial Function has been run for Kings.
21621,[2016-01-09 7:44:59 PM] - Reign (Kings) lines errors : Goalie 'Minimum # of Goals before Remove from Game' is incorrect.
Goalie 'Save PCT Under before Remove from Game' is incorrect.
Goalie 'When to remove the goalies from goal if trailing by 1 in third period (In second)' is incorrect.

21622,[2016-01-09 7:44:59 PM] - Auto Lines Farm Function has been run for Reign.
21623,[2016-01-09 7:44:59 PM] - Admirals (Predators) lines errors : Goalie 'Minimum # of Goals before Remove from Game' is incorrect.
Goalie 'Save PCT Under before Remove from Game' is incorrect.
Goalie 'When to remove the goalies from goal if trailing by 1 in third period (In second)' is incorrect.

21624,[2016-01-09 7:44:59 PM] - Auto Lines Farm Function has been run for Admirals.
21625,[2016-01-09 7:44:59 PM] - Penguins (Penguins) lines errors : Goalie 'Minimum # of Goals before Remove from Game' is incorrect.
Goalie 'Save PCT Under before Remove from Game' is incorrect.
Goalie 'When to remove the goalies from goal if trailing by 1 in third period (In second)' is incorrect.

21626,[2016-01-09 7:44:59 PM] - Auto Lines Farm Function has been run for Penguins.
21627,[2016-01-09 7:45:39 PM] - Stars roster errors : Not enough Defenseman available in Pro Team! 5 Dressed. 6 Required.
Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.

21628,[2016-01-09 7:45:58 PM] - Ben Chiarot of Stars was sent to pro.
21629,[2016-01-09 7:47:12 PM] - Brian Dumoulin from Phantoms has scored a Hat Trick!
21630,[2016-01-09 7:47:12 PM] - Dennis Everberg from Bruins has scored a Hat Trick!
21631,[2016-01-09 7:47:13 PM] - Eric Boulton from Griffins has scored a Hat Trick!
21632,[2016-01-09 7:47:13 PM] - Stanislav Galiev from Senators has scored a Hat Trick!
21633,[2016-01-09 7:47:13 PM] - Colby Robak from Senators has scored a Hat Trick!
21634,[2016-01-09 7:47:13 PM] - Brett Connolly from Gulls has scored a Hat Trick!
21635,[2016-01-09 7:47:14 PM] - Game 558 - Jake Muzzin from Capitals is injured  (Torn Right Knee Ligaments) and is out for 1 week.
21636,[2016-01-09 7:47:14 PM] - Claude Giroux from Blues has scored a Hat Trick!
21637,[2016-01-09 7:47:14 PM] - Game 561 - Zach Parise from Stars is injured  (Sprained Right Knee) and is out for 3 months.
21638,[2016-01-09 7:47:14 PM] - Mark Borowiecki from Stars completes suspension
21639,[2016-01-09 7:47:14 PM] - Game 562 - Jonas Brodin from Flames is injured  (Back) and is out for 2 weeks.
21640,[2016-01-09 7:47:14 PM] - Game 562 - Mark Giordano from Flames is injured  (Chest/Ribs) and is out for 2 months.
21641,[2016-01-09 7:47:14 PM] - Game 563 - Kevin Hayes from Ducks is injured  (Lower Body) and is out for 1 days.
21642,[2016-01-09 7:47:14 PM] - Game 564 - Brad Richardson from Coyotes is injured  (Concussion) and is out for 2 weeks.
21643,[2016-01-09 7:47:15 PM] - Ducks lines for next game are empty. Current rosters/lines are not erased.
21644,[2016-01-09 7:47:15 PM] - Bruins lines for next game are empty. Current rosters/lines are not erased.
21645,[2016-01-09 7:47:15 PM] - Tyler Wotherspoon of Flames was sent to farm.
21646,[2016-01-09 7:47:15 PM] - Hurricanes lines for next game are empty. Current rosters/lines are not erased.
21647,[2016-01-09 7:47:15 PM] - Pirates lines for next game are empty. Current rosters/lines are not erased.
21648,[2016-01-09 7:47:15 PM] - Icecaps lines for next game are empty. Current rosters/lines are not erased.
21649,[2016-01-09 7:47:15 PM] - Devils lines for next game are empty. Current rosters/lines are not erased.
21650,[2016-01-09 7:47:15 PM] - Senators lines for next game are empty. Current rosters/lines are not erased.
21651,[2016-01-09 7:47:15 PM] - Phantoms lines for next game are empty. Current rosters/lines are not erased.
21652,[2016-01-09 7:47:15 PM] - Coyotes lines for next game are empty. Current rosters/lines are not erased.
21653,[2016-01-09 7:47:15 PM] - Crunch lines for next game are empty. Current rosters/lines are not erased.
21654,[2016-01-09 7:47:15 PM] - Comets lines for next game are empty. Current rosters/lines are not erased.
21655,[2016-01-09 7:47:15 PM] - Erik Karlsson from Flames is back from Dislocated Patella Injury.
21656,[2016-01-09 7:47:15 PM] - Kevin Hayes from Ducks is back from Lower Body Injury.
21657,[2016-01-09 7:47:15 PM] - Nick Leddy from Islanders is back from Strained Left Elbow Injury.
21658,[2016-01-09 7:47:15 PM] - Antti Raanta from Avalanche is back from Broken Left Thumb Injury.
21659,[2016-01-09 7:47:20 PM] - Current fund for Jets is under $0.
21660,[2016-01-09 7:49:07 PM] - Rod Pelley was added to Blackhawks.
21661,[2016-01-09 7:49:11 PM] - TRADE : From Blackhawks to Rangers : $100-000.
21662,[2016-01-09 7:49:11 PM] - TRADE : From Rangers to Blackhawks : Rod Pelley (54).
21663,[2016-01-09 7:49:30 PM] - Andrew MacWilliam was added to Wild.
21664,[2016-01-09 7:49:32 PM] - TRADE : From Sabres to Wild : Andrew MacWilliam (58).
21665,[2016-01-09 7:49:32 PM] - TRADE : From Wild to Sabres : Y:2016-RND:6-MIN.
21666,[2016-01-09 7:49:55 PM] - Rod Pelley of Blackhawks was sent to pro.
21667,[2016-01-09 7:50:42 PM] - Current fund for Jets is under $0.
21668,[2016-01-10 7:08:33 PM] - Jarred Tinordi of Jets was sent to pro.
21669,[2016-01-10 7:08:33 PM] - Olli Maatta of Jets was sent to pro.
21670,[2016-01-10 7:08:33 PM] - Successfully loaded Jets lines done with STHS Client - 3.0.0.0
21671,[2016-01-10 7:08:35 PM] - Successfully loaded Blackhawks lines done with STHS Client - 2.3.1.1
21672,[2016-01-10 7:08:36 PM] - Successfully loaded Sharks lines done with STHS Client - 2.3.1.1
21673,[2016-01-10 7:08:46 PM] - Wild (Wild) lines errors : Goalie 'Minimum # of Goals before Remove from Game' is incorrect.
Goalie 'Save PCT Under before Remove from Game' is incorrect.
Goalie 'When to remove the goalies from goal if trailing by 1 in third period (In second)' is incorrect.

21674,[2016-01-10 7:08:46 PM] - Auto Lines Farm Function has been run for Wild.
21675,[2016-01-10 7:08:46 PM] - Sound Tigers (Islanders) lines errors : Goalie 'Minimum # of Goals before Remove from Game' is incorrect.
Goalie 'Save PCT Under before Remove from Game' is incorrect.
Goalie 'When to remove the goalies from goal if trailing by 1 in third period (In second)' is incorrect.

21676,[2016-01-10 7:08:46 PM] - Auto Lines Farm Function has been run for Sound Tigers.
21677,[2016-01-10 7:08:54 PM] - Colin McDonald from Wild has scored a Hat Trick!
21678,[2016-01-10 7:08:55 PM] - Bo Horvat from Gulls has scored a Hat Trick!
21679,[2016-01-10 7:08:55 PM] - Andre Burakovsky from Gulls has scored a Hat Trick!
21680,[2016-01-10 7:08:55 PM] - Ducks lines for next game are empty. Current rosters/lines are not erased.
21681,[2016-01-10 7:08:55 PM] - Moose lines for next game are empty. Current rosters/lines are not erased.
21682,[2016-01-10 7:08:55 PM] - Bruins lines for next game are empty. Current rosters/lines are not erased.
21683,[2016-01-10 7:08:55 PM] - Rampage lines for next game are empty. Current rosters/lines are not erased.
21684,[2016-01-10 7:08:55 PM] - Wild lines for next game are empty. Current rosters/lines are not erased.
21685,[2016-01-10 7:08:55 PM] - Canadiens lines for next game are empty. Current rosters/lines are not erased.
21686,[2016-01-10 7:08:55 PM] - Sound Tigers lines for next game are empty. Current rosters/lines are not erased.
21687,[2016-01-10 7:08:55 PM] - Falcons lines for next game are empty. Current rosters/lines are not erased.
21688,[2016-01-10 7:08:55 PM] - Canucks lines for next game are empty. Current rosters/lines are not erased.
21689,[2016-01-10 7:08:55 PM] - Michal Rozsival from Rangers is back from Left Knee Injury.
21690,[2016-01-10 7:08:58 PM] - Current fund for Jets is under $0.
21691,[2016-01-10 7:11:16 PM] - Alex Chiasson was added to Maple Leafs.
21692,[2016-01-10 7:11:16 PM] - Nazem Kadri was added to Maple Leafs.
21693,[2016-01-10 7:11:16 PM] - Gregory Campbell was added to Flyers.
21694,[2016-01-10 7:11:16 PM] - Josh Bailey was added to Flyers.
21695,[2016-01-10 7:11:18 PM] - TRADE : From Flyers to Maple Leafs : Alex Chiasson (63)- Nazem Kadri (68)- Y:2016-RND:4-PHL- Y:2017-RND:2-PHL- Y:2017-RND:3-PHL- Y:2017-RND:7-CHI.
21696,[2016-01-10 7:11:18 PM] - TRADE : From Maple Leafs to Flyers : Gregory Campbell (62)- Josh Bailey (67)- Colin Miller (P)- Joel Edmundson (P)- Phillip di Giuseppe (P)- Y:2017-RND:5-TOR.
21697,[2016-01-10 7:11:33 PM] - Current fund for Jets is under $0.
21698,[2016-01-11 3:43:48 PM] - Successfully loaded Stars lines done with STHS Client - 3.0.0.0
21699,[2016-01-11 3:43:50 PM] - Dylan Olsen of Wild was sent to farm.
21700,[2016-01-11 3:43:50 PM] - Andrew MacWilliam of Wild was sent to pro.
21701,[2016-01-11 3:43:50 PM] - Successfully loaded Wild lines done with STHS Client - 2.3.2.2
21702,[2016-01-11 3:43:51 PM] - Quinton Howden of Coyotes was sent to pro.
21703,[2016-01-11 3:43:51 PM] - Successfully loaded Coyotes lines done with STHS Client - 2.3.1.1
21704,[2016-01-11 3:43:51 PM] - Successfully loaded Lightning lines done with STHS Client - 2.3.2.2
21705,[2016-01-11 3:43:52 PM] - Jamie Oleksiak of Maple Leafs was sent to pro.
21706,[2016-01-11 3:43:52 PM] - Successfully loaded Maple Leafs lines done with STHS Client - 2.3.2.2
21707,[2016-01-11 3:44:18 PM] - Flames roster errors : Not enough Defenseman available in Pro Team! 3 Dressed. 6 Required.
Not enough Players available in Pro Team! 15 Dressed. 18 Required.
Some errors will be automatically fixed.

21708,[2016-01-11 3:44:18 PM] - Tyler Wotherspoon of Flames was sent to pro.
21709,[2016-01-11 3:44:18 PM] - Jack Hillen of Flames was sent to pro.
21710,[2016-01-11 3:44:18 PM] - Auto Roster Partial Function has been run for Flames.
21711,[2016-01-11 3:44:18 PM] - Flames lines errors : Normal line # 1 Defense #1 is empty.
Normal line # 2 Defense #2 is empty.
Normal line # 3 Defense #3 is empty.
Normal line # 4 Defense #4 is empty.
Unknown Player is used twice in normal lines 1 and 2.
Unknown Player is used twice in normal lines 1 and 2.
Unknown Player is used twice in normal lines 1 and 3.
Unknown Player is used twice in normal lines 2 and 3.
PP line 1 Defense #1 is empty.
PK line 1 Defense #1 is empty.
4 vs 4 line 1 Defense #1 is empty.
PK3 line 1 Defense #1 is empty.
PK line 2 Defense #2 is empty.
PP line 2 Defense #2 is empty.
4 vs 4 line 2 Defense #2 is empty.
PK3 line 2 Defense #2 is empty.
LastMinOff line Defense #3 is empty.
LastMinDef line Defense #3 is empty.
Extra Defense #0 is empty.
Extra Defense #1 is empty.
Extra Defense #5 is empty.
Unknown Player is used twice in Extra Defense PK

21712,[2016-01-11 3:44:18 PM] - Auto Lines Partial Function has been run for Flames.
21713,[2016-01-11 3:44:18 PM] - Kings roster errors : Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.

21714,[2016-01-11 3:44:18 PM] - Auto Roster Partial Function has been run for Kings.
21715,[2016-01-11 3:44:18 PM] - Kings lines errors : Normal line # 3 C is empty.
Penalty Shot Player #5 is empty.

21716,[2016-01-11 3:44:18 PM] - Auto Lines Partial Function has been run for Kings.
21717,[2016-01-11 3:44:18 PM] - Reign (Kings) lines errors : Goalie 'Minimum # of Goals before Remove from Game' is incorrect.
Goalie 'Save PCT Under before Remove from Game' is incorrect.
Goalie 'When to remove the goalies from goal if trailing by 1 in third period (In second)' is incorrect.

21718,[2016-01-11 3:44:18 PM] - Auto Lines Farm Function has been run for Reign.
21719,[2016-01-11 3:44:18 PM] - Admirals (Predators) lines errors : Goalie 'Minimum # of Goals before Remove from Game' is incorrect.
Goalie 'Save PCT Under before Remove from Game' is incorrect.
Goalie 'When to remove the goalies from goal if trailing by 1 in third period (In second)' is incorrect.

21720,[2016-01-11 3:44:18 PM] - Auto Lines Farm Function has been run for Admirals.
21721,[2016-01-11 3:44:18 PM] - Flyers roster errors : Too many Players available in Pro Team! 19 Dressed. Maximum is 18.
Some errors will be automatically fixed.

21722,[2016-01-11 3:44:18 PM] - Auto Roster Partial Function has been run for Flyers.
21723,[2016-01-11 3:44:18 PM] - Flyers lines errors : Normal line # 2 C is empty.
Normal line # 3 Defense #3 is empty.
Normal line # 4 C is empty.
Unknown Player is used twice in normal lines 2 and 3.
PP line 2 C is empty.
Extra Forward #1 is empty.
Extra Defense #1 is empty.

21724,[2016-01-11 3:44:18 PM] - Auto Lines Partial Function has been run for Flyers.
21725,[2016-01-11 3:44:18 PM] - Penguins (Penguins) lines errors : Goalie 'Minimum # of Goals before Remove from Game' is incorrect.
Goalie 'Save PCT Under before Remove from Game' is incorrect.
Goalie 'When to remove the goalies from goal if trailing by 1 in third period (In second)' is incorrect.

21726,[2016-01-11 3:44:19 PM] - Auto Lines Farm Function has been run for Penguins.
21727,[2016-01-11 3:44:19 PM] - Capitals roster errors : Not enough Defenseman available in Pro Team! 5 Dressed. 6 Required.
Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.

21728,[2016-01-11 3:44:19 PM] - Auto Roster Partial Function has been run for Capitals.
21729,[2016-01-11 3:44:19 PM] - Capitals lines errors : Normal line # 1 Defense #1 is empty.
PP line 1 Defense #1 is empty.
4 vs 4 line 2 Defense #2 is empty.
PK3 line 2 Defense #2 is empty.
LastMinOff line Defense #3 is empty.

21730,[2016-01-11 3:44:19 PM] - Auto Lines Partial Function has been run for Capitals.
21731,[2016-01-11 3:44:28 PM] - John McCarthy from Wolf Pack has scored a Hat Trick!
21732,[2016-01-11 3:44:28 PM] - Richard Panik from Senators has scored a Hat Trick!
21733,[2016-01-11 3:44:29 PM] - Adam Lowry from Heat has scored a Hat Trick!
21734,[2016-01-11 3:44:29 PM] - Tim Jackman from Reign has scored a Hat Trick!
21735,[2016-01-11 3:44:29 PM] - Matt Kassian from Reign has scored a Hat Trick!
21736,[2016-01-11 3:44:29 PM] - Game 567 - Peter Holland from Sabres is injured  (Upper Body) and is out for 5 days.
21737,[2016-01-11 3:44:30 PM] - Game 571 - Brandon Sutter from Lightning is injured  (Concussion) and is out for 1 week.
21738,[2016-01-11 3:44:30 PM] - Game 572 - Matt Lindblad from Rangers is injured  (Strained Right Knee) and is out for 1 week.
21739,[2016-01-11 3:44:30 PM] - Game 572 - Chris Higgins from Rangers is injured  (Sore Right Knee) and is out for 1 week.
21740,[2016-01-11 3:44:30 PM] - Game 574 - Vincent Trocheck from Islanders is injured  (Lower Body) and is out for 2 months.
21741,[2016-01-11 3:44:31 PM] - Flames lines for next game are empty. Current rosters/lines are not erased.
21742,[2016-01-11 3:44:31 PM] - Hurricanes lines for next game are empty. Current rosters/lines are not erased.
21743,[2016-01-11 3:44:31 PM] - IceHogs lines for next game are empty. Current rosters/lines are not erased.
21744,[2016-01-11 3:44:31 PM] - Panthers lines for next game are empty. Current rosters/lines are not erased.
21745,[2016-01-11 3:44:31 PM] - Icecaps lines for next game are empty. Current rosters/lines are not erased.
21746,[2016-01-11 3:44:31 PM] - Senators lines for next game are empty. Current rosters/lines are not erased.
21747,[2016-01-11 3:44:31 PM] - Coyotes lines for next game are empty. Current rosters/lines are not erased.
21748,[2016-01-11 3:44:31 PM] - Comets lines for next game are empty. Current rosters/lines are not erased.
21749,[2016-01-11 3:44:31 PM] - Derek Stepan from Oilers is back from Lacerated Right Calf Injury.
21750,[2016-01-11 3:44:31 PM] - Peter Holland from Sabres is back from Upper Body Injury.
21751,[2016-01-11 3:44:35 PM] - Current fund for Jets is under $0.
21752,[2016-01-11 3:47:06 PM] - Mathieu Perreault was added to Sabres.
21753,[2016-01-11 3:47:06 PM] - Andrej Nestrasil was added to Flyers.
21754,[2016-01-11 3:47:06 PM] - Jon Merrill was added to Flyers.
21755,[2016-01-11 3:47:06 PM] - Peter Holland was added to Flyers.
21756,[2016-01-11 3:47:08 PM] - TRADE : From Flyers to Sabres : Mathieu Perreault (67)- Y:2017-RND:5-PHL.
21757,[2016-01-11 3:47:08 PM] - TRADE : From Sabres to Flyers : Andrej Nestrasil (60)- Jon Merrill (62)- Peter Holland (63).
21758,[2016-01-11 3:47:51 PM] - Jan Hejda was added to Oilers.
21759,[2016-01-11 3:47:51 PM] - Andre Benoit was added to Jets.
21760,[2016-01-11 3:47:53 PM] - TRADE : From Jets to Oilers : Jan Hejda (68).
21761,[2016-01-11 3:47:53 PM] - TRADE : From Oilers to Jets : Andre Benoit (61)- Matheson Iacopelli (P).
21762,[2016-01-11 3:47:54 PM] - Current fund for Jets is under $0.
21763,[2016-01-11 3:49:05 PM] - Current fund for Jets is under $0.
21764,[2016-01-12 2:44:49 PM] - Successfully loaded Jets lines done with STHS Client - 3.0.0.0
21765,[2016-01-12 2:44:51 PM] - Successfully loaded Blackhawks lines done with STHS Client - 2.3.1.1
21766,[2016-01-12 2:44:51 PM] - Mitch Callahan of Oilers was sent to farm.
21767,[2016-01-12 2:44:51 PM] - Successfully loaded Oilers lines done with STHS Client - 2.3.1.1
21768,[2016-01-12 2:44:52 PM] - Successfully loaded Rangers lines done with STHS Client - 2.3.2.2
21769,[2016-01-12 2:44:53 PM] - Successfully loaded Coyotes lines done with STHS Client - 2.3.1.1
21770,[2016-01-12 2:46:57 PM] - Reign (Kings) lines errors : Goalie 'Minimum # of Goals before Remove from Game' is incorrect.
Goalie 'Save PCT Under before Remove from Game' is incorrect.
Goalie 'When to remove the goalies from goal if trailing by 1 in third period (In second)' is incorrect.

21771,[2016-01-12 2:46:58 PM] - Auto Lines Farm Function has been run for Reign.
21772,[2016-01-12 2:46:58 PM] - Admirals (Predators) lines errors : Goalie 'Minimum # of Goals before Remove from Game' is incorrect.
Goalie 'Save PCT Under before Remove from Game' is incorrect.
Goalie 'When to remove the goalies from goal if trailing by 1 in third period (In second)' is incorrect.

21773,[2016-01-12 2:46:58 PM] - Auto Lines Farm Function has been run for Admirals.
21774,[2016-01-12 2:46:58 PM] - Islanders roster errors : Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.

21775,[2016-01-12 2:46:58 PM] - Auto Roster Partial Function has been run for Islanders.
21776,[2016-01-12 2:46:58 PM] - Islanders lines errors : Normal line # 2 C is empty.
Normal line # 3 Defense #3 is empty.
Unknown Player is used twice in normal lines 2 and 3.
4 vs 4 line 1 Defense #1 is empty.
PP line 2 C is empty.
Extra Defense #2 is empty.
Extra Defense #5 is empty.

21777,[2016-01-12 2:46:58 PM] - Auto Lines Partial Function has been run for Islanders.
21778,[2016-01-12 2:46:58 PM] - Sound Tigers (Islanders) lines errors : Goalie 'Minimum # of Goals before Remove from Game' is incorrect.
Goalie 'Save PCT Under before Remove from Game' is incorrect.
Goalie 'When to remove the goalies from goal if trailing by 1 in third period (In second)' is incorrect.

21779,[2016-01-12 2:46:58 PM] - Auto Lines Farm Function has been run for Sound Tigers.
21780,[2016-01-12 2:46:58 PM] - Phantoms (Flyers) lines errors : Goalie 'Minimum # of Goals before Remove from Game' is incorrect.
Goalie 'Save PCT Under before Remove from Game' is incorrect.
Goalie 'When to remove the goalies from goal if trailing by 1 in third period (In second)' is incorrect.

21781,[2016-01-12 2:46:58 PM] - Auto Lines Farm Function has been run for Phantoms.
21782,[2016-01-12 2:46:58 PM] - Penguins (Penguins) lines errors : Goalie 'Minimum # of Goals before Remove from Game' is incorrect.
Goalie 'Save PCT Under before Remove from Game' is incorrect.
Goalie 'When to remove the goalies from goal if trailing by 1 in third period (In second)' is incorrect.

21783,[2016-01-12 2:46:58 PM] - Auto Lines Farm Function has been run for Penguins.
21784,[2016-01-12 2:48:05 PM] - Bobby Robins from Penguins has scored a Hat Trick!
21785,[2016-01-12 2:48:06 PM] - Byron Froese from Sound Tigers has scored a Hat Trick!
21786,[2016-01-12 2:48:06 PM] - Jack Skille from Admirals has scored a Hat Trick!
21787,[2016-01-12 2:48:06 PM] - Luke Gazdic from Admirals has scored a Hat Trick!
21788,[2016-01-12 2:48:06 PM] - Maxwell Reinhart from Gulls has scored a Hat Trick!
21789,[2016-01-12 2:48:06 PM] - Dennis Everberg from Bruins has scored a Hat Trick!
21790,[2016-01-12 2:48:06 PM] - Patrick Maroon from Bruins has scored a Hat Trick!
21791,[2016-01-12 2:48:06 PM] - Tim Jackman from Reign has scored a Hat Trick!
21792,[2016-01-12 2:48:06 PM] - Matt Kassian from Reign has scored a Hat Trick!
21793,[2016-01-12 2:48:06 PM] - Brett Bulmer from Barracuda has scored a Hat Trick!
21794,[2016-01-12 2:48:06 PM] - Aleksander Barkov from Barracuda has scored a Hat Trick!
21795,[2016-01-12 2:48:06 PM] - Erik Haula from Barracuda has scored a Hat Trick!
21796,[2016-01-12 2:48:07 PM] - Ryan Nugent-Hopkins from Wild has scored a Hat Trick!
21797,[2016-01-12 2:48:07 PM] - Game 581 - Torey Krug from Blackhawks is injured  (Separated Left Shoulder) and is out for 2 weeks.
21798,[2016-01-12 2:48:07 PM] - Ducks lines for next game are empty. Current rosters/lines are not erased.
21799,[2016-01-12 2:48:07 PM] - Bruins lines for next game are empty. Current rosters/lines are not erased.
21800,[2016-01-12 2:48:07 PM] - Americans lines for next game are empty. Current rosters/lines are not erased.
21801,[2016-01-12 2:48:07 PM] - Checkers lines for next game are empty. Current rosters/lines are not erased.
21802,[2016-01-12 2:48:07 PM] - Rampage lines for next game are empty. Current rosters/lines are not erased.
21803,[2016-01-12 2:48:07 PM] - Panthers lines for next game are empty. Current rosters/lines are not erased.
21804,[2016-01-12 2:48:07 PM] - Reign lines for next game are empty. Current rosters/lines are not erased.
21805,[2016-01-12 2:48:07 PM] - Admirals lines for next game are empty. Current rosters/lines are not erased.
21806,[2016-01-12 2:48:07 PM] - Wolf Pack lines for next game are empty. Current rosters/lines are not erased.
21807,[2016-01-12 2:48:07 PM] - Senators lines for next game are empty. Current rosters/lines are not erased.
21808,[2016-01-12 2:48:07 PM] - Phantoms lines for next game are empty. Current rosters/lines are not erased.
21809,[2016-01-12 2:48:07 PM] - Penguins lines for next game are empty. Current rosters/lines are not erased.
21810,[2016-01-12 2:48:07 PM] - Wolves lines for next game are empty. Current rosters/lines are not erased.
21811,[2016-01-12 2:48:07 PM] - Crunch lines for next game are empty. Current rosters/lines are not erased.
21812,[2016-01-12 2:48:07 PM] - Bears lines for next game are empty. Current rosters/lines are not erased.
21813,[2016-01-12 2:48:12 PM] - Current fund for Jets is under $0.
21814,[2016-01-12 2:50:48 PM] - Current fund for Jets is under $0.
21815,[2016-01-12 2:53:28 PM] - Current fund for Jets is under $0.
21816,[2016-01-16 8:44:29 PM] - Current fund for Jets is under $0.
21817,[2016-01-16 8:53:19 PM] - Jarred Tinordi of Jets was sent to farm.
21818,[2016-01-16 8:53:19 PM] - Successfully loaded Jets lines done with STHS Client - 3.0.0.0
21819,[2016-01-16 8:53:22 PM] - Successfully loaded Bruins lines done with STHS Client - 2.3.1.1
21820,[2016-01-16 8:53:25 PM] - Successfully loaded Flames lines done with STHS Client - 2.3.1.1
21821,[2016-01-16 8:53:26 PM] - Successfully loaded Blackhawks lines done with STHS Client - 2.3.1.1
21822,[2016-01-16 8:53:28 PM] - Successfully loaded Kings lines done with STHS Client - 2.3.2.2
21823,[2016-01-16 8:53:29 PM] - Successfully loaded Senators lines done with STHS Client - 2.3.1.1
21824,[2016-01-16 8:53:30 PM] - Successfully loaded Maple Leafs lines done with STHS Client - 2.3.2.2
21825,[2016-01-16 9:02:39 PM] - Game 584 - Victor Rask from Senators is injured  (Bruised Right Arm) and is out for 1 week.
21826,[2016-01-16 9:02:39 PM] - Game 585 - Jake Allen from Kings is injured  (Sports Hernia) and is out for 2 months.
21827,[2016-01-16 9:02:40 PM] - Last 30 Days Pro Star : 1 - John Tavares of Lightning (14-14-28) / 2 - Jeff Carter of Lightning (10-16-26) / 3 - Alexander Ovechkin of Penguins (9-13-22)
21828,[2016-01-16 9:02:40 PM] - Last 30 Days Farm Star : 1 - Jack Skille of Admirals (18-24-42) / 2 - Corban Knight of Admirals (14-32-46) / 3 - Luke Gazdic of Admirals (15-18-33)
21829,[2016-01-16 9:02:40 PM] - Hurricanes lines for next game are empty. Current rosters/lines are not erased.
21830,[2016-01-16 9:02:40 PM] - Senators lines for next game are empty. Current rosters/lines are not erased.
21831,[2016-01-16 9:02:40 PM] - Coyotes lines for next game are empty. Current rosters/lines are not erased.
21832,[2016-01-16 9:02:40 PM] - Canucks lines for next game are empty. Current rosters/lines are not erased.
21833,[2016-01-16 9:02:40 PM] - Chris Higgins from Rangers is back from Sore Right Knee Injury.
21834,[2016-01-16 9:02:40 PM] - Jake Muzzin from Capitals is back from Torn Right Knee Ligaments Injury.
21835,[2016-01-16 9:02:40 PM] - Brandon Sutter from Lightning is back from Concussion Injury.
21836,[2016-01-16 9:02:40 PM] - Matt Nieto from Blackhawks is back from Strained Right Elbow Injury.
21837,[2016-01-16 9:02:40 PM] - Jesper Fast from Capitals is back from Bruised Left Shoulder Injury.
21838,[2016-01-16 9:02:52 PM] - Current fund for Jets is under $0.
21839,[2016-01-16 9:05:23 PM] - Senators roster errors : Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.

21840,[2016-01-16 9:09:30 PM] - Ben Hanowski has been deleted from Coyotes.
21841,[2016-01-16 9:09:38 PM] - William Wrenn has been deleted from Coyotes.
21842,[2016-01-16 9:09:46 PM] - Travis Brown has been deleted from Coyotes.
21843,[2016-01-16 9:12:30 PM] - Sabres roster errors : Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.

21844,[2016-01-16 9:12:47 PM] - Rickard Rakell of Sabres was sent to pro.
21845,[2016-01-16 9:14:51 PM] - Josh Bailey was added to Senators.
21846,[2016-01-16 9:14:51 PM] - Kyle Palmieri was added to Senators.
21847,[2016-01-16 9:14:51 PM] - Nick Schultz was added to Flyers.
21848,[2016-01-16 9:14:51 PM] - Phillip Danault was added to Flyers.
21849,[2016-01-16 9:14:52 PM] - TRADE : From Flyers to Senators : Josh Bailey (67)- Kyle Palmieri (63).
21850,[2016-01-16 9:14:52 PM] - TRADE : From Senators to Flyers : Nick Schultz (65)- Phillip Danault (56)- Cole Ully (P)- Shea Theodore (P)- Y:2016-RND:1-CLB.
