Team Number,Prospect Name,Year,Overall Pick
28,Samuel Walker,2017,212
7,Wyatt Kalynuk,2017,213
6,Ben Jones,2017,214
29,Declan Chisholm,2018,156
9,Wiley Sherman,2013,179
10,Danny Biega,2010,86
24,Pontus Holmberg,2018,157
12,Johan Sodergran,2018,158
29,Brian Pinho,2013,181
2,Victor Brattstrom,2018,159
31,Samuel Houde,2018,160
29,Owen Lindmark,2019,136
7,Aku Raty,2019,137
17,Blake Heinrich,2013,185
27,Marcus Westfalt,2018,161
4,Isaiah Saville,2019,138
26,Kevin Mandolese,2018,162
17,Dominik Kubalik,2013,189
29,Zachary Leslie,2013,190
31,Dawson Barteaux,2018,163
17,David Drake,2013,192
20,Anthony Brodeur,2013,193
11,Janne Juvonen,2013,194
12,Mike Callahan,2018,164
21,Blaine Byron,2013,196
24,Jacob Jackson,2013,197
7,Hugh McGing,2018,165
18,Mark Kastelic,2019,139
24,Chris Leblanc,2013,199
19,Anthony Louis,2013,200
6,Shamil Shmakov,2018,197
4,Patrick Moynihan,2019,140
24,Mitchell Dempsey,2013,202
27,Cole Koepke,2018,166
29,Emil Galimov,2013,204
30,Alexander Dergachyov,2015,55
13,Mike Williamson,2013,205
13,Yakov Trenin,2015,56
15,Jacob Ingham,2018,167
3,Shawn Boudrias,2018,168
7,Aleksi Makela,2013,206
10,Kyle Burroughs,2013,207
7,Alex Kannok-Leipert,2018,169
29,Troy Josephs,2013,209
15,Victor Olofsson,2014,161
12,Eric Hjorth,2019,141
7,Dustyn McFaul,2018,170
4,Mitchell Gibson,2018,171
21,Matt Spencer,2015,58
29,Magnus Chrona,2018,172
14,John Nyberg,2014,164
19,Michael Kesselring,2018,173
9,Brandon Baddock,2014,165
8,Miska Kukkonen,2018,174
22,Tim Berni,2018,175
15,Julien Nantel,2014,166
11,Nikola Pasic,2019,142
20,Joey Dudek,2014,168
12,Christopher Brown,2014,169
3,Jesper Sellgren,2018,176
23,Samuel Sjolund,2019,143
3,William Worge-Kreu,2018,177
29,Mitchell Hoelscher,2018,178
9,Artyom Manukyan,2018,179
31,Justin Schutz,2018,180
26,John Leonard,2018,181
8,David Tendeck,2018,182
31,Gavin Hain,2018,183
17,Hayden Hawkey,2014,174
4,Eric Florchuk,2018,184
28,Simon Kjellberg,2018,185
9,Radel Fazleev,2014,175
31,Jake Evans,2014,176
17,Tyler Vesel,2014,178
30,Cameron Darcy,2014,179
29,Zachary Emond,2018,186
22,Sam Hentges,2018,198
3,Jared Moe,2018,187
2,Eetu Pakkila,2018,199
4,Trevor Janicke,2019,144
14,Josiah Slavin,2018,201
8,Brett Stapley,2018,202
21,Daniel Walcott,2014,184
29,Tyler Nanne,2014,185
5,Otto Kivenmaki,2018,203
4,Kirill Slepets,2019,145
11,Christian Krygier,2018,204
7,Cristiano Digiacinto,2014,187
8,Luke Loheit,2018,205
20,Steven Spinner,2014,189
11,Cole Krygier,2018,206
22,Danil Savunov,2019,210
23,Patrik Siikanen,2018,207
19,David Westlund,2014,192
7,Riley Hughes,2018,208
28,Santtu Kinnunen,2018,209
17,Zachary Bouthillier,2018,210
11,Jordan Kooy,2018,211
22,Ty Taylor,2018,212
25,Jack Ramsey,2014,195
8,Jake Kucharski,2018,213
4,Frederik Nissen,2019,146
12,Pavel Shen,2018,214
4,Ethan Haider,2019,147
25,Milan Kloucek,2018,215
3,Semyon Kizimov,2018,216
4,Matias Mantykivi,2019,148
4,Case McCarthy,2019,149
11,Sam Brittain,2010,123
4,Blake Murray,2019,150
4,Valentin Nussbaumer,2019,151
4,Arturs Silovs,2019,152
24,Jared Fiegl,2014,201
8,Nick Abruzzese,2019,153
15,Roman Bychkov,2019,154
23,Elmer Soderblom,2019,155
29,Roddy Ross,2019,156
25,Hunter Skinner,2019,157
12,Maxwell Crozier,2019,158
3,Egor Serdyuk,2019,159
5,Benjamin Gallacher,2010,127
17,Jesper Pettersson,2014,204
15,Kim Nousiainen,2019,160
25,Jacob Leguerrier,2019,161
24,Kevin Elgestal,2014,205
17,Felix Bibeau,2019,162
27,Jack Malone,2019,163
24,Cooper Moore,2019,164
19,Martin Has,2019,165
9,Luka Burzan,2019,166
5,Tomas Mazura,2019,167
20,Patrick Sanvido,2014,209
29,Dennis Yan,2015,60
9,Aidan Mcdonough,2019,168
28,Mike Koster,2019,169
5,Cole Moberg,2019,170
17,Matthew Wedman,2019,171
7,Mitch Vande Sompel,2015,64
11,Erik Foley,2015,65
12,Will Francis,2019,172
11,Mathew Hill,2019,173
7,Keean Washkurak,2019,174
21,Graham Knott,2015,68
28,Josh Nodler,2019,175
30,Kyle Capobianco,2015,69
11,Cole Brady,2019,176
1,Julius Nattinen,2015,71
13,Daniel Vladar,2015,72
9,Mikhail Shalagin,2019,177
18,Blake Speers,2015,74
1,Callum Booth,2015,75
2,Vili Saarijarvi,2015,76
18,Thomas Schemitsch,2015,77
27,Nikita Korostelev,2015,78
28,Gustav Berglund,2019,211
17,Deven Sideroff,2015,80
21,Dmytro Timashov,2015,81
6,Aleksi Saarela,2015,83
7,Glenn Gawdin,2015,84
3,Jens Looke,2015,85
25,Lukas Vejdemo,2015,86
29,Jesper Lindgren,2015,87
11,Filip Ahl,2015,88
11,Brad Morrison,2015,89
7,Adam Edstrom,2019,178
17,Jean-Christophe Beaudin,2015,90
14,Nicolas Roy,2015,91
30,Andrei Mironov,2015,92
13,Parker Wotherspoon,2015,93
14,Bryce Brodzinski,2019,179
1,Kevin Stenlund,2015,94
1,Andrew Nielsen,2015,95
7,Logan Neaton,2019,180
19,Daniel Bernhardt,2015,98
17,Chris Martenet,2015,99
5,Martins Dzierkals,2015,100
9,Valtteri Puustinen,2019,182
23,Lukas Rousek,2019,183
17,Adam Musil,2015,102
29,Arsen Khisamutdinov,2019,184
27,Karel Plasek,2019,185
18,Quinn Schmiemann,2019,186
13,Joren van Pottelberghe,2015,105
1,Jesse Gabrielle,2015,106
22,Braden Doyle,2019,187
19,Ryan Pilon,2015,108
27,Carson Focht,2019,188
22,Andre Lee,2019,189
4,Keegan Kolesar,2015,109
22,Juuso Parssinen,2019,190
22,Kevin Wall,2019,191
22,Nikita Nesterenko,2019,192
11,Anthony Richard,2015,110
14,Benjamin Marshall,2010,143
19,Veeti Vainio,2015,111
7,Kalle Loponen,2019,193
7,Timur Ibragimov,2019,194
23,Ethan Bear,2015,113
22,Maxence Guenette,2019,195
22,Ben Brinkman,2019,196
10,Nick Petersen,2009,143
8,Sergey Zborovskiy,2015,114
29,Mikhail Vorobyov,2015,116
22,Anthony Romano,2019,197
25,Dominic Basse,2019,198
10,Rob Flick,2010,150
22,Vadim Zherenko,2019,199
22,Maxim Denezhkin,2019,200
7,Isak Walther,2019,201
2,Ales Stezka,2015,117
22,Santeri Airola,2019,202
22,Axel Bergkvist,2019,203
22,Tyler Angle,2019,204
27,Chase Pearson,2015,120
23,Kirill Kaprizov,2015,121
22,Greg Meireles,2019,205
13,Stephen Desrocher,2015,123
18,Brent Gates,2015,124
28,Carter Gylander,2019,206
22,Santeri Hatakka,2019,212
28,Brendan Warren,2015,126
12,Adam Huska,2015,128
26,Mike Robinson,2015,129
19,Jake Schmaltz,2019,213
7,Massimo Rizzo,2019,214
4,Michael Spacek,2015,131
7,Cole Coskey,2019,215
3,Devante Stephens,2015,132
2,David Kase,2015,133
8,Will Borgen,2015,134
11,David Cotton,2015,135
25,McKade Webster,2019,216
2,Kieran Ruscheinski,2019,217
13,Chris Wilkie,2015,138
9,Lukas Jasek,2015,139
3,Giorgio Estephan,2015,141
26,Sam Dove-McFalls,2015,142
26,Adam Helewka,2015,143
13,Ziyat Paygin,2015,144
27,Gustav Bouramman,2015,147
20,Luke Stevens,2015,151
20,John Marino,2015,153
18,Ryan Shea,2015,154
18,Niko Mikkola,2015,155
2,Markus Ruusu,2015,156
27,Karel Vejmelka,2015,158
10,Matt Bradley,2015,159
11,Roy Radke,2015,162
23,Erik Kallgren,2015,163
2,Joni Tuulola,2015,164
17,Jeremiah Addison,2015,165
26,Karlis Cukste,2015,166
8,Ryan Zuhlsdorf,2015,167
11,Chaz Reddekopp,2015,168
13,Karch Bachman,2015,169
1,Cameron Hughes,2015,170
30,Frederik Tiffels,2015,171
21,Patrick Holway,2015,172
13,Sergei Boikov,2015,174
20,Garrett Metcalf,2015,175
28,Joe Cecconi,2015,177
19,Kris Oldham,2015,178
27,Nikita Pavlychev,2015,180
29,Joel Daccord,2015,182
21,Connor Hobbs,2015,183
7,Gustav Olhaver,2015,184
20,Matt Schmalz,2015,185
2,Nick Boka,2015,186
11,Jack Sadek,2015,187
18,Jake Massie,2015,191
3,Tyler Moy,2015,193
26,Colby Williams,2015,196
20,Bokondji Imama,2015,197
14,Evan Smith,2015,198
26,Ivan Chukarov,2015,200
14,Adam Comrie,0,0
26,Patrick Shea,2015,203
29,John Dahlstrom,2015,204
14,Jake Kupsky,2015,205
25,Matteo Gennaro,2015,206
11,Miroslav Svoboda,2015,207
10,Thomas Larkin,2009,153
10,Jack Becker,2015,209
30,Dmitri Kugryshev,0,0
13,A.J. Jenks,0,0
10,Kelsey Tessier,0,0
7,Nikita Filatov,0,0
10,Nicolas Deschamps,0,0
10,Corey Cowick,2009,192
7,Gus Young,2009,194
20,Ben Sexton,2009,203
